"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"XOM","EXXON MOBIL CORP","COM","30231G102","272,974","0.5%","4,003,134","",""
"HD","HOME DEPOT INC","COM","437076102","271,133","0.5%","1,578,003","",""
"META","FACEBOOK INC","CL A","30303M102","259,678","0.5%","1,980,915","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","247,948","0.4%","4,218,244","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","242,788","0.4%","2,641,296","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","242,148","0.4%","13,384,240","",""
"LIN","LINDE PLC","COM","G5494J103","231,678","0.4%","1,484,736","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","226,523","0.4%","4,337,780","",""
"MCD","MCDONALDS CORP","COM","580135101","225,281","0.4%","1,268,685","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","223,374","0.4%","213,763","",""
"MRK","MERCK & CO INC","COM","58933Y105","220,089","0.4%","2,880,371","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","217,994","0.4%","1,070,119","",""
"DD","DOWDUPONT INC","COM","26078J100","216,952","0.4%","4,056,690","",""
"TXN","TEXAS INSTRS INC","COM","882508104","213,293","0.4%","2,257,071","",""
"PEP","PEPSICO INC","COM","713448108","209,088","0.4%","1,892,538","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","202,853","0.4%","6,837,595","",""
"TJX","TJX COS INC NEW","COM","872540109","200,107","0.3%","4,472,668","",""
"TRI.TO","THOMSON REUTERS CORP","COM NEW","884903709","199,998","0.3%","4,143,150","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","194,478","0.3%","952,483","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","192,320","0.3%","1,403,076","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","190,247","0.3%","1,786,692","",""
"MS","MORGAN STANLEY","COM NEW","617446448","182,083","0.3%","4,592,261","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","180,304","0.3%","3,207,113","",""
"CVX","CHEVRON CORP NEW","COM","166764100","176,931","0.3%","1,626,358","",""
"BKNG","BOOKING HLDGS INC","COM","09857L108","176,662","0.3%","102,566","",""
"ORCL","ORACLE CORP","COM","68389X105","174,118","0.3%","3,856,447","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","173,689","0.3%","2,477,948","",""
"DHR","DANAHER CORP DEL","COM","235851102","170,617","0.3%","1,654,546","",""
"CSCO","CISCO SYS INC","COM","17275R102","169,953","0.3%","3,922,288","",""
"GIB","GROUPE CGI INC","CL A SUB VTG","39945C109","166,203","0.3%","2,722,034","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","163,852","0.3%","4,061,512","",""
"NKE","NIKE INC","CL B","654106103","162,451","0.3%","2,191,143","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","161,478","0.3%","7,504,141","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","158,826","0.3%","4,664,520","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","158,473","0.3%","840,038","",""
"AON","AON PLC","SHS CL A","G0408V102","149,374","0.3%","1,027,613","",""
"AVGO","BROADCOM INC","COM","11135F101","145,637","0.3%","572,742","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","144,022","0.3%","2,346,398","",""
"INTC","INTEL CORP","COM","458140100","142,898","0.2%","3,044,930","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","141,959","0.2%","542,160","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","141,210","0.2%","5,575,681","",""
"HON","HONEYWELL INTL INC","COM","438516106","140,455","0.2%","1,063,080","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","136,608","0.2%","1,501,854","",""
"AMAT","APPLIED MATLS INC","COM","038222105","135,843","0.2%","4,149,142","",""
"ABT","ABBOTT LABS","COM","002824100","134,762","0.2%","1,863,159","",""
"CVS","CVS HEALTH CORP","COM","126650100","133,586","0.2%","2,038,852","",""
"ELV","ANTHEM INC","COM","036752103","133,007","0.2%","506,441","",""
"GG","GOLDCORP INC NEW","COM","380956409","129,620","0.2%","13,241,138","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","128,979","0.2%","1,494,540","",""
"CAE.TO","CAE INC","COM","124765108","127,633","0.2%","6,947,871","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","126,757","0.2%","3,586,774","",""
"MET","METLIFE INC","COM","59156R108","126,474","0.2%","3,080,221","",""
"AMGN","AMGEN INC","COM","031162100","125,714","0.2%","645,780","",""
"IWM","ISHARES TR","RUSSELL 2000 ETF","464287655","124,058","0.2%","926,500","",""
"INTU","INTUIT","COM","461202103","122,694","0.2%","623,288","",""
"NFLX","NETFLIX INC","COM","64110L106","122,319","0.2%","456,997","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","120,109","0.2%","8,900,984","",""
"MMM","3M CO","COM","88579Y101","119,061","0.2%","624,861","",""
"LLY","LILLY ELI & CO","COM","532457108","118,632","0.2%","1,025,165","",""
"AGN","ALLERGAN PLC","SHS","G0177J108","115,526","0.2%","864,321","",""
"CB","CHUBB LIMITED","COM","H1467J104","113,996","0.2%","882,456","",""
"CRM","SALESFORCE COM INC","COM","79466L302","113,956","0.2%","831,980","",""
"T","AT&T INC","COM","00206R102","111,576","0.2%","3,909,479","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","110,158","0.2%","488,897","",""
"BPY","BROOKFIELD PPTY PARTNERS L P","UNIT LTD PARTN","G16249107","107,651","0.2%","6,677,067","",""
"SYK","STRYKER CORP","COM","863667101","106,504","0.2%","679,451","",""
"TT","INGERSOLL-RAND PLC","SHS","G47791101","106,323","0.2%","1,165,439","",""
"NEE","NEXTERA ENERGY INC","COM","65339F101","105,824","0.2%","608,811","",""
"OTEX","OPEN TEXT CORP","COM","683715106","105,126","0.2%","3,225,721","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","104,334","0.2%","466,216","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","101,158","0.2%","211,221","",""
"EWJ","ISHARES INC","MSCI JPN ETF NEW","46434G822","100,995","0.2%","1,992,400","",""
"AQN.TO","ALGONQUIN PWR UTILS CORP","COM","015857105","100,554","0.2%","10,002,650","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","100,502","0.2%","1,329,567","",""
"DIS","DISNEY WALT CO","COM DISNEY","254687106","99,675","0.2%","909,022","",""
"WMT","WALMART INC","COM","931142103","97,527","0.2%","1,046,987","",""
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","97,246","0.2%","630,400","",""
"RSG","REPUBLIC SVCS INC","COM","760759100","95,619","0.2%","1,326,379","",""
"GIL.TO","GILDAN ACTIVEWEAR INC","COM","375916103","95,381","0.2%","3,143,593","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","94,522","0.2%","1,124,057","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","93,581","0.2%","1,173,436","",""
"DG","DOLLAR GEN CORP NEW","COM","256677105","91,830","0.2%","849,645","",""
"YUM","YUM BRANDS INC","COM","988498101","89,856","0.2%","977,546","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","89,092","0.2%","1,933,402","",""
"CI","CIGNA CORP NEW","COM","125523100","87,728","0.2%","461,921","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","84,435","0.1%","733,961","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","83,992","0.1%","738,908","",""
"MCHP","MICROCHIP TECHNOLOGY INC","COM","595017104","83,986","0.1%","1,167,775","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","83,905","0.1%","1,008,964","",""
"WDAY","WORKDAY INC","CL A","98138H101","83,787","0.1%","524,719","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","83,254","0.1%","502,406","",""
"L","LOEWS CORP","COM","540424108","83,224","0.1%","1,828,301","",""
"XYL","XYLEM INC","COM","98419M100","82,807","0.1%","1,241,113","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","82,413","0.1%","493,343","",""
"HSY","HERSHEY CO","COM","427866108","81,590","0.1%","761,239","",""
"UNP","UNION PAC CORP","COM","907818108","81,505","0.1%","589,635","",""
"BLK","BLACKROCK INC","COM","09247X101","81,196","0.1%","206,700","",""
"SYY","SYSCO CORP","COM","871829107","80,688","0.1%","1,287,705","",""
"AIG","AMERICAN INTL GROUP INC","COM NEW","026874784","79,716","0.1%","2,022,723","",""
"EMR","EMERSON ELEC CO","COM","291011104","76,068","0.1%","1,273,108","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","75,938","0.1%","538,532","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","75,189","0.1%","643,141","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","75,036","0.1%","769,358","",""
"IJH","ISHARES TR","CORE S&P MCP ETF","464287507","75,030","0.1%","451,824","",""
"PGR","PROGRESSIVE CORP OHIO","COM","743315103","73,171","0.1%","1,212,849","",""
"OMC","OMNICOM GROUP INC","COM","681919106","72,081","0.1%","984,170","",""
"SBUX","STARBUCKS CORP","COM","855244109","72,002","0.1%","1,118,033","",""
"FISV","FISERV INC","COM","337738108","70,503","0.1%","959,351","",""
"BEP","BROOKFIELD RENEWABLE PARTNER","PARTNERSHIP UNIT","G16258108","70,439","0.1%","2,721,526","",""
"NXPI","NXP SEMICONDUCTORS N V","COM","N6596X109","70,398","0.1%","960,670","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","69,673","0.1%","611,493","",""
"ABBV","ABBVIE INC","COM","00287Y109","67,077","0.1%","727,599","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","66,189","0.1%","1,112,048","",""
"CCI","CROWN CASTLE INTL CORP NEW","COM","22822V101","65,645","0.1%","604,299","",""
"XLF","SELECT SECTOR SPDR TR","SBI INT-FINL","81369Y605","65,488","0.1%","2,749,276","",""
"RE","EVEREST RE GROUP LTD","COM","G3223R108","63,907","0.1%","293,473","",""
"CCEP.AS","COCA COLA EUROPEAN PARTNERS","SHS","G25839104","63,530","0.1%","1,385,598","",""
"EOG","EOG RES INC","COM","26875P101","62,807","0.1%","720,183","",""
"CHT","CHUNGHWA TELECOM CO LTD","SPON ADR NEW11","17133Q502","62,525","0.1%","1,747,000","",""
"BAP","CREDICORP LTD","COM","G2519Y108","62,232","0.1%","280,743","",""
"CNP","CENTERPOINT ENERGY INC","COM","15189T107","62,079","0.1%","2,199,053","",""
"VET.TO","VERMILION ENERGY INC","COM","923725105","61,864","0.1%","2,937,863","",""
"EMN","EASTMAN CHEM CO","COM","277432100","60,224","0.1%","823,745","",""
"GL","TORCHMARK CORP","COM","891027104","60,048","0.1%","805,690","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","59,940","0.1%","880,301","",""
"K","KELLOGG CO","COM","487836108","59,713","0.1%","1,047,405","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","59,363","0.1%","7,841,901","",""
"WTW","WILLIS TOWERS WATSON PUB LTD","SHS","G96629103","59,021","0.1%","388,658","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","58,209","0.1%","443,938","",""
"ROST","ROSS STORES INC","COM","778296103","58,207","0.1%","699,607","",""
"BR","BROADRIDGE FINL SOLUTIONS IN","COM","11133T103","57,438","0.1%","596,761","",""
"CE","CELANESE CORP DEL","COM","150870103","57,359","0.1%","637,534","",""
"OVV","ENCANA CORP","COM","292505104","56,893","0.1%","9,860,982","",""
"PAYX","PAYCHEX INC","COM","704326107","56,749","0.1%","871,042","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","56,489","0.1%","607,145","",""
"SHOP","SHOPIFY INC","CL A","82509L107","56,478","0.1%","408,563","",""
"PTC","PTC INC","COM","69370C100","55,792","0.1%","673,012","",""
"AMT","AMERICAN TOWER CORP NEW","COM","03027X100","55,454","0.1%","350,552","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","55,323","0.1%","621,675","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","54,388","0.1%","1,046,321","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","53,939","0.1%","807,955","",""
"CNC","CENTENE CORP DEL","COM","15135B101","53,064","0.1%","460,222","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","52,916","0.1%","1,388,874","",""
"VFC","V F CORP","COM","918204108","52,314","0.1%","733,305","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","52,013","0.1%","446,232","",""
"MRVL","MARVELL TECHNOLOGY GROUP LTD","ORD","G5876H105","51,667","0.1%","3,191,326","",""
"NOW","SERVICENOW INC","COM","81762P102","51,013","0.1%","286,508","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","50,376","0.1%","528,499","",""
"EQIX","EQUINIX INC","COM PAR $0.001","29444U700","50,287","0.1%","142,636","",""
"GPC","GENUINE PARTS CO","COM","372460105","50,221","0.1%","523,027","",""
"MO","ALTRIA GROUP INC","COM","02209S103","50,188","0.1%","1,016,152","",""
"MLM","MARTIN MARIETTA MATLS INC","COM","573284106","49,612","0.1%","288,659","",""
"DE","DEERE & CO","COM","244199105","49,595","0.1%","332,477","",""
"QCOM","QUALCOMM INC","COM","747525103","49,522","0.1%","870,190","",""
"D","DOMINION ENERGY INC","COM","25746U109","48,741","0.1%","682,074","",""
"SCHW","SCHWAB CHARLES CORP NEW","COM","808513105","48,401","0.1%","1,165,442","",""
"USB","US BANCORP DEL","COM NEW","902973304","48,372","0.1%","1,058,456","",""
"HAL","HALLIBURTON CO","COM","406216101","47,181","0.1%","1,775,082","",""
"CHRW","C H ROBINSON WORLDWIDE INC","COM NEW","12541W209","46,176","0.1%","549,121","",""
"AGNC","AGNC INVT CORP","COM","00123Q104","45,887","0.1%","2,616,132","",""
"CME","CME GROUP INC","COM CL A","12572Q105","45,067","0.1%","239,563","",""
"GRT-UN.TO","GRANITE REAL ESTATE INVT TR","UNIT 99/99/9999","387437114","44,865","0.1%","1,151,612","",""
"A","AGILENT TECHNOLOGIES INC","COM","00846U101","44,570","0.1%","660,691","",""
"ADBE","ADOBE INC","COM","00724F101","44,367","0.1%","196,107","",""
"TSM","TAIWAN SEMICONDUCTOR MFG LTD","SPONSORED ADR","874039100","44,211","0.1%","1,197,795","",""
"NLY","ANNALY CAP MGMT INC","COM","035710409","43,628","0.1%","4,442,796","",""
"MKC","MCCORMICK & CO INC","COM NON VTG","579780206","43,448","0.1%","312,037","",""
"APC","ANADARKO PETE CORP","COM","032511107","43,075","0.1%","982,533","",""
"MGM","MGM RESORTS INTERNATIONAL","COM","552953101","43,066","0.1%","1,775,211","",""
"C","CITIGROUP INC","COM NEW","172967424","43,006","0.1%","826,101","",""
"CLX","CLOROX CO DEL","COM","189054109","42,997","0.1%","278,947","",""
"EWA","ISHARES INC","MSCI AUST ETF","464286103","42,885","0.1%","2,227,788","",""
"CAG","CONAGRA BRANDS INC","COM","205887102","42,601","0.1%","1,994,436","",""
"HXL","HEXCEL CORP NEW","COM","428291108","42,586","0.1%","742,702","",""
"AVY","AVERY DENNISON CORP","COM","053611109","42,531","0.1%","473,464","",""
"EZU","ISHARES INC","MSCI EURZONE ETF","464286608","42,423","0.1%","1,210,000","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","42,125","0.1%","158,056","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","41,646","0.1%","1,066,202","",""
"KLAC","KLA-TENCOR CORP","COM","482480100","41,612","0.1%","464,989","",""
"AFL","AFLAC INC","COM","001055102","41,194","0.1%","904,162","",""
"XLNX","XILINX INC","COM","983919101","41,120","0.1%","482,801","",""
"HUM","HUMANA INC","COM","444859102","40,933","0.1%","142,883","",""
"RGA","REINSURANCE GROUP AMER INC","COM NEW","759351604","40,116","0.1%","286,073","",""
"OLED","UNIVERSAL DISPLAY CORP","COM","91347P105","40,099","0.1%","428,543","",""
"GPN","GLOBAL PMTS INC","COM","37940X102","39,649","0.1%","384,459","",""
"WEC","WEC ENERGY GROUP INC","COM","92939U106","39,075","0.1%","564,187","",""
"WRB","W R BERKLEY CORPORATION","COM","084423102","39,000","0.1%","527,667","",""
"NVDA","NVIDIA CORP","COM","67066G104","38,930","0.1%","291,607","",""
"PH","PARKER HANNIFIN CORP","COM","701094104","38,035","0.1%","255,028","",""
"TFX","TELEFLEX INC","COM","879369106","37,776","0.1%","146,145","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","37,527","0.1%","797,266","",""
"AWK","AMERICAN WTR WKS CO INC NEW","COM","030420103","37,480","0.1%","412,916","",""
"CMI","CUMMINS INC","COM","231021106","37,458","0.1%","280,294","",""
"NVR","NVR INC","COM","62944T105","37,320","0.1%","15,314","",""
"EXC","EXELON CORP","COM","30161N101","36,892","0.1%","818,000","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","36,822","0.1%","295,879","",""
"ALXN","ALEXION PHARMACEUTICALS INC","COM","015351109","36,604","0.1%","375,970","",""
"ERF.TO","ENERPLUS CORP","COM","292766102","36,556","0.1%","4,701,332","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","36,469","0.1%","395,029","",""
"MAR","MARRIOTT INTL INC NEW","CL A","571903202","36,377","0.1%","335,091","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","35,811","0.1%","343,121","",""
"LHX","HARRIS CORP DEL","COM","413875105","35,681","0.1%","264,993","",""
"COO","COOPER COS INC","COM NEW","216648402","35,658","0.1%","140,111","",""
"HOLX","HOLOGIC INC","COM","436440101","35,504","0.1%","863,853","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","35,360","0.1%","883,347","",""
"APTV","APTIV PLC","SHS","G6095L109","35,092","0.1%","569,947","",""
"ICE","INTERCONTINENTAL EXCHANGE IN","COM","45866F104","34,976","0.1%","464,308","",""
"RBA","RITCHIE BROS AUCTIONEERS","COM","767744105","34,376","0.1%","1,051,295","",""
"MX.TO","METHANEX CORP","COM","59151K108","34,275","0.1%","712,942","",""
"SLB","SCHLUMBERGER LTD","COM","806857108","34,253","0.1%","949,360","",""
"CAT","CATERPILLAR INC DEL","COM","149123101","34,240","0.1%","269,458","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","34,240","0.1%","333,887","",""
"CINF","CINCINNATI FINL CORP","COM","172062101","34,162","0.1%","441,251","",""
"CHD","CHURCH & DWIGHT INC","COM","171340102","34,043","0.1%","517,681","",""
"SRE","SEMPRA ENERGY","COM","816851109","33,895","0.1%","313,291","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","33,847","0.1%","541,130","",""
"SPLK","SPLUNK INC","COM","848637104","33,742","0.1%","321,813","",""
"NOC","NORTHROP GRUMMAN CORP","COM","666807102","33,726","0.1%","137,715","",""
"TSLA","TESLA INC","COM","88160R101","33,639","0.1%","101,080","",""
"PBCT","PEOPLES UNITED FINANCIAL INC","COM","712704105","33,069","0.1%","2,291,697","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","33,068","0.1%","206,607","",""
"BIIB","BIOGEN INC","COM","09062X103","32,943","0.1%","109,474","",""
"AZN","ASTRAZENECA PLC","SPONSORED ADR","046353108","32,491","0.1%","855,483","",""
"BB.TO","BLACKBERRY LTD","COM","09228F103","32,182","0.1%","4,526,671","",""
"SO","SOUTHERN CO","COM","842587107","31,830","0.1%","724,717","",""
"WP","WORLDPAY INC","CL A","981558109","31,736","0.1%","415,228","",""
"CY","CYPRESS SEMICONDUCTOR CORP","COM","232806109","31,611","0.1%","2,485,179","",""
"IBN","ICICI BK LTD","ADR","45104G104","31,357","0.1%","3,047,371","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","30,589","0.1%","411,149","",""
"HRL","HORMEL FOODS CORP","COM","440452100","30,527","0.1%","715,263","",""
"ACGL","ARCH CAP GROUP LTD","ORD","G0450A105","30,434","0.1%","1,138,983","",""
"OZK","BANK OZK","COM","06417N103","30,388","0.1%","1,331,050","",""
"FTV","FORTIVE CORP","COM","34959J108","30,365","0.1%","448,788","",""
"RDS.A","ROYAL DUTCH SHELL PLC","SPONS ADR A","780259206","30,105","0.1%","516,655","",""
"K.TO","KINROSS GOLD CORP","COM NO PAR","496902404","30,044","0.1%","9,325,965","",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","COM","962879102","29,579","0.1%","1,515,927","",""
"AME","AMETEK INC NEW","COM","031100100","29,548","0.1%","436,446","",""
"BERY","BERRY GLOBAL GROUP INC","COM","08579W103","29,256","0.1%","615,528","",""
"GRSHU","GORES HOLDINGS III INC","UNIT 09/07/2024","38286G208","29,145","0.1%","2,900,000","",""
"WELL","WELLTOWER INC","COM","95040Q104","29,094","0.1%","419,163","",""
"BALL","BALL CORP","COM","058498106","28,924","0.1%","629,064","",""
"CSX","CSX CORP","COM","126408103","28,889","0.1%","464,989","",""
"XEL","XCEL ENERGY INC","COM","98389B100","28,872","0.1%","585,993","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","28,731","0.0%","226,785","",""
"COP","CONOCOPHILLIPS","COM","20825C104","28,417","0.0%","455,768","",""
"TMUS","T MOBILE US INC","COM","872590104","28,336","0.0%","445,461","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","28,070","0.0%","98,500","",""
"ORLY","O REILLY AUTOMOTIVE INC NEW","COM","67103H107","27,927","0.0%","81,105","",""
"PPL","PPL CORP","COM","69351T106","27,766","0.0%","980,100","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","27,695","0.0%","70,389","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","27,562","0.0%","579,273","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","27,488","0.0%","252,096","",""
"AEP","AMERICAN ELEC PWR INC","COM","025537101","27,481","0.0%","367,683","",""
"KEYS","KEYSIGHT TECHNOLOGIES INC","COM","49338L103","27,304","0.0%","439,822","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","26,615","0.0%","317,862","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","26,514","0.0%","218,671","",""
"PCAR","PACCAR INC","COM","693718108","26,344","0.0%","461,047","",""
"ETN","EATON CORP PLC","SHS","G29183103","25,901","0.0%","377,226","",""
"IAC","IAC INTERACTIVECORP","COM","44919P508","25,727","0.0%","140,552","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","25,701","0.0%","376,129","",""
"DTE","DTE ENERGY CO","COM","233331107","25,577","0.0%","231,889","",""
"GWW","GRAINGER W W INC","COM","384802104","25,535","0.0%","90,432","",""
"TXT","TEXTRON INC","COM","883203101","25,322","0.0%","550,596","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","25,318","0.0%","568,680","",""
"SEE","SEALED AIR CORP NEW","COM","81211K100","25,241","0.0%","724,481","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","25,137","0.0%","494,342","",""
"WCG","WELLCARE HEALTH PLANS INC","COM","94946T106","25,107","0.0%","106,347","",""
"KL","KIRKLAND LAKE GOLD LTD","COM","49741E100","24,997","0.0%","959,031","",""
"ETR","ENTERGY CORP NEW","COM","29364G103","24,890","0.0%","289,174","",""
"CCO.TO","CAMECO CORP","COM","13321L108","24,728","0.0%","2,181,724","",""
"LUMN","CENTURYLINK INC","COM","156700106","24,659","0.0%","1,627,656","",""
"PEG","PUBLIC SVC ENTERPRISE GROUP","COM","744573106","24,306","0.0%","466,981","",""
"RHT","RED HAT INC","COM","756577102","24,191","0.0%","137,729","",""
"RTN","RAYTHEON CO","COM NEW","755111507","23,937","0.0%","156,098","",""
"HLT","HILTON WORLDWIDE HLDGS INC","COM","43300A203","23,930","0.0%","333,284","",""
"PSX","PHILLIPS 66","COM","718546104","23,881","0.0%","277,204","",""
"NSC","NORFOLK SOUTHERN CORP","COM","655844108","23,742","0.0%","158,766","",""
"STN.TO","STANTEC INC","COM","85472N109","23,726","0.0%","1,083,399","",""
