Manager,Report Date,Value ($000),Shares,Option Type
"SIGNATUREFD, LLC",12/31/2024,"1,596","52,000",
"Moors & Cabot, Inc.",12/31/2024,"1,583","51,555",
JOHNSON INVESTMENT COUNSEL INC,12/31/2024,"1,484","48,331",
K.J. Harrison & Partners Inc,12/31/2024,"1,466","48,130",
"Measured Wealth Private Client Group, LLC",12/31/2024,"1,472","47,943",
"Caprock Group, LLC",12/31/2024,"1,464","47,683",
"Empowered Funds, LLC",12/31/2024,"1,459","47,518",
CITADEL ADVISORS LLC,12/31/2024,"1,437","46,799",
PRUDENTIAL PLC,12/31/2024,"1,409","45,955",
"Cresset Asset Management, LLC",12/31/2024,"1,335","43,484",
Sageworth Trust Co,12/31/2024,"1,322","43,048",
Credit Agricole S A,12/31/2024,"1,292","42,071",
Independent Advisor Alliance,12/31/2024,"1,272","41,443",
M&T BANK CORP,12/31/2024,"1,255","40,894",
HOLLENCREST CAPITAL MANAGEMENT,12/31/2024,"1,252","40,786",
"Orion Portfolio Solutions, LLC",12/31/2024,"1,252","40,782",
BARTLETT & CO. WEALTH MANAGEMENT LLC,12/31/2024,"1,241","40,423",
REGIONS FINANCIAL CORP,12/31/2024,"1,237","40,305",
"SG Americas Securities, LLC",12/31/2024,"1,237","40,276",
"Pathstone Holdings, LLC",12/31/2024,"1,216","39,621",
State of Wyoming,12/31/2024,"1,203","39,189",
Qtron Investments LLC,12/31/2024,"1,194","38,909",
TOWNSQUARE CAPITAL LLC,12/31/2024,"1,187","38,674",
"MML INVESTORS SERVICES, LLC",12/31/2024,"1,186","38,608",
"Stratos Wealth Partners, LTD.",12/31/2024,"1,178","38,373",
"Lido Advisors, LLC",12/31/2024,"1,158","37,732",
PRUDENTIAL FINANCIAL INC,12/31/2024,"1,111","36,200",
MERCER GLOBAL ADVISORS INC /ADV,12/31/2024,"1,105","35,996",
Royal Bank of Canada,12/31/2024,"1,072","34,900",call
Advisory Resource Group,12/31/2024,"1,070","34,873",
"DAYMARK WEALTH PARTNERS, LLC",12/31/2024,"1,056","34,413",
LITTLE HOUSE CAPITAL LLC,12/31/2024,"1,036","33,767",
UniSuper Management Pty Ltd,12/31/2024,"1,488","33,700",
"Kovitz Investment Group Partners, LLC",12/31/2024,"1,034","33,674",
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",12/31/2024,"1,018","33,253",
CIGNA INVESTMENTS INC /NEW,12/31/2024,"1,007","32,785",
"NewEdge Advisors, LLC",12/31/2024,988,"32,193",
"PRELUDE CAPITAL MANAGEMENT, LLC",12/31/2024,961,"31,300",
"GRIMES & COMPANY, INC.",12/31/2024,960,"31,275",
WCG Wealth Advisors LLC,12/31/2024,949,"30,903",
"HOGE FINANCIAL SERVICES, LLC",12/31/2024,948,"30,900",
Versor Investments LP,12/31/2024,942,"30,698",
Integrated Wealth Concepts LLC,12/31/2024,918,"29,912",
"Sumitomo Mitsui DS Asset Management Company, Ltd",12/31/2024,902,"29,396",
SUMITOMO LIFE INSURANCE CO,12/31/2024,902,"29,396",
Tacita Capital Inc,12/31/2024,895,"29,213",
"Callan Family Office, LLC",12/31/2024,891,"29,040",
NORDEN GROUP LLC,12/31/2024,884,"28,787",
CAPITAL FUND MANAGEMENT S.A.,12/31/2024,881,"28,700",put
"Schechter Investment Advisors, LLC",12/31/2024,880,"28,666",
Coastline Trust Co,12/31/2024,869,"28,320",
"Advisors Asset Management, Inc.",12/31/2024,859,"27,976",
BNP PARIBAS FINANCIAL MARKETS,12/31/2024,853,"27,777",
Arkadios Wealth Advisors,12/31/2024,848,"27,642",
"HB Wealth Management, LLC",12/31/2024,848,"27,620",
NWAM LLC,12/31/2024,847,"27,590",
TD PRIVATE CLIENT WEALTH LLC,12/31/2024,813,"26,476",
"One Wealth Advisors, LLC",12/31/2024,805,"26,219",
Verition Fund Management LLC,12/31/2024,803,"26,154",
PEAPACK GLADSTONE FINANCIAL CORP,12/31/2024,801,"26,077",
HUNTINGTON NATIONAL BANK,12/31/2024,799,"26,021",
Archer Investment Corp,12/31/2024,789,"25,700",
"SIGNET FINANCIAL MANAGEMENT, LLC",12/31/2024,789,"25,698",
"Gallagher Fiduciary Advisors, LLC",12/31/2024,769,"25,071",
EVERGREEN CAPITAL MANAGEMENT LLC,12/31/2024,765,"24,927",
AlphaCore Capital LLC,12/31/2024,752,"24,519",
"Legacy Wealth Asset Management, LLC",12/31/2024,744,"24,251",
"YOUSIF CAPITAL MANAGEMENT, LLC",12/31/2024,743,"24,226",
Core Alternative Capital,12/31/2024,743,"24,211",
"WMS Partners, LLC",12/31/2024,737,"24,018",
MONTAG A & ASSOCIATES INC,12/31/2024,723,"23,574",
"Atomi Financial Group, Inc.",12/31/2024,723,"23,558",
WHITTIER TRUST CO,12/31/2024,714,"23,262",
"Robertson Stephens Wealth Management, LLC",12/31/2024,708,"23,068",
PARK AVENUE SECURITIES LLC,12/31/2024,702,"22,845",
BURNEY CO/,12/31/2024,696,"22,674",
Hilltop National Bank,12/31/2024,695,"22,653",
"Kovack Advisors, Inc.",12/31/2024,695,"22,647",
"Invst, LLC",12/31/2024,686,"22,352",
FineMark National Bank & Trust,12/31/2024,677,"22,055",
WEDBUSH SECURITIES INC,12/31/2024,677,"22,031",
PFG Advisors,12/31/2024,670,"21,823",
FINANCIAL COUNSELORS INC,12/31/2024,666,"21,717",
GATEWAY INVESTMENT ADVISERS LLC,12/31/2024,659,"21,489",
&PARTNERS,12/31/2024,644,"21,006",
Wealth Alliance,12/31/2024,640,"20,856",
"Laird Norton Wetherby Wealth Management, LLC",12/31/2024,629,"20,497",
BROWN ADVISORY INC,12/31/2024,624,"20,334",
"BayBridge Capital Group, LLC",12/31/2024,619,"20,158",
BNP PARIBAS ASSET MANAGEMENT Holding S.A.,12/31/2024,594,"20,108",
BROWN BROTHERS HARRIMAN & CO,12/31/2024,603,"19,661",
CIBC Private Wealth Group LLC,12/31/2024,600,"19,595",
BLAIR WILLIAM & CO/IL,12/31/2024,598,"19,501",
"AVANTAX ADVISORY SERVICES, INC.",12/31/2024,594,"19,343",
Mediolanum International Funds Ltd,12/31/2024,589,"19,332",
Strategic Investment Advisors / MI,12/31/2024,578,"18,827",
"Savant Capital, LLC",12/31/2024,557,"18,139",
"Boothe Investment Group, Inc.",12/31/2024,536,"17,450",
"West Family Investments, Inc.",12/31/2024,535,"17,442",
Fiera Capital Corp,12/31/2024,528,"17,227",
"Wealthspire Advisors, LLC",12/31/2024,527,"17,174",
ATLAS CAPITAL ADVISORS INC.,12/31/2024,520,"16,951",
"Steward Partners Investment Advisory, LLC",12/31/2024,520,"16,948",
CRAWFORD INVESTMENT COUNSEL INC,12/31/2024,520,"16,946",
SUMMITRY LLC,12/31/2024,518,"16,869",
"NewEdge Wealth, LLC",12/31/2024,507,"16,518",
CLIFFORD SWAN INVESTMENT COUNSEL LLC,12/31/2024,503,"16,404",
Walleye Capital LLC,12/31/2024,500,"16,300",call
"PRINCIPAL SECURITIES, INC.",12/31/2024,497,"16,206",
"WOLVERINE TRADING, LLC",12/31/2024,496,"16,200",put
BRIDGES INVESTMENT MANAGEMENT INC,12/31/2024,496,"16,164",
COMMERCE BANK,12/31/2024,494,"16,106",
"Callan Capital, LLC",12/31/2024,493,"16,070",
"Checchi Capital Advisers, LLC",12/31/2024,490,"15,969",
"Schneider Downs Wealth Management Advisors, LP",12/31/2024,488,"15,894",
"Nicholas Hoffman & Company, LLC.",12/31/2024,485,"15,817",
Fayez Sarofim & Co,12/31/2024,478,"15,593",
"Beverly Hills Private Wealth, LLC",12/31/2024,477,"15,558",
CenterBook Partners LP,12/31/2024,472,"15,382",
World Investment Advisors,12/31/2024,467,"15,223",
Cassaday & Co Wealth Management LLC,12/31/2024,465,"15,160",
"FLAGSHIP HARBOR ADVISORS, LLC",12/31/2024,461,"15,039",
"Pacer Advisors, Inc.",12/31/2024,459,"14,961",
"J.W. COLE ADVISORS, INC.",12/31/2024,458,"14,939",
RESOURCES MANAGEMENT CORP /CT/ /ADV,12/31/2024,455,"14,820",
"O'ROURKE & COMPANY, Inc",12/31/2024,453,"14,760",
"Marks Group Wealth Management, Inc",12/31/2024,453,"14,759",
BOWEN HANES & CO INC,12/31/2024,451,"14,695",
"Strategic Blueprint, LLC",12/31/2024,449,"14,647",
"THOROUGHBRED FINANCIAL SERVICES, LLC",12/31/2024,448,"14,589",
Integrated Advisors Network LLC,12/31/2024,444,"14,486",
"CWM, LLC",12/31/2024,434,"14,119",
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",12/31/2024,426,"13,872",
FARMERS & MERCHANTS INVESTMENTS INC,12/31/2024,420,"13,703",
TUDOR INVESTMENT CORP ET AL,12/31/2024,417,"13,600",call
"Blue Trust, Inc.",12/31/2024,411,"13,405",
QUADRANT CAPITAL GROUP LLC,12/31/2024,410,"13,372",
"Hennion & Walsh Asset Management, Inc.",12/31/2024,409,"13,345",
"Kathmere Capital Management, LLC",12/31/2024,409,"13,340",
HighPoint Advisor Group LLC,12/31/2024,394,"13,313",
"Waverly Advisors, LLC",12/31/2024,408,"13,302",
Triumph Capital Management,12/31/2024,408,"13,297",
"BROWN, LISLE/CUMMINGS, INC.",12/31/2024,405,"13,199",
GLENMEDE TRUST CO NA,12/31/2024,404,"13,185",
"B. Riley Wealth Advisors, Inc.",12/31/2024,404,"13,168",
SVB WEALTH LLC,12/31/2024,395,"12,890",
BURKE & HERBERT BANK & TRUST CO,12/31/2024,394,"12,839",
