Company, Shareholding , EVIC, Market Closing Price, Emissions (Scope 1&2)," Total Emissions (Scope 1, 2 & 3)",Attribution Factor, Financed Emissions (Scope 1&2)," Financed Emissions (Scope 1,2&3)"
BAYTEX ENERGY CORP,"  436,299 "," $ 3,135,105,142 ", $ 4.49 ,"  1,091,032 ","  1,091,032 ",0.06%,  681.80 ,  681.80 
BERKSHIRE HATHAWAY INC-CL A,  11 ," $ 329,576,914,200 "," $ 468,711.00 ",  -   ,  -   ,0.00%,  -   ,  -   
BERKSHIRE HATHAWAY INC-CL B,"  2,029,174 "," $ 329,576,914,200 ", $ 308.90 ,  -   ,  -   ,0.19%,  -   ,  -   
BERRY CORP,"  29,425 "," $ 955,625,000 ", $ 8.00 ,  -   ,  -   ,0.02%,  -   ,  -   
BIRCHCLIFF ENERGY LTD,"  235,859 "," $ 1,960,382,990 ", $ 6.96 ,"  382,823 ","  382,823 ",0.08%,  320.78 ,  320.78 
BP PLC,"  24,797,774 "," $ 144,148,168,500 ", $ 474.90 ,"  32,500,000 ","  339,200,000 ",8.17%,"  2,655,150.23 ","  27,711,598.75 "
CANADIAN NATURAL RESOURCES,"  10,194,344 "," $ 69,780,224,625 ", $ 55.53 ,"  26,335,750 ","  150,449,750 ",0.81%,"  213,658.24 ","  1,220,577.71 "
CARLYLE GROUP INC/THE,"  8,217 "," $ 12,616,191,700 ", $ 29.84 ,"  6,012 ","  20,901 ",0.00%,  0.12 ,  0.41 
CENOVUS ENERGY INC,"  7,959,318 "," $ 42,692,149,004 ", $ 19.40 ,"  18,100,000 ","  161,700,000 ",0.36%,"  65,471.67 ","  584,904.40 "
CENTERPOINT ENERGY INC,"  1,964,247 "," $ 36,387,773,600 ", $ 29.99 ,"  4,891,379 ","  31,301,680 ",0.16%,"  7,918.60 ","  50,673.95 "
CHENIERE ENERGY INC,"  3,999,035 "," $ 66,237,180,000 ", $ 149.96 ,"  11,168,945 ","  11,168,945 ",0.91%,"  101,120.91 ","  101,120.91 "
CHESAPEAKE ENERGY CORP,"  4,908 "," $ 15,795,063,400 ", $ 94.37 ,"  1,729,353 ","  83,729,353 ",0.00%,  50.71 ,"  2,455.25 "
CHEVRON CORP,"  1,654,972 "," $ 354,191,181,400 ", $ 179.49 ,"  53,000,000 ","  645,000,000 ",0.08%,"  44,449.72 ","  540,944.71 "
CIVITAS RESOURCES INC,"  29,414 "," $ 4,581,067,200 ", $ 57.93 ,"  1,250,800 ","  1,250,800 ",0.04%,  465.24 ,  465.24 
CMS ENERGY CORP,"  236,163 "," $ 33,410,029,000 ", $ 63.33 ,"  17,687,946 ","  42,502,046 ",0.04%,"  7,918.12 ","  19,026.30 "
CONOCOPHILLIPS,"  2,275,689 "," $ 112,527,312,228 ", $ 87.15 ,"  16,014,000 ","  251,014,000 ",0.18%,"  28,224.34 ","  442,406.88 "
CONTINENTAL RESOURCES INC/OK,  -   , $ -   , $ 54.85 ,"  3,350,000 ","  3,350,000 ",,  -   ,  -   
CRESCENT ENERGY INC-A,"  14,265 "," $ 3,273,949,600 ", $ 11.99 ,"  1,981,075 ","  1,981,075 ",0.01%,  103.50 ,  103.50 
CRESCENT POINT ENERGY CORP,"  3,037,968 "," $ 4,872,505,924 ", $ 7.13 ,"  1,305,425 ","  1,305,425 ",0.44%,"  5,806.93 ","  5,806.93 "
DIAMONDBACK ENERGY INC,"  184,034 "," $ 23,169,150,950 ", $ 101.02 ,"  2,161,367 ","  47,251,969 ",0.08%,"  1,734.31 ","  37,915.55 "
DOMINION ENERGY INC,"  1,274,212 "," $ 69,988,498,518 ", $ 45.29 ,"  33,645,033 ","  62,924,334 ",0.08%,"  27,741.19 ","  51,882.72 "
DTE ENERGY COMPANY,"  724,212 "," $ 32,030,676,988 ", $ 86.80 ,"  27,278,000 ","  53,475,000 ",0.20%,"  53,536.23 ","  104,950.88 "
DUKE ENERGY CORP,"  1,038,990 "," $ 118,331,886,647 ", $ 76.06 ,"  79,220,000 ","  117,808,000 ",0.07%,"  52,908.62 ","  78,680.37 "
ECOPETROL SA,"  1,872,647 "," $ 46,821,436,789 ", $ 0.50 ,"  13,460,534 ","  166,908,534 ",0.00%,  268.38 ,"  3,327.92 "
EMERA INC,"  194,252 "," $ 25,260,232,900 ", $ 38.22 ,"  14,925,227 ","  23,735,997 ",0.03%,"  4,386.79 ","  6,976.43 "
ENBRIDGE INC,"  20,324,733 "," $ 146,572,060,272 ", $ 39.11 ,"  14,408,000 ","  68,508,602 ",0.54%,"  78,147.00 ","  371,581.17 "
ENEL SPA,"  8,400,251 "," $ 148,452,978,614 ", $ 5.40 ,"  57,089,658 ","  132,889,455 ",0.03%,"  17,439.02 ","  40,593.37 "
ENERFLEX LTD,"  154,270 "," $ 1,688,584,050 ", $ 6.31 ,"  30,700 ","  3,175,700 ",0.06%,  17.69 ,"  1,829.97 "
ENERGY TRANSFER LP,"  56,504 "," $ 73,678,255,672 ", $ 8.77 ,  -   ,  -   ,0.00%,  -   ,  -   
ENERPLUS CORP,"  1,684,102 "," $ 3,011,580,869 ", $ 17.65 ,"  962,453 ","  962,520 ",0.99%,"  9,500.32 ","  9,500.98 "
ENI SPA,"  1,391,829 "," $ 62,574,576,119 ", $ 14.26 ,"  40,182,973 ","  219,609,973 ",0.03%,"  12,744.34 ","  69,651.02 "
ENTERPRISE PRODUCTS PARTNERS,"  39,934 "," $ 82,329,849,100 ", $ 24.12 ,"  12,000,000 ","  12,000,000 ",0.00%,  140.39 ,  140.39 
EOG RESOURCES INC,"  563,791 "," $ 76,104,447,600 ", $ 129.52 ,"  5,450,443 ","  115,741,443 ",0.10%,"  5,229.70 ","  111,053.90 "
EQT CORP,"  462,345 "," $ 16,669,405,300 ", $ 33.83 ,"  702,985 ","  101,720,985 ",0.09%,  659.62 ,"  95,446.19 "
EQUINOR ASA,"  775,890 "," $ 97,317,096,800 ", $ 351.80 ,"  11,500,000 ","  254,550,000 ",0.28%,"  32,255.57 ","  713,969.97 "
EQUITRANS MIDSTREAM CORP,"  1,726,899 "," $ 10,999,079,700 ", $ 6.70 ,"  2,356,195 ","  2,356,195 ",0.11%,"  2,478.54 ","  2,478.54 "
EXXON MOBIL CORP,"  3,987,054 "," $ 474,820,600,000 ", $ 110.30 ,"  105,000,000 ","  825,000,000 ",0.09%,"  97,249.50 ","  764,103.21 "
FIRSTENERGY CORP,"  1,340,689 "," $ 46,215,171,300 ", $ 41.94 ,"  17,410,250 ","  49,240,650 ",0.12%,"  21,182.49 ","  59,909.50 "
FORTIS INC,"  2,260,746 "," $ 43,128,768,173 ", $ 40.02 ,"  8,927,000 ","  116,697,000 ",0.21%,"  18,724.76 ","  244,776.86 "
FRANCO-NEVADA CORP,"  2,939,995 "," $ 18,449,735,339 ", $ 136.32 ,  50 ,  134 ,2.17%,  1.09 ,  2.91 
FREEHOLD ROYALTIES LTD,"  90,666 "," $ 1,878,026,458 ", $ 11.69 ,  -   ,  -   ,0.06%,  -   ,  -   
GALP ENERGIA SGPS SA,"  605,791 "," $ 15,059,101,521 ", $ 13.53 ,"  3,498,017 ","  50,343,318 ",0.05%,"  1,904.38 ","  27,407.78 "
GLENCORE PLC,"  43,015,915 "," $ 107,969,709,600 ", $ 552.40 ,"  27,037,000 ","  369,137,000 ",22.01%,"  5,950,307.41 ","  81,239,731.67 "
HALLIBURTON CO,"  881,572 "," $ 42,260,700,000 ", $ 39.35 ,"  3,727,034 ","  3,904,376 ",0.08%,"  3,059.35 ","  3,204.92 "
HESS CORP,"  261,905 "," $ 50,727,002,900 ", $ 141.82 ,"  2,666,933 ","  50,912,535 ",0.07%,"  1,952.78 ","  37,279.22 "
IMPERIAL OIL LTD,"  1,423,681 "," $ 28,938,255,338 ", $ 48.71 ,"  14,930,000 ","  14,930,000 ",0.24%,"  35,776.83 ","  35,776.83 "
INFRAESTRUCTURA ENERGETICA N,  -   , $ -   , $ -   ,  -   ,  -   ,,  -   ,  -   
INTER PIPELINE LTD,  -   , $ -   , $ -   ,  -   ,  -   ,,  -   ,  -   
ITOCHU CORP,"  709,245 "," $ 75,878,056,062 ", $ 31.63 ,"  2,263,692 ","  4,731,172 ",0.03%,  669.29 ,"  1,398.83 "
KEYERA CORP,"  254,348 "," $ 7,891,236,074 ", $ 21.85 ,"  1,733,232 ","  1,735,962 ",0.07%,"  1,220.88 ","  1,222.80 "
KINDER MORGAN INC,"  3,030,408 "," $ 73,340,083,800 ", $ 18.08 ,"  18,000,000 ","  18,000,000 ",0.07%,"  13,447.16 ","  13,447.16 "
MARATHON OIL CORP,"  535,857 "," $ 22,880,310,000 ", $ 27.07 ,"  3,360,000 ","  45,410,000 ",0.06%,"  2,130.17 ","  28,789.01 "
MARATHON PETROLEUM CORP,"  465,726 "," $ 76,352,060,000 ", $ 116.39 ,"  40,400,000 ","  506,400,000 ",0.07%,"  28,681.82 ","  359,516.72 "
MEG ENERGY CORP,"  1,688,654 "," $ 5,258,470,523 ", $ 13.92 ,"  2,368,463 ","  2,384,503 ",0.45%,"  10,588.79 ","  10,660.50 "
NRG ENERGY INC,"  272,427 "," $ 15,176,632,000 ", $ 31.82 ,"  37,559,433 ","  37,561,865 ",0.06%,"  21,453.29 ","  21,454.68 "
NUVISTA ENERGY LTD,"  318,017 "," $ 2,236,125,334 ", $ 9.22 ,"  384,381 ","  755,312 ",0.13%,  503.87 ,  990.11 
OBSIDIAN ENERGY LTD,"  2,964 "," $ 717,018,885 ", $ 6.63 ,"  395,426 ","  395,426 ",0.00%,  10.84 ,  10.84 
OCCIDENTAL PETROLEUM CORP,"  683,283 "," $ 86,606,114,900 ", $ 62.99 ,"  22,500,000 ","  239,500,000 ",0.05%,"  11,181.66 ","  119,022.53 "
OGE ENERGY CORP,"  1,388,419 "," $ 12,413,210,000 ", $ 39.55 ,"  10,125,700 ","  18,749,700 ",0.44%,"  44,792.78 ","  82,942.53 "
ONEOK INC,"  987,476 "," $ 42,881,524,600 ", $ 65.70 ,"  6,600,000 ","  70,900,000 ",0.15%,"  9,985.40 ","  107,267.44 "
OVINTIV INC,"  6,221 "," $ 16,947,447,000 ", $ 50.71 ,"  3,738,714 ","  3,738,714 ",0.00%,  69.59 ,  69.59 
PAMPA ENERGIA SA-SPON ADR,  -   ," $ 762,848,269,900 ", $ 31.94 ,"  7,809,890 ","  7,809,890 ",0.00%,  -   ,  -   
PARAMOUNT RESOURCES LTD -A,"  59,223 "," $ 3,132,817,520 ", $ 21.15 ,"  560,451 ","  560,451 ",0.04%,  224.11 ,  224.11 
PARKLAND CORP,"  502,356 "," $ 8,516,333,237 ", $ 21.94 ,"  616,420 ","  616,420 ",0.13%,  797.86 ,  797.86 
PEYTO EXPLORATION & DEV CORP,"  133,925 "," $ 2,406,710,113 ", $ 10.24 ,"  713,781 ","  713,781 ",0.06%,  406.88 ,  406.88 
PEMBINA PIPELINE CORP,"  1,660,818 "," $ 28,162,846,184 ", $ 33.94 ,"  4,139,710 ","  5,873,170 ",0.20%,"  8,286.71 ","  11,756.69 "
PETROBRAS - PETROLEO BRAS-PR,"  2,847,228 "," $ 101,761,754,548 ", $ 4.64 ,"  47,902,355 ","  491,186,355 ",0.01%,"  6,214.20 ","  63,719.81 "
P G & E CORP,"  1,206,827 "," $ 85,165,383,300 ", $ 16.26 ,"  4,049,399 ","  45,554,598 ",0.02%,  933.02 ,"  10,496.26 "
PHILLIPS 66,"  444,981 "," $ 65,181,041,200 ", $ 104.08 ,"  31,200,000 ","  385,200,000 ",0.07%,"  22,168.79 ","  273,699.33 "
PIONEER NATURAL RESOURCES CO,"  407,716 "," $ 58,662,262,000 ", $ 228.39 ,"  3,350,144 ","  165,350,144 ",0.16%,"  5,317.89 ","  262,470.57 "
PLAINS ALL AMER PIPELINE LP,"  13,022 "," $ 18,928,648,900 ", $ 11.76 ,"  1,984,000 ","  1,984,000 ",0.00%,  16.05 ,  16.05 
PUBLIC SERVICE ENTERPRISE GP,"  878,724 "," $ 50,425,190,000 ", $ 61.27 ,"  2,868,611 ","  2,868,611 ",0.11%,"  3,062.84 ","  3,062.84 "
RWE AG,"  1,001,543 "," $ 33,269,047,737 ", $ 44.64 ,"  85,500,000 ","  107,600,000 ",0.13%,"  114,888.74 ","  144,585.13 "
SASOL LTD,"  288,238 "," $ 18,610,776,214 "," $ 2,185.74 ","  63,571,398 ","  101,128,398 ",3.39%,"  2,152,022.11 ","  3,423,403.52 "
SCHLUMBERGER LTD,"  1,295,593 "," $ 86,248,200,000 ", $ 53.46 ,"  1,884,000 ","  36,733,000 ",0.08%,"  1,512.96 ","  29,498.77 "
SECURE ENERGY SERVICES INC,"  238,813 "," $ 2,358,931,282 ", $ 5.19 ,"  238,196 ","  238,196 ",0.05%,  125.20 ,  125.20 
SEMPRA,"  784,778 "," $ 80,593,561,000 ", $ 77.27 ,"  7,428,409 ","  74,077,706 ",0.08%,"  5,589.25 ","  55,737.17 "
SHELL PLC,"  6,961,182 "," $ 241,953,060,700 "," $ 2,326.00 ","  59,000,000 ","  1,262,750,000 ",6.69%,"  3,948,331.33 ","  84,504,328.65 "
SOUTHERN CO/THE,"  1,413,980 "," $ 139,821,590,000 ", $ 71.41 ,"  85,111,461 ","  123,629,262 ",0.07%,"  61,463.33 ","  89,279.00 "
SOUTHWESTERN ENERGY CO,"  890,501 "," $ 10,951,595,700 ", $ 5.85 ,"  1,287,610 ","  1,287,610 ",0.05%,  612.49 ,  612.49 
SUNCOR ENERGY INC,"  18,065,340 "," $ 52,499,482,930 ", $ 31.72 ,"  34,875,881 ","  177,875,881 ",1.09%,"  380,685.58 ","  1,941,593.48 "
TAMARACK VALLEY ENERGY LTD,"  285,441 "," $ 2,723,648,190 ", $ 3.29 ,"  534,280 ","  534,280 ",0.03%,  184.44 ,  184.44 
TARGA RESOURCES CORP,"  207,964 "," $ 30,291,003,800 ", $ 73.50 ,"  11,700,000 ","  44,300,000 ",0.05%,"  5,904.02 ","  22,354.53 "
TC ENERGY CORP,"  5,037,420 "," $ 85,443,971,898 ", $ 39.87 ,"  23,246,029 ","  26,764,869 ",0.24%,"  54,638.07 ","  62,908.84 "
TECK RESOURCES LTD-CLS B,"  1,549,765 "," $ 24,523,739,981 ", $ 37.83 ,"  2,932,000 ","  72,355,000 ",0.24%,"  7,009.22 ","  172,971.37 "
TOTALENERGIES SE,"  4,127,353 "," $ 173,138,722,900 ", $ 58.65 ,"  39,360,000 ","  488,360,000 ",0.14%,"  55,030.13 ","  682,787.41 "
TOURMALINE OIL CORP,"  1,179,203 "," $ 17,554,291,766 ", $ 50.46 ,"  3,012,770 ","  3,012,770 ",0.34%,"  10,211.89 ","  10,211.89 "
TRANSALTA CORP,"  563,703 "," $ 5,629,179,237 ", $ 8.94 ,"  10,247,622 ","  13,871,592 ",0.09%,"  9,178.24 ","  12,424.04 "
VALERO ENERGY CORP,"  769,032 "," $ 56,975,238,600 ", $ 126.86 ,"  32,328,000 ","  32,328,000 ",0.17%,"  55,355.63 ","  55,355.63 "
VERMILION ENERGY INC,"  325,991 "," $ 3,716,128,766 ", $ 17.70 ,"  824,207 ","  12,506,707 ",0.16%,"  1,279.99 ","  19,422.84 "
VISTA ENERGY SAB DE CV,  -   ," $ 89,076,178 ", $ 15.86 ,  -   ,  -   ,0.00%,  -   ,  -   
VISTRA CORP,"  15,742 "," $ 23,207,313,000 ", $ 23.20 ,"  95,005,240 ","  97,366,670 ",0.00%,"  1,495.10 ","  1,532.26 "
WEC ENERGY GROUP INC,  -   ," $ 47,109,841,600 ", $ 93.76 ,"  19,102,000 ","  19,102,000 ",0.00%,  -   ,  -   
WHITECAP RESOURCES INC,"  58,708,046 "," $ 6,212,073,047 ", $ 7.93 ,"  2,057,232 ","  2,057,232 ",7.50%,"  154,218.18 ","  154,218.18 "
WILLIAMS COS INC,"  3,439,716 "," $ 65,242,200,000 ", $ 32.90 ,"  13,871,330 ","  35,989,330 ",0.17%,"  24,060.69 ","  62,425.73 "
WOODSIDE ENERGY GROUP LTD,"  4,780,053 "," $ 32,190,679,522 ", $ 24.15 ,"  9,573,200 ","  93,398,200 ",0.36%,"  34,324.02 ","  334,872.55 "
XCEL ENERGY INC,"  777,225 "," $ 64,451,914,800 ", $ 70.11 ,"  38,700,000 ","  62,960,000 ",0.08%,"  32,719.14 ","  53,229.90 "
Grand Total,"  311,149,233 ",,,,,,,
,,,,"  1,982,995,790 ","  10,055,113,056 ",,"  17,076,005.93 ","  208,299,058.42 "
,,,,,,,,
,,,,,,,"  16,322,075.00 ","  234,140,641.00 "
,,,,,,,,
,,,,,,Difference,"- 753,930.93 ","  25,841,582.58 "
