Company, Shareholding , EVIC, Market Closing Price, Emissions (Scope 1&2)," Total Emissions (Scope 1, 2 & 3)",Attribution Factor, Financed Emissions (Scope 1&2)," Financed Emissions (Scope 1,2&3)"
CIVITAS RESOURCES INC,"  119,494 "," $ 4,581,067,200 ", $ 57.93 ,"  1,250,800 ","  1,250,800 ",0.15%,"  1,890.04 ","  1,890.04 "
CMS ENERGY CORP,"  559,746 "," $ 33,410,029,000 ", $ 63.33 ,"  17,687,946 ","  42,502,046 ",0.11%,"  18,767.27 ","  45,095.53 "
CONOCOPHILLIPS,"  2,587,142 "," $ 112,527,312,228 ", $ 87.15 ,"  16,014,000 ","  251,014,000 ",0.20%,"  32,087.15 ","  502,955.12 "
CONTINENTAL RESOURCES INC/OK,  -   , $ -   , $ 54.85 ,"  3,350,000 ","  3,350,000 ",,  -   ,  -   
CRESCENT ENERGY INC-A,"  41,880 "," $ 3,273,949,600 ", $ 11.99 ,"  1,981,075 ","  1,981,075 ",0.02%,  303.85 ,  303.85 
CRESCENT POINT ENERGY CORP,"  190,436 "," $ 4,872,505,924 ", $ 7.13 ,"  1,305,425 ","  1,305,425 ",0.03%,  364.01 ,  364.01 
DIAMONDBACK ENERGY INC,"  343,424 "," $ 23,169,150,950 ", $ 101.02 ,"  2,161,367 ","  47,251,969 ",0.15%,"  3,236.37 ","  70,753.84 "
DOMINION ENERGY INC,"  1,283,644 "," $ 69,988,498,518 ", $ 45.29 ,"  33,645,033 ","  62,924,334 ",0.08%,"  27,946.54 ","  52,266.77 "
DTE ENERGY COMPANY,"  445,525 "," $ 32,030,676,988 ", $ 86.80 ,"  27,278,000 ","  53,475,000 ",0.12%,"  32,934.74 ","  64,564.30 "
DUKE ENERGY CORP,"  1,027,544 "," $ 118,331,886,647 ", $ 76.06 ,"  79,220,000 ","  117,808,000 ",0.07%,"  52,325.75 ","  77,813.59 "
ECOPETROL SA,  -   ," $ 46,821,436,789 ", $ 0.50 ,"  13,460,534 ","  166,908,534 ",0.00%,  -   ,  -   
EMERA INC,"  3,162,800 "," $ 25,260,232,900 ", $ 38.22 ,"  14,925,227 ","  23,735,997 ",0.48%,"  71,425.39 ","  113,589.76 "
ENBRIDGE INC,"  25,225,773 "," $ 146,572,060,272 ", $ 39.11 ,"  14,408,000 ","  68,508,602 ",0.67%,"  96,991.11 ","  461,183.04 "
ENEL SPA,"  15,252,771 "," $ 148,452,978,614 ", $ 5.40 ,"  57,089,658 ","  132,889,455 ",0.06%,"  31,664.93 ","  73,707.48 "
ENERFLEX LTD,"  609,812 "," $ 1,688,584,050 ", $ 6.31 ,"  30,700 ","  3,175,700 ",0.23%,  69.93 ,"  7,233.65 "
ENERGY TRANSFER LP,  -   ," $ 73,678,255,672 ", $ 8.77 ,  -   ,  -   ,0.00%,  -   ,  -   
ENERPLUS CORP,"  1,306,023 "," $ 3,011,580,869 ", $ 17.65 ,"  962,453 ","  962,520 ",0.77%,"  7,367.51 ","  7,368.02 "
ENI SPA,"  2,308,579 "," $ 62,574,576,119 ", $ 14.26 ,"  40,182,973 ","  219,609,973 ",0.05%,"  21,138.61 ","  115,527.76 "
ENTERPRISE PRODUCTS PARTNERS,"  489,396 "," $ 82,329,849,100 ", $ 24.12 ,"  12,000,000 ","  12,000,000 ",0.01%,"  1,720.53 ","  1,720.53 "
EOG RESOURCES INC,"  1,215,269 "," $ 76,104,447,600 ", $ 129.52 ,"  5,450,443 ","  115,741,443 ",0.21%,"  11,272.78 ","  239,380.14 "
EQT CORP,"  747,302 "," $ 16,669,405,300 ", $ 33.83 ,"  702,985 ","  101,720,985 ",0.15%,"  1,066.16 ","  154,272.53 "
EQUINOR ASA,"  289,894 "," $ 97,317,096,800 ", $ 351.80 ,"  11,500,000 ","  254,550,000 ",0.10%,"  12,051.57 ","  266,758.96 "
EQUITRANS MIDSTREAM CORP,"  1,197,259 "," $ 10,999,079,700 ", $ 6.70 ,"  2,356,195 ","  2,356,195 ",0.07%,"  1,718.37 ","  1,718.37 "
EXXON MOBIL CORP,"  7,274,103 "," $ 474,820,600,000 ", $ 110.30 ,"  105,000,000 ","  825,000,000 ",0.17%,"  177,424.96 ","  1,394,053.22 "
FIRSTENERGY CORP,"  922,629 "," $ 46,215,171,300 ", $ 41.94 ,"  17,410,250 ","  49,240,650 ",0.08%,"  14,577.26 ","  41,228.23 "
FORTIS INC,"  7,774,592 "," $ 43,128,768,173 ", $ 40.02 ,"  8,927,000 ","  116,697,000 ",0.72%,"  64,393.50 ","  841,775.35 "
FRANCO-NEVADA CORP,"  2,924,675 "," $ 18,449,735,339 ", $ 136.32 ,  50 ,  134 ,2.16%,  1.08 ,  2.90 
FREEHOLD ROYALTIES LTD,"  64,546 "," $ 1,878,026,458 ", $ 11.69 ,  -   ,  -   ,0.04%,  -   ,  -   
GALP ENERGIA SGPS SA,"  890,565 "," $ 15,059,101,521 ", $ 13.53 ,"  3,498,017 ","  50,343,318 ",0.08%,"  2,799.61 ","  40,291.80 "
GLENCORE PLC,"  27,587,347 "," $ 107,969,709,600 ", $ 552.40 ,"  27,037,000 ","  369,137,000 ",14.11%,"  3,816,103.76 ","  52,101,383.12 "
HALLIBURTON CO,"  1,243,968 "," $ 42,260,700,000 ", $ 39.35 ,"  3,727,034 ","  3,904,376 ",0.12%,"  4,316.99 ","  4,522.40 "
HESS CORP,"  510,118 "," $ 50,727,002,900 ", $ 141.82 ,"  2,666,933 ","  50,912,535 ",0.14%,"  3,803.48 ","  72,609.53 "
IMPERIAL OIL LTD,"  1,102,260 "," $ 28,938,255,338 ", $ 48.71 ,"  14,930,000 ","  14,930,000 ",0.19%,"  27,699.59 ","  27,699.59 "
INFRAESTRUCTURA ENERGETICA N,  -   , $ -   , $ -   ,  -   ,  -   ,,  -   ,  -   
INTER PIPELINE LTD,  -   , $ -   , $ -   ,  -   ,  -   ,,  -   ,  -   
ITOCHU CORP,"  586,083 "," $ 75,878,056,062 ", $ 31.63 ,"  2,263,692 ","  4,731,172 ",0.02%,  553.06 ,"  1,155.92 "
KEYERA CORP,"  1,475,542 "," $ 7,891,236,074 ", $ 21.85 ,"  1,733,232 ","  1,735,962 ",0.41%,"  7,082.64 ","  7,093.80 "
KINDER MORGAN INC,"  6,858,496 "," $ 73,340,083,800 ", $ 18.08 ,"  18,000,000 ","  18,000,000 ",0.17%,"  30,433.96 ","  30,433.96 "
MARATHON OIL CORP,"  780,171 "," $ 22,880,310,000 ", $ 27.07 ,"  3,360,000 ","  45,410,000 ",0.09%,"  3,101.38 ","  41,914.82 "
MARATHON PETROLEUM CORP,"  2,335,799 "," $ 76,352,060,000 ", $ 116.39 ,"  40,400,000 ","  506,400,000 ",0.36%,"  143,850.62 ","  1,803,117.69 "
MEG ENERGY CORP,"  1,921,372 "," $ 5,258,470,523 ", $ 13.92 ,"  2,368,463 ","  2,384,503 ",0.51%,"  12,048.05 ","  12,129.65 "
NRG ENERGY INC,"  1,367,810 "," $ 15,176,632,000 ", $ 31.82 ,"  37,559,433 ","  37,561,865 ",0.29%,"  107,713.36 ","  107,720.33 "
NUVISTA ENERGY LTD,"  151,990 "," $ 2,236,125,334 ", $ 9.22 ,"  384,381 ","  755,312 ",0.06%,  240.81 ,  473.20 
OBSIDIAN ENERGY LTD,"  30,163 "," $ 717,018,885 ", $ 6.63 ,"  395,426 ","  395,426 ",0.03%,  110.32 ,  110.32 
OCCIDENTAL PETROLEUM CORP,"  250,990 "," $ 86,606,114,900 ", $ 62.99 ,"  22,500,000 ","  239,500,000 ",0.02%,"  4,107.35 ","  43,720.49 "
OGE ENERGY CORP,"  321,852 "," $ 12,413,210,000 ", $ 39.55 ,"  10,125,700 ","  18,749,700 ",0.10%,"  10,383.50 ","  19,227.06 "
ONEOK INC,"  1,053,697 "," $ 42,881,524,600 ", $ 65.70 ,"  6,600,000 ","  70,900,000 ",0.16%,"  10,655.03 ","  114,460.89 "
OVINTIV INC,"  811,202 "," $ 16,947,447,000 ", $ 50.71 ,"  3,738,714 ","  3,738,714 ",0.24%,"  9,074.87 ","  9,074.87 "
PAMPA ENERGIA SA-SPON ADR,  -   ," $ 762,848,269,900 ", $ 31.94 ,"  7,809,890 ","  7,809,890 ",0.00%,  -   ,  -   
PARAMOUNT RESOURCES LTD -A,"  98,863 "," $ 3,132,817,520 ", $ 21.15 ,"  560,451 ","  560,451 ",0.07%,  374.11 ,  374.11 
PARKLAND CORP,"  1,762,167 "," $ 8,516,333,237 ", $ 21.94 ,"  616,420 ","  616,420 ",0.45%,"  2,798.73 ","  2,798.73 "
PEYTO EXPLORATION & DEV CORP,"  61,343 "," $ 2,406,710,113 ", $ 10.24 ,"  713,781 ","  713,781 ",0.03%,  186.37 ,  186.37 
PEMBINA PIPELINE CORP,"  16,080,050 "," $ 28,162,846,184 ", $ 33.94 ,"  4,139,710 ","  5,873,170 ",1.94%,"  80,232.02 ","  113,828.34 "
PETROBRAS - PETROLEO BRAS-PR,"  1,772,950 "," $ 101,761,754,548 ", $ 4.64 ,"  47,902,355 ","  491,186,355 ",0.01%,"  3,869.54 ","  39,677.90 "
P G & E CORP,"  1,927,844 "," $ 85,165,383,300 ", $ 16.26 ,"  4,049,399 ","  45,554,598 ",0.04%,"  1,490.46 ","  16,767.24 "
PHILLIPS 66,"  758,330 "," $ 65,181,041,200 ", $ 104.08 ,"  31,200,000 ","  385,200,000 ",0.12%,"  37,779.73 ","  466,434.33 "
PIONEER NATURAL RESOURCES CO,"  274,591 "," $ 58,662,262,000 ", $ 228.39 ,"  3,350,144 ","  165,350,144 ",0.11%,"  3,581.53 ","  176,770.24 "
PLAINS ALL AMER PIPELINE LP,  -   ," $ 18,928,648,900 ", $ 11.76 ,"  1,984,000 ","  1,984,000 ",0.00%,  -   ,  -   
PUBLIC SERVICE ENTERPRISE GP,"  819,966 "," $ 50,425,190,000 ", $ 61.27 ,"  2,868,611 ","  2,868,611 ",0.10%,"  2,858.04 ","  2,858.04 "
RWE AG,"  1,503,487 "," $ 33,269,047,737 ", $ 44.64 ,"  85,500,000 ","  107,600,000 ",0.20%,"  172,467.61 ","  217,046.96 "
SASOL LTD,"  48,440 "," $ 18,610,776,214 "," $ 2,185.74 ","  63,571,398 ","  101,128,398 ",0.57%,"  361,659.29 ","  575,322.01 "
SCHLUMBERGER LTD,"  7,799,102 "," $ 86,248,200,000 ", $ 53.46 ,"  1,884,000 ","  36,733,000 ",0.48%,"  9,107.61 ","  177,574.22 "
SECURE ENERGY SERVICES INC,"  8,516,336 "," $ 2,358,931,282 ", $ 5.19 ,"  238,196 ","  238,196 ",1.87%,"  4,464.93 ","  4,464.93 "
SEMPRA,"  1,900,224 "," $ 80,593,561,000 ", $ 77.27 ,"  7,428,409 ","  74,077,706 ",0.18%,"  13,533.53 ","  134,959.32 "
SHELL PLC,"  12,084,563 "," $ 241,953,060,700 "," $ 2,326.00 ","  59,000,000 ","  1,262,750,000 ",11.62%,"  6,854,275.43 ","  146,698,920.29 "
SOUTHERN CO/THE,"  2,527,554 "," $ 139,821,590,000 ", $ 71.41 ,"  85,111,461 ","  123,629,262 ",0.13%,"  109,868.52 ","  159,590.31 "
SOUTHWESTERN ENERGY CO,"  1,669,092 "," $ 10,951,595,700 ", $ 5.85 ,"  1,287,610 ","  1,287,610 ",0.09%,"  1,148.00 ","  1,148.00 "
SUNCOR ENERGY INC,"  24,907,124 "," $ 52,499,482,930 ", $ 31.72 ,"  34,875,881 ","  177,875,881 ",1.50%,"  524,860.48 ","  2,676,922.19 "
TAMARACK VALLEY ENERGY LTD,"  2,102,106 "," $ 2,723,648,190 ", $ 3.29 ,"  534,280 ","  534,280 ",0.25%,"  1,358.30 ","  1,358.30 "
TARGA RESOURCES CORP,"  503,759 "," $ 30,291,003,800 ", $ 73.50 ,"  11,700,000 ","  44,300,000 ",0.12%,"  14,301.53 ","  54,150.22 "
TC ENERGY CORP,"  22,716,068 "," $ 85,443,971,898 ", $ 39.87 ,"  23,246,029 ","  26,764,869 ",1.06%,"  246,388.45 ","  283,685.21 "
TECK RESOURCES LTD-CLS B,"  4,449,171 "," $ 24,523,739,981 ", $ 37.83 ,"  2,932,000 ","  72,355,000 ",0.69%,"  20,122.54 ","  496,578.00 "
TOTALENERGIES SE,"  3,257,477 "," $ 173,138,722,900 ", $ 58.65 ,"  39,360,000 ","  488,360,000 ",0.11%,"  43,432.04 ","  538,883.95 "
TOURMALINE OIL CORP,"  2,985,647 "," $ 17,554,291,766 ", $ 50.46 ,"  3,012,770 ","  3,012,770 ",0.86%,"  25,855.68 ","  25,855.68 "
TRANSALTA CORP,"  5,439,490 "," $ 5,629,179,237 ", $ 8.94 ,"  10,247,622 ","  13,871,592 ",0.86%,"  88,566.06 ","  119,886.56 "
VALERO ENERGY CORP,"  872,081 "," $ 56,975,238,600 ", $ 126.86 ,"  32,328,000 ","  32,328,000 ",0.19%,"  62,773.19 ","  62,773.19 "
VERMILION ENERGY INC,"  1,014,430 "," $ 3,716,128,766 ", $ 17.70 ,"  824,207 ","  12,506,707 ",0.48%,"  3,983.11 ","  60,440.67 "
VISTA ENERGY SAB DE CV,  -   ," $ 89,076,178 ", $ 15.86 ,  -   ,  -   ,0.00%,  -   ,  -   
VISTRA CORP,"  1,015,612 "," $ 23,207,313,000 ", $ 23.20 ,"  95,005,240 ","  97,366,670 ",0.10%,"  96,458.06 ","  98,855.60 "
WEC ENERGY GROUP INC,"  472,670 "," $ 47,109,841,600 ", $ 93.76 ,"  19,102,000 ","  19,102,000 ",0.09%,"  17,969.78 ","  17,969.78 "
WHITECAP RESOURCES INC,"  5,411,432 "," $ 6,212,073,047 ", $ 7.93 ,"  2,057,232 ","  2,057,232 ",0.69%,"  14,215.11 ","  14,215.11 "
WILLIAMS COS INC,"  14,129,663 "," $ 65,242,200,000 ", $ 32.90 ,"  13,871,330 ","  35,989,330 ",0.71%,"  98,836.47 ","  256,432.38 "
WOODSIDE ENERGY GROUP LTD,"  2,921,809 "," $ 32,190,679,522 ", $ 24.15 ,"  9,573,200 ","  93,398,200 ",0.22%,"  20,980.57 ","  204,690.96 "
XCEL ENERGY INC,"  815,143 "," $ 64,451,914,800 ", $ 70.11 ,"  38,700,000 ","  62,960,000 ",0.09%,"  34,315.39 ","  55,826.79 "
Grand Total,"  360,125,888 ",,,,,,,
,,,,"  1,982,995,790 ","  10,055,113,056 ",,"  16,322,075.05 ","  234,140,641.43 "
,,,,,,,,
,,,,,,,"  16,322,075.00 ","  234,140,641.00 "
,,,,,,,,
,,,,,,Difference,- 0.05 ,- 0.43 
