Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF249662 Corp-20180607,6/7/2018,TransAlta Renewables Inc,"385,325,500","385,325,500",1
LN466580 Corp-20180607,6/7/2018,TransAlta Corp,"963,313,750","963,313,750",1
BF273577 Corp-20180612,6/12/2018,Sachs Electric Co,"82,000,000","41,000,000",2
BF070305 Corp-20180612,6/12/2018,Brookfield Corp,"730,000,000","182,500,000",1
BF130777 Corp-20180615,6/15/2018,HudBay Peru SAC,"200,000,000","66,666,667",1
BF721536 Corp-20180615,6/15/2018,Hudbay Minerals Inc,"350,000,000","116,666,667",1
BF261421 Corp-20180618,6/18/2018,TAQA North Ltd,"640,000,000","640,000,000",1
BF194214 Corp-20180620,6/20/2018,Saguaro Resources Ltd,"142,799,630","142,799,630",1
BF273881 Corp-20180620,6/20/2018,Maverix Metals Inc,"50,000,000","50,000,000",1
BF274150 Corp-20180621,6/21/2018,Porterbrook Rail Finance Ltd,"1,172,465,700","106,587,791",3
BF090636 Corp-20180622,6/22/2018,Richardson International Ltd,"681,938,625","681,938,625",2
BF332960 Corp-20180622,6/22/2018,Peoples Trust Co,"225,236,100","112,618,050",1
LN470899 Corp-20180622,6/22/2018,Northland Power Inc,"938,483,750","938,483,750",2
BF275345 Corp-20180626,6/26/2018,WPT Industrial LP,"300,000,000","50,000,000",2
BF197955 Corp-20180627,6/27/2018,Stantec Inc,"833,921,631","833,921,631",3
BF651817 Corp-20180627,6/27/2018,Municipal Enterprises Ltd,"375,626,500","93,906,625",1
BF272057 Corp-20180627,6/27/2018,Celestica Inc,"800,000,000","133,333,333",2
BF049230 Corp-20180627,6/27/2018,Velvet Energy Ltd,"180,300,720","60,100,240",2
LN245811 Corp-20180628,6/28/2018,Aritzia LP,"132,041,525","132,041,525",2
BF076108 Corp-20180628,6/28/2018,Tundra Oil & Gas Ltd,"528,166,100","528,166,100",1
BF040208 Corp-20180629,6/29/2018,Goldcorp Inc,"3,000,000,000","750,000,000",1
BF820630 Corp-20180629,6/29/2018,First Capital Real Estate Investment Trust,"608,577,600","304,288,800",1
BF179565 Corp-20180705,7/5/2018,RioCan-HBC LP,"274,345,200","91,448,400",2
BF253193 Corp-20180705,7/5/2018,BURNCO Rock Products Ltd,"191,465,750","191,465,750",2
BF251074 Corp-20180709,7/9/2018,HomeEquity Bank,"91,483,320","91,483,320",1
BF276001 Corp-20180709,7/9/2018,Conifex Timber Inc,"225,000,000","56,250,000",2
LN108058 Corp-20180710,7/10/2018,Camso Inc,"350,000,000","350,000,000",1
BF278542 Corp-20180710,7/10/2018,Mav Beauty Brands Inc,"127,500,000","63,750,000",2
BF223503 Corp-20180710,7/10/2018,Ridgeback Resources Inc,"19,043,775","3,808,755",1
BF103172 Corp-20180712,7/12/2018,OMERS Realty Corp,"569,744,250","284,872,125",1
LN409461 Corp-20180713,7/13/2018,FortisBC Energy Inc,"531,628,300","531,628,300",1
LN418334 Corp-20180716,7/16/2018,Hecla Mining Co,"200,000,000","66,666,667",1
BF841937 Corp-20180725,7/25/2018,Enbridge Inc,"1,575,704,445","525,234,815",1
BF639296 Corp-20180727,7/27/2018,Dollarama Inc,"344,373,750","172,186,875",2
BF049227 Corp-20180727,7/27/2018,Ari Financial Services Inc,"38,263,750","38,263,750",1
BF277656 Corp-20180730,7/30/2018,bcIMC Realty Corp,"1,200,000,000","400,000,000",1
BF159727 Corp-20180730,7/30/2018,Cleco Corporate Holdings LLC,"100,000,000","20,000,000",1
BF801514 Corp-20180801,8/1/2018,Intact Financial Corp,"576,566,250","192,188,750",1
BF279540 Corp-20180809,8/9/2018,2131104 Alberta Ltd,"49,796,435","49,796,435",3
BF142081 Corp-20180816,8/16/2018,SmartCentres Real Estate Investment Trust,"353,318,160","176,659,080",1
BF683622 Corp-20180817,8/17/2018,Lower Mattagami Energy LP,"305,658,400","152,829,200",2
BF520280 Corp-20180823,8/23/2018,Toronto Hydro Corp,"612,487,200","612,487,200",1
BF085536 Corp-20180831,8/31/2018,CCD LP,"141,016,720","47,005,573",3
BF093419 Corp-20180905,9/5/2018,Detour Gold Corp,"300,000,000","60,000,000",1
LN382790 Corp-20180906,9/6/2018,NuVista Energy Ltd,"105,995,540","105,995,540",1
LN400133 Corp-20180913,9/13/2018,Magellan Aerospace Ltd,"57,716,700","57,716,700",1
BF782030 Corp-20180914,9/14/2018,Canadian Power Holdings Inc,"99,835,537","49,917,769",1
BF290086 Corp-20180927,9/27/2018,WCX M4-M5 Link Finco Pty Ltd,"433,272,000","72,212,000",1
BF554739 Corp-20180927,9/27/2018,Parrish & Heimbecker Ltd,"652,651,250","652,651,250",2
BF283481 Corp-20181001,10/1/2018,Northriver Midstream Finance LP,"312,375,600","52,062,600",1
BF279442 Corp-20181001,10/1/2018,Northriver Midstream Finance LP,"1,000,000,000","166,666,667",1
BF775674 Corp-20181003,10/3/2018,CI Financial Corp,"545,374,900","272,687,450",1
BF231872 Corp-20181004,10/4/2018,ECN Capital Corp,"1,400,000,000","280,000,000",1
BF060994 Corp-20181005,10/5/2018,WSP Global Inc,"1,800,000,000","600,000,001",4
BF255753 Corp-20181005,10/5/2018,CDP Financial Inc,"4,000,000,000","1,000,000,000",2
BF296782 Corp-20181010,10/10/2018,Blackstone Real Estate Partners VIII LP,"1,220,000,000","152,500,000",1
BF033964 Corp-20181010,10/10/2018,Timberwest Forest Corp,"65,405,460","32,702,730",1
LN468895 Corp-20181017,10/17/2018,BCE Inc,"3,076,604,000","615,320,800",3
LN408236 Corp-20181017,10/17/2018,Province of Quebec Canada,"3,400,000,000","1,133,333,333",1
BF083282 Corp-20181022,10/22/2018,Concentra Bank,"381,187,500","381,187,500",3
BF284750 Corp-20181023,10/23/2018,AngloGold Ashanti Holdings PLC,"1,400,000,000","116,666,667",1
BF233039 Corp-20181031,10/31/2018,Midwest Gaming Borrower LLC,"650,000,000","130,000,000",2
BF231473 Corp-20181031,10/31/2018,Tundra Energy Marketing Ltd,"494,011,050","494,011,050",2
BF285163 Corp-20181101,11/1/2018,Coast Capital Savings Federal Credit Union,"1,145,707,500","572,853,750",1
LN418334 Corp-20181101,11/1/2018,Hecla Mining Co,"50,000,000","16,666,667",1
LN318116 Corp-20181105,11/5/2018,Great Canadian Gaming Corp,"572,071,500","190,690,500",2
BF194226 Corp-20181105,11/5/2018,Kruger Trois-Rivieres LP,"105,261,156","52,630,578",3
LN353690 Corp-20181106,11/6/2018,CGI Inc,"1,141,339,500","228,267,900",1
BF110856 Corp-20181106,11/6/2018,Element Fleet Management Corp,"3,000,000,000","333,333,333",1
LN454329 Corp-20181108,11/8/2018,Enerplus Corp,"800,000,000","800,000,000",1
BF101939 Corp-20181114,11/14/2018,Flatiron Constructors Canada Ltd,"264,220,600","264,220,600",1
BF290275 Corp-20181114,11/14/2018,Ag Growth International Inc,"347,110,300","347,110,300",3
BF272057 Corp-20181114,11/14/2018,Celestica Inc,"250,000,000","41,666,667",1
BF289889 Corp-20181120,11/20/2018,M10 Inc,"450,000,000","150,000,000",3
BF175967 Corp-20181123,11/23/2018,Teck Resources Ltd,"600,000,000","120,000,000",1
BF286124 Corp-20181123,11/23/2018,Baccalieu Energy Inc,"75,739,500","75,739,500",1
BF520568 Corp-20181123,11/23/2018,Teck Resources Ltd,"4,000,000,000","2,000,000,000",1
BF655993 Corp-20181204,12/4/2018,Cogeco Communications Inc,"604,588,000","201,529,333",2
BF297821 Corp-20181206,12/6/2018,Scala Residences Inc,"152,000,000","152,000,000",1
BF283139 Corp-20181207,12/7/2018,Forest City Enterprises LLC,"1,650,000,000","165,000,000",2
BF277656 Corp-20181212,12/12/2018,bcIMC Realty Corp,"300,000,000","100,000,000",1
BF291537 Corp-20181212,12/12/2018,Koole Terminals Subholding II BV,"113,767,000","28,441,750",1
BF223503 Corp-20181214,12/14/2018,Ridgeback Resources Inc,"317,824,775","63,564,955",2
BF280471 Corp-20181218,12/18/2018,Transurban Group,"430,350,000","71,725,000",1
BF175812 Corp-20181221,12/21/2018,Natt Tools Group Inc,"210,000,000","105,000,000",3
BF232925 Corp-20181221,12/21/2018,Tervita Corp,"202,523,750","101,261,875",1
BF049277 Corp-20181221,12/21/2018,Bragg Communications Inc,"604,257,225","151,064,306",2
BF127324 Corp-20181231,12/31/2018,K2 Wind Ontario LP,"753,395,608","251,131,870",2
BF223444 Corp-20190108,1/8/2019,"Parkland Corp/Canada,Parkland Corp","1,430,808,400","715,404,200",6
BF295096 Corp-20190118,1/18/2019,DC7 LP,"165,913,880","82,956,940",1
BF238832 Corp-20190122,1/22/2019,CPPIB Capital Inc,"3,124,775,000","1,562,387,500",2
BF050304 Corp-20190123,1/23/2019,Transcontinental Inc,"1,049,684,800","524,842,400",7
BF292332 Corp-20190123,1/23/2019,Cronos Group Inc,"48,698,780","24,349,390",1
BF270421 Corp-20190124,1/24/2019,Atlantica Sustainable Infrastructure Ltd,"85,000,000","12,142,857",1
BF294267 Corp-20190125,1/25/2019,Global Renewable Power II US 1 Investco LLC,"240,000,000","240,000,000",1
BF159727 Corp-20190201,2/1/2019,Cleco Corporate Holdings LLC,"75,000,000","15,000,000",1
BF171049 Corp-20190201,2/1/2019,Pan American Silver Corp,"500,000,000","250,000,000",1
BF292992 Corp-20190201,2/1/2019,Avison Young Canada Inc,"385,000,000","128,333,333",2
BF090636 Corp-20190206,2/6/2019,Richardson International Ltd,"200,000,000","200,000,000",1
BF841937 Corp-20190207,2/7/2019,Enbridge Inc,"2,253,531,000","450,706,200",1
LN417484 Corp-20190207,2/7/2019,Enbridge Gas Inc,"751,177,000","375,588,500",1
BF523144 Corp-20190207,2/7/2019,Noverco Inc,"676,059,300","225,353,100",1
BF294059 Corp-20190213,2/13/2019,Fimc Partners LP,"67,500,000","22,500,000",2
BF293384 Corp-20190214,2/14/2019,Hexo Corp,"48,938,760","48,938,760",2
BF512730 Corp-20190221,2/21/2019,Aeroports de Montreal,"113,678,550","113,678,550",1
BF098282 Corp-20190222,2/22/2019,Hydro-Quebec,"2,000,000,000","500,000,000",1
BF291197 Corp-20190225,2/25/2019,Energy Transfer Canada ULC,"607,047,200","151,761,799",3
BF295118 Corp-20190227,2/27/2019,AltaGas Ltd,"300,000,000","100,000,000",1
BF262495 Corp-20190306,3/6/2019,Amynta Agency Borrower Inc,"125,000,000","25,000,000",1
LN389156 Corp-20190306,3/6/2019,British Columbia Ferry Services Inc,"115,324,805","115,324,805",1
BF512814 Corp-20190312,3/12/2019,Honda Canada Finance Inc,"1,196,198,400","598,099,200",2
LN395230 Corp-20190315,3/15/2019,Gildan Activewear Inc,"1,000,000,000","333,333,333",1
BF245377 Corp-20190315,3/15/2019,Champion Petfoods LP,"263,785,670","263,785,670",3
BF297250 Corp-20190315,3/15/2019,Equicapita Investment Corp,"82,513,530","82,513,530",3
BF239835 Corp-20190319,3/19/2019,Franco-Nevada Barbados Corp,"100,000,000","100,000,000",1
BF087671 Corp-20190325,3/25/2019,Canadian Canola Growers Association,"1,117,939,500","1,117,939,500",1
BF092574 Corp-20190325,3/25/2019,Franco-Nevada Corp,"1,000,000,000","500,000,000",1
BF179565 Corp-20190325,3/25/2019,RioCan-HBC LP,"78,255,765","26,085,255",1
LN096906 Corp-20190326,3/26/2019,Greater Toronto Airports Authority,"1,158,609,500","1,158,609,500",2
BF257784 Corp-20190329,3/29/2019,Suncor Energy Inc,"5,118,465,500","1,279,616,375",2
BF820630 Corp-20190331,3/31/2019,First Capital Real Estate Investment Trust,"200,000,000","100,000,000",1
BF214208 Corp-20190401,4/1/2019,Manchester Airport Group Finance Ltd,"39,357,900","4,919,738",1
BF273577 Corp-20190401,4/1/2019,Sachs Electric Co,"130,000,000","65,000,000",2
BF299774 Corp-20190402,4/2/2019,PMA Acquisition LLC,"44,000,000","22,000,000",2
BF273881 Corp-20190405,4/5/2019,Maverix Metals Inc,"75,000,000","75,000,000",1
BF139659 Corp-20190409,4/9/2019,OMERS Finance Trust,"2,814,851,250","562,970,250",1
BF297887 Corp-20190412,4/12/2019,HRA Group Holdings LTD,"73,000,000","73,000,000",1
BF298154 Corp-20190418,4/18/2019,Landmark Student Transportation LP,"160,000,000","160,000,000",1
BF050304 Corp-20190418,4/18/2019,Transcontinental Inc,"224,085,600","112,042,800",2
BF201399 Corp-20190423,4/23/2019,CYM Toronto Acquisition LP,"83,385,120","41,692,560",1
LN382790 Corp-20190430,4/30/2019,NuVista Energy Ltd,"372,821,500","372,821,500",1
BF293750 Corp-20190430,4/30/2019,Clarios Global LP,"7,142,864,850","420,168,521",3
BF161941 Corp-20190502,5/2/2019,Varsteel Ltd,"25,987,045","25,987,045",1
BF235055 Corp-20190503,5/3/2019,Great Lakes Dredge & Dock Corp,"200,000,000","40,000,000",1
BF168461 Corp-20190507,5/7/2019,Freehold Royalties Ltd,"133,621,920","133,621,920",2
BF250351 Corp-20190510,5/10/2019,Canada Goose Inc,"272,724,156","27,272,415",3
BF215950 Corp-20190510,5/10/2019,Canada Goose Inc,"260,635,900","65,158,975",1
BF119581 Corp-20190514,5/14/2019,Cardinal Energy Ltd,"241,267,975","241,267,975",2
BF194214 Corp-20190515,5/15/2019,Saguaro Resources Ltd,"126,493,260","126,493,260",1
BF215842 Corp-20190515,5/15/2019,Capstone Power Corp,"89,661,399","44,830,700",1
BF300484 Corp-20190516,5/16/2019,Franchise Group Inc,"135,000,000","45,000,000",1
BF301792 Corp-20190517,5/17/2019,Jones Energy Operating LLC,"225,000,000","75,000,000",1
BF173939 Corp-20190517,5/17/2019,Painted Pony Energy Ltd,"278,552,625","92,850,875",1
LN469985 Corp-20190517,5/17/2019,Bonterra Energy Corp,"252,554,380","252,554,380",2
BF316227 Corp-20190517,5/17/2019,One Water Street Holdings Inc,"60,315,928","60,315,928",2
BF311043 Corp-20190524,5/24/2019,1194910 BC Ltd,"149,172,201","149,172,201",2
LN404712 Corp-20190527,5/27/2019,Franchise Trust II,"520,726,500","173,575,500",1
BF286124 Corp-20190529,5/29/2019,Baccalieu Energy Inc,"73,971,900","73,971,900",1
BF194226 Corp-20190530,5/30/2019,Kruger Trois-Rivieres LP,"14,818,100","7,409,050",1
BF049230 Corp-20190531,5/31/2019,Velvet Energy Ltd,"203,348,200","67,782,734",2
BF105441 Corp-20190531,5/31/2019,Black Swan Energy Ltd,"203,348,200","203,348,200",1
BF264464 Corp-20190531,5/31/2019,Ember Resources Inc,"110,917,200","110,917,200",1
BF244653 Corp-20190603,6/3/2019,Royal Gold Inc,"1,000,000,000","333,333,333",1
BF224487 Corp-20190603,6/3/2019,Hydro One Inc,"1,707,554,500","284,592,416",2
BF303203 Corp-20190607,6/7/2019,Seaport L-4 Title Holder LLC,"435,000,000","217,500,000",1
LN470899 Corp-20190607,6/7/2019,Northland Power Inc,"753,585,000","753,585,000",1
BF070305 Corp-20190612,6/12/2019,Brookfield Corp,"690,000,000","172,500,000",1
BF291197 Corp-20190613,6/13/2019,Energy Transfer Canada ULC,"281,468,250","70,367,063",2
BF162021 Corp-20190614,6/14/2019,Pinnacle Renewable Energy Inc,"395,517,800","197,758,900",3
BF639296 Corp-20190614,6/14/2019,Dollarama Inc,"335,817,000","167,908,500",2
BF223503 Corp-20190614,6/14/2019,Ridgeback Resources Inc,"317,160,500","63,432,100",2
BF249662 Corp-20190614,6/14/2019,TransAlta Renewables Inc,"522,382,000","522,382,000",1
LN466580 Corp-20190614,6/14/2019,TransAlta Corp,"932,825,000","932,825,000",1
BF316081 Corp-20190619,6/19/2019,IMH 3250 & 3300 Bloor Ltd,"168,473,700","168,473,700",1
BF087671 Corp-20190621,6/21/2019,Canadian Canola Growers Association,"378,169,000","378,169,000",1
BF062796 Corp-20190625,6/25/2019,Canadian Natural Resources Ltd,"250,158,150","125,079,075",1
BF263333 Corp-20190625,6/25/2019,STEP Energy Services Ltd,"350,000,000","175,000,000",1
BF317624 Corp-20190625,6/25/2019,People Corp,"94,756,875","94,756,875",1
BF804204 Corp-20190626,6/26/2019,Pure Canadian Gaming Corp,"7,624,390","3,812,195",1
BF685916 Corp-20190627,6/27/2019,Husky Energy Inc,"1,526,484,000","763,242,000",1
BF314148 Corp-20190627,6/27/2019,BWCT LLC,"80,000,000","80,000,000",2
BF039177 Corp-20190627,6/27/2019,Husky Energy Inc,"1,526,484,000","763,242,000",1
BF308314 Corp-20190627,6/27/2019,EOG Resources Inc,"2,000,000,000","285,714,286",1
BF277656 Corp-20190627,6/27/2019,bcIMC Realty Corp,"1,500,000,000","500,000,000",1
BF076108 Corp-20190628,6/28/2019,Tundra Oil & Gas Ltd,"496,431,650","496,431,650",1
BF308831 Corp-20190628,6/28/2019,EL Campo Wind LLC,"284,200,000","71,050,000",2
BF244642 Corp-20190708,7/8/2019,HINES 81 Bay Street Inc,"10,271,130","10,271,130",1
BF140914 Corp-20190710,7/10/2019,Hopkins Manufacturing Corp,"25,000,000","12,500,000",2
BF314141 Corp-20190712,7/12/2019,IDI Logistics Operating Partnership LP,"1,200,000,000","400,000,000",2
BF251074 Corp-20190715,7/15/2019,HomeEquity Bank,"92,036,520","92,036,520",1
BF317705 Corp-20190719,7/19/2019,Rivers Pittsburgh Borrower LP,"475,000,000","118,750,000",2
BF197955 Corp-20190719,7/19/2019,Stantec Inc,"849,499,947","849,499,947",3
BF743058 Corp-20190719,7/19/2019,Aecon Group Inc,"459,172,200","229,586,100",1
BF315794 Corp-20190724,7/24/2019,Kingsett Real Estate Mortgage LP NO 3,"342,622,350","342,622,350",1
BF317485 Corp-20190724,7/24/2019,Noverco Inc,"1,522,766,000","507,588,667",1
BF603121 Corp-20190725,7/25/2019,Capstone Copper Corp,"300,000,000","150,000,000",1
BF318641 Corp-20190725,7/25/2019,AtkinsRealis Group Inc,"228,007,800","45,601,560",1
LN296457 Corp-20190729,7/29/2019,Harvest Operations Corp,"380,092,500","380,092,500",1
BF325112 Corp-20190731,7/31/2019,462 Developments Inc,"97,532,971","97,532,971",1
BF270421 Corp-20190802,8/2/2019,Atlantica Sustainable Infrastructure Ltd,"387,500,000","55,357,143",1
BF266833 Corp-20190806,8/6/2019,Kingsett Senior Mortgage Fund LP,"301,253,600","150,626,800",1
BF314134 Corp-20190813,8/13/2019,Laurentian Bank of Canada,"189,015,250","94,507,625",1
LN409461 Corp-20190815,8/15/2019,FortisBC Energy Inc,"525,207,900","525,207,900",1
BF683622 Corp-20190817,8/17/2019,Lower Mattagami Energy LP,"300,379,200","150,189,600",2
BF520280 Corp-20190822,8/22/2019,Toronto Hydro Corp,"601,804,800","601,804,800",1
BF230224 Corp-20190822,8/22/2019,Accel Entertainment Gaming LLC,"80,000,000","40,000,000",1
BF316745 Corp-20190829,8/29/2019,SUN Jupiter Holdings LLC,"700,000,000","233,333,333",2
BF324104 Corp-20190830,8/30/2019,Residences at Bianca Inc,"94,726,926","94,726,926",1
BF316237 Corp-20190906,9/6/2019,Ontario Gaming East LP,"98,723,040","49,361,520",1
LN468895 Corp-20190906,9/6/2019,BCE Inc,"3,037,632,000","607,526,400",3
BF325545 Corp-20190910,9/10/2019,Edenheart One LP,"74,586,232","74,586,232",2
BF273881 Corp-20190920,9/20/2019,Maverix Metals Inc,"45,000,000","22,500,000",1
BF244653 Corp-20190920,9/20/2019,Royal Gold Inc,"1,000,000,000","333,333,333",1
BF325101 Corp-20190925,9/25/2019,Widmer Residences Corp,"120,363,015","120,363,015",1
BF093419 Corp-20190925,9/25/2019,Detour Gold Corp,"400,000,000","80,000,000",1
BF163120 Corp-20190926,9/26/2019,Veresen Midstream LP,"2,095,768,704","261,971,088",2
BF325106 Corp-20190927,9/27/2019,Peter Adelaide GP Inc,"177,206,685","177,206,685",1
LN390313 Corp-20190930,9/30/2019,Canfor Corp,"75,521,000","25,173,667",1
BF142081 Corp-20190930,9/30/2019,SmartCentres Real Estate Investment Trust,"377,605,000","188,802,500",1
BF085644 Corp-20190930,9/30/2019,Canfor Pulp Ltd,"120,833,600","60,416,800",2
BF300484 Corp-20191002,10/2/2019,Franchise Group Inc,"125,000,000","62,500,000",1
BF087671 Corp-20191004,10/4/2019,Canadian Canola Growers Association,"274,005,500","274,005,500",1
BF186154 Corp-20191010,10/10/2019,Tidewater Midstream and Infrastructure Ltd,"451,691,400","225,845,700",2
BF321395 Corp-20191010,10/10/2019,BHP Group Ltd,"5,250,000,000","250,000,000",1
LN318116 Corp-20191011,10/11/2019,Great Canadian Gaming Corp,"568,725,000","189,575,000",2
BF255753 Corp-20191011,10/11/2019,CDP Financial Inc,"4,000,000,000","1,000,000,000",2
BF195236 Corp-20191011,10/11/2019,Hudson's Bay Co Ulc Co De La Baie D'hudson Sri,"1,750,000,000","250,000,000",1
BF231872 Corp-20191016,10/16/2019,ECN Capital Corp,"1,000,000,000","333,333,333",1
BF273773 Corp-20191018,10/18/2019,Student Transportation of America Holdings Inc,"612,498,286","204,166,095",3
BF083282 Corp-20191021,10/21/2019,Concentra Bank,"381,966,500","381,966,500",3
BF520568 Corp-20191022,10/22/2019,Teck Resources Ltd,"4,000,000,000","2,000,000,000",1
LN408236 Corp-20191022,10/22/2019,Province of Quebec Canada,"3,400,000,000","1,133,333,333",1
BF323406 Corp-20191023,10/23/2019,Welcome Break Group Ltd,"263,927,250","37,703,893",3
BF323203 Corp-20191025,10/25/2019,Wataynikaneyap Power LP,"520,215,640","104,043,128",1
LN400133 Corp-20191028,10/28/2019,Magellan Aerospace Ltd,"57,451,050","57,451,050",1
BF320465 Corp-20191028,10/28/2019,"Kruger Energy Chatham LP,Kruger Energy Port Alma LP","247,422,522","123,711,261",4
BF119191 Corp-20191101,11/1/2019,Consolidated Terminals LLC,"456,000,000","76,000,000",2
BF301559 Corp-20191101,11/1/2019,Buckeye Partners LP,"2,850,000,000","356,250,000",2
BF323571 Corp-20191101,11/1/2019,EIG Net Holdings III LLC,"538,100,000","179,366,667",2
BF049227 Corp-20191104,11/4/2019,Ari Financial Services Inc,"273,876,840","273,876,840",1
BF240379 Corp-20191104,11/4/2019,Tempo Acquisition LLC,"105,000,000","10,500,000",1
LN353690 Corp-20191105,11/5/2019,CGI Inc,"1,139,796,000","227,959,200",1
BF321098 Corp-20191105,11/5/2019,Exchange Income Corp,"985,850,400","328,616,800",2
LN454329 Corp-20191107,11/7/2019,Enerplus Corp,"600,000,000","600,000,000",1
