Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF273674 Corp-20180417,4/17/2018,IPL Plastics PLC,"494,212,000","247,106,000",2
LN255502 Corp-20180418,4/18/2018,"Just Energy Ontario LP,Just Energy US Corp","298,517,940","149,258,970",3
BF130690 Corp-20180418,4/18/2018,Kelt Exploration Ltd,"170,016,840","170,016,840",2
BF163120 Corp-20180420,4/20/2018,Veresen Midstream LP,"2,158,810,500","269,851,313",2
BF843395 Corp-20180424,4/24/2018,Kruger Products LP,"155,904,600","155,904,600",1
BF047166 Corp-20180425,4/25/2018,GDI Integrated Facility Services Inc,"168,784,760","168,784,760",2
BF118300 Corp-20180425,4/25/2018,Baytex Energy Corp,"388,517,000","388,517,000",2
BF804757 Corp-20180427,4/27/2018,Whitecap Resources Inc,"859,654,640","859,654,640",2
BF273781 Corp-20180427,4/27/2018,Penfund Capital Fund VI LP,"116,695,200","116,695,200",1
BF119869 Corp-20180430,4/30/2018,AtkinsRealis Group Inc,"389,862,000","129,954,000",1
BF175532 Corp-20180502,5/2/2018,Stingray Group Inc,"350,016,300","350,016,300",2
LN271481 Corp-20180502,5/2/2018,Jolina Capital Inc,"143,895,590","71,947,795",1
BF046563 Corp-20180503,5/3/2018,Alliance Pipeline LP/Canada,"155,642,000","77,821,000",1
BF046583 Corp-20180503,5/3/2018,Alliance Pipeline LP/United States,"250,000,000","125,000,000",2
BF220150 Corp-20180504,5/4/2018,Mount Bastion Oil & Gas Corp,"23,355,300","23,355,300",2
BF832106 Corp-20180508,5/8/2018,Transat AT Inc,"38,583,200","38,583,200",1
BF659406 Corp-20180509,5/9/2018,TFI International Inc,"945,004,750","945,004,750",2
BF220042 Corp-20180509,5/9/2018,ABC Technologies Inc/New York,"470,000,000","117,500,000",2
BF232264 Corp-20180509,5/9/2018,TFI International Inc,"389,132,500","194,566,250",2
BF179082 Corp-20180509,5/9/2018,Westbrick Energy Ltd,"136,196,375","136,196,375",2
BF255766 Corp-20180510,5/10/2018,Groupe Champlain Inc,"17,141,042","17,141,042",1
BF100016 Corp-20180510,5/10/2018,Teine Energy Ltd,"371,780,600","371,780,600",2
BF273554 Corp-20180510,5/10/2018,Metro Inc/CN,"391,348,000","130,449,333",3
BF085186 Corp-20180511,5/11/2018,JET Equipment & Tools Ltd,"46,095,199","46,095,199",2
BF136429 Corp-20180515,5/15/2018,Corex Resources Ltd,"124,413,440","124,413,440",2
BF288809 Corp-20180515,5/15/2018,VMC Residences III GP Inc,"110,533,566","36,844,522",1
BF273668 Corp-20180517,5/17/2018,1212771 BC Ltd,"80,000,000","80,000,000",1
BF273565 Corp-20180518,5/18/2018,Novus Energy Inc,"37,250,880","37,250,880",2
BF138353 Corp-20180523,5/23/2018,Tamarack Valley Energy Ltd,"225,044,350","225,044,350",2
BF174244 Corp-20180524,5/24/2018,Boulder Energy Ltd,"100,856,860","100,856,860",2
BF819053 Corp-20180524,5/24/2018,Surge Energy Inc,"271,537,700","271,537,700",2
BF179810 Corp-20180524,5/24/2018,La Maison Simons Inc,"124,131,520","62,065,760",3
BF247086 Corp-20180525,5/25/2018,CMLS Financial Ltd,"115,576,200","115,576,200",1
BF051337 Corp-20180528,5/28/2018,Fiera Capital Corp,"461,290,200","461,290,200",1
BF116208 Corp-20180530,5/30/2018,Open Text Corp,"1,000,000,000","71,428,571",1
BF652145 Corp-20180531,5/31/2018,Bellatrix Exploration Ltd,"77,183,100","77,183,100",2
BF252838 Corp-20180531,5/31/2018,Enercapita Energy Ltd,"77,183,100","77,183,100",2
BF273534 Corp-20180601,6/1/2018,Complexe Hotelier Massif de Charlevoix SEC,"40,126,424","40,126,424",2
BF273785 Corp-20180605,6/5/2018,HydroSolution SEC,"73,113,520","73,113,520",1
BF273236 Corp-20180614,6/14/2018,Intertape Polymer Group Inc,"600,000,000","120,000,000",2
BF275345 Corp-20180626,6/26/2018,WPT Industrial LP,"300,000,000","50,000,000",2
BF495709 Corp-20180626,6/26/2018,Essential Energy Services Ltd,"37,566,450","37,566,450",1
BF651817 Corp-20180627,6/27/2018,Municipal Enterprises Ltd,"375,626,500","93,906,625",1
BF275390 Corp-20180629,6/29/2018,Revolution Vsc LP,"418,397,100","139,465,700",1
LN327526 Corp-20180629,6/29/2018,Cascades Inc,"570,541,500","285,270,750",2
BF174247 Corp-20180703,7/3/2018,Formercs US Intermediate Holdings Inc,"95,000,000","11,875,000",1
BF260824 Corp-20180711,7/11/2018,Park Lawn Corp,"19,008,000","19,008,000",1
BF180307 Corp-20180719,7/19/2018,Penfund Capital Fund V LP,"150,645,600","150,645,600",1
BF195693 Corp-20180720,7/20/2018,First Nations Finance Authority,"19,002,225","19,002,225",1
LN469833 Corp-20180725,7/25/2018,Enbridge Pipelines Inc,"2,289,159,000","763,053,000",1
BF118536 Corp-20180727,7/27/2018,LifeWorks Inc,"382,637,500","382,637,500",1
BF141343 Corp-20180731,7/31/2018,McInnis Cement Inc,"73,025,835","73,025,835",2
BF843371 Corp-20180731,7/31/2018,Sollio Groupe Cooperatif,"768,693,000","384,346,500",1
BF174624 Corp-20180731,7/31/2018,Aspenleaf Energy Ltd,"288,259,875","144,129,937",2
BF801514 Corp-20180801,8/1/2018,Intact Financial Corp,"576,566,250","192,188,750",1
LN377167 Corp-20180801,8/1/2018,Algonquin Power Co,"500,000,000","500,000,000",1
BF281257 Corp-20180808,8/8/2018,Ellisdon Infrastructure Wphc GP,"105,431,076","52,715,538",1
BF281267 Corp-20180809,8/9/2018,Biron Health Group Inc,"53,626,930","53,626,930",2
BF281265 Corp-20180813,8/13/2018,Crius Energy Holdings LLC,"110,000,000","55,000,000",1
BF112164 Corp-20180824,8/24/2018,Penfund Capital Fund IV LP,"38,402,900","38,402,900",1
BF652137 Corp-20180830,8/30/2018,MCAP Service Corp,"693,176,400","346,588,200",2
BF279685 Corp-20180831,8/31/2018,Medical Facilities Corp,"150,000,000","150,000,000",1
BF281247 Corp-20180904,9/4/2018,Triple Flag Precious Metals Corp,"200,000,000","100,000,000",1
BF740606 Corp-20180904,9/4/2018,Uni-Select Inc,"625,000,000","625,000,000",1
BF186154 Corp-20180911,9/11/2018,Tidewater Midstream and Infrastructure Ltd,"247,450,450","247,450,450",2
BF652145 Corp-20180911,9/11/2018,Bellatrix Exploration Ltd,"72,331,670","72,331,670",2
BF200333 Corp-20180912,9/12/2018,TMX Group Ltd,"384,782,500","128,260,833",1
BF180787 Corp-20180914,9/14/2018,Macro Enterprises Inc,"11,501,790","5,750,895",1
BF038822 Corp-20180919,9/19/2018,Metro Inc/CN,"463,809,600","115,952,400",1
BF276145 Corp-20180920,9/20/2018,Atlantic Gold Corp,"116,180,400","116,180,400",1
LN454189 Corp-20180924,9/24/2018,Heroux-Devtek Inc,"38,622,700","38,622,700",1
BF118281 Corp-20180930,9/30/2018,New Look Vision Group Inc /old,"107,671,965","107,671,965",2
BF255766 Corp-20181001,10/1/2018,Groupe Champlain Inc,"59,100,456","59,100,456",4
BF159825 Corp-20181001,10/1/2018,OR Royalties Inc,"350,000,000","350,000,000",1
BF231872 Corp-20181004,10/4/2018,ECN Capital Corp,"1,400,000,000","280,000,000",1
BF060994 Corp-20181005,10/5/2018,WSP Global Inc,"1,800,000,000","600,000,001",4
BF255753 Corp-20181005,10/5/2018,CDP Financial Inc,"4,000,000,000","1,000,000,000",2
BF247354 Corp-20181009,10/9/2018,AGF Steel Inc,"127,319,775","127,319,775",3
BF195693 Corp-20181009,10/9/2018,First Nations Finance Authority,"169,759,700","169,759,700",1
BF247769 Corp-20181012,10/12/2018,Lumenpulse Inc,"14,375,644","14,375,644",1
BF828233 Corp-20181018,10/18/2018,Tafisa Canada Inc,"84,225,020","42,112,510",1
BF284613 Corp-20181022,10/22/2018,BluEarth Renewables Inc,"114,356,250","114,356,250",1
BF819053 Corp-20181024,10/24/2018,Surge Energy Inc,"153,962,200","153,962,200",2
BF284608 Corp-20181024,10/24/2018,EBI Operation Inc,"84,679,210","84,679,210",1
BF273668 Corp-20181024,10/24/2018,1212771 BC Ltd,"200,000,000","200,000,000",1
BF284356 Corp-20181025,10/25/2018,NFI Group Inc,"1,000,000,000","333,333,333",1
BF284610 Corp-20181030,10/30/2018,Meridian Onecap Credit Corp,"76,098,600","76,098,600",1
BF229561 Corp-20181031,10/31/2018,Metro Supply Chain Group Inc,"121,602,720","121,602,720",1
BF288201 Corp-20181031,10/31/2018,2659168 Ontario Ltd,"68,690,510","34,345,256",3
BF194226 Corp-20181105,11/5/2018,Kruger Trois-Rivieres LP,"105,261,156","52,630,578",3
LN353690 Corp-20181106,11/6/2018,CGI Inc,"1,141,339,500","228,267,900",1
BF110856 Corp-20181106,11/6/2018,Element Fleet Management Corp,"3,000,000,000","333,333,333",1
BF130690 Corp-20181108,11/8/2018,Kelt Exploration Ltd,"26,699,820","22,885,560",1
BF046533 Corp-20181109,11/9/2018,Alimentation Couche-Tard Inc,"2,525,000,000","2,525,000,000",1
BF071730 Corp-20181115,11/15/2018,Saputo Inc,"500,000,000","250,000,000",1
BF194059 Corp-20181115,11/15/2018,IAMGOLD Corp,"500,000,000","250,000,000",1
BF179554 Corp-20181115,11/15/2018,G Adventures Inc/Canada,"48,699,584","48,699,584",5
BF194202 Corp-20181121,11/21/2018,Intelerad Medical Systems Inc,"90,000,000","90,000,000",2
BF252842 Corp-20181123,11/23/2018,North American Construction Group Ltd,"227,218,500","227,218,500",1
BF557927 Corp-20181126,11/26/2018,Videotron Ltd,"1,133,175,000","377,725,000",1
BF191242 Corp-20181126,11/26/2018,Pelican International Inc,"49,104,250","49,104,250",1
BF652145 Corp-20181130,11/30/2018,Bellatrix Exploration Ltd,"71,406,845","71,406,845",2
BF328526 Corp-20181130,11/30/2018,Sollio Groupe Cooperatif,"150,330,200","75,165,100",1
BF142331 Corp-20181130,11/30/2018,Niobec Inc,"375,000,000","187,500,000",1
BF260809 Corp-20181204,12/4/2018,Steel Reef Infrastructure Corp,"75,573,500","75,573,500",2
BF655993 Corp-20181204,12/4/2018,Cogeco Communications Inc,"604,588,000","201,529,333",2
BF255762 Corp-20181205,12/5/2018,Cie D'arrimage de Quebec Ltee,"74,822,600","74,822,600",1
BF289917 Corp-20181207,12/7/2018,SparkleLight LP,"47,608,730","47,608,730",2
BF289921 Corp-20181207,12/7/2018,Goodlight LP,"47,502,102","47,502,102",2
BF289925 Corp-20181207,12/7/2018,LunarLight LP,"49,372,280","49,372,280",2
BF260817 Corp-20181210,12/10/2018,Meritage Midstream ULC,"14,190,378","7,095,189",1
BF804757 Corp-20181211,12/11/2018,Whitecap Resources Inc,"876,597,000","876,597,000",2
BF196663 Corp-20181212,12/12/2018,Oceanex Inc,"165,045,540","165,045,540",1
BF290399 Corp-20181213,12/13/2018,Screo I Windsor LP,"100,372,968","100,372,968",2
LN395350 Corp-20181213,12/13/2018,Keyera Partnership,"1,123,578,000","374,526,000",1
BF290371 Corp-20181213,12/13/2018,2153125 Alberta Ltd,"37,452,600","37,452,600",2
BF290410 Corp-20181213,12/13/2018,SCREO I Dixie Outlet Mall LP,"106,365,384","106,365,384",2
BF484351 Corp-20181219,12/19/2018,Innergex Renewable Energy Inc,"520,508,100","173,502,700",3
LN425108 Corp-20181219,12/19/2018,Constellation Software Inc/Canada,"700,000,000","233,333,333",1
BF293787 Corp-20181220,12/20/2018,Glpl Finco Inc,"80,875,070","20,218,768",2
BF293794 Corp-20181220,12/20/2018,Glpl Finco 2 Inc,"40,437,534","10,109,383",2
BF290394 Corp-20181220,12/20/2018,Invesque US Holdings Inc,"400,000,000","133,333,334",2
BF290426 Corp-20181220,12/20/2018,MPT Finco Inc,"113,915,494","28,478,873",2
BF289913 Corp-20181221,12/21/2018,Little Creek LP,"35,963,932","35,963,932",2
LN327526 Corp-20181221,12/21/2018,Cascades Inc,"175,000,000","87,500,000",1
BF100485 Corp-20181221,12/21/2018,Pomerleau Inc,"88,374,000","88,374,000",2
BF127324 Corp-20181231,12/31/2018,K2 Wind Ontario LP,"753,395,608","251,131,870",2
BF285258 Corp-20190104,1/4/2019,Pipestone Energy Corp,"148,134,396","148,134,396",3
BF223444 Corp-20190108,1/8/2019,"Parkland Corp/Canada,Parkland Corp","1,430,808,400","715,404,200",6
BF296519 Corp-20190111,1/11/2019,Fengate Core Infrastructure Fund III International LP,"81,750,000","81,750,000",1
BF260824 Corp-20190118,1/18/2019,Park Lawn Corp,"131,976,950","131,976,950",1
BF273781 Corp-20190121,1/21/2019,Penfund Capital Fund VI LP,"234,968,438","234,968,438",1
BF296509 Corp-20190128,1/28/2019,Tour Des Canadiens 3 SEC,"115,287,751","115,287,751",2
BF296025 Corp-20190131,1/31/2019,NAPEC Inc/Canada,"127,375,000","127,375,000",2
BF232264 Corp-20190201,2/1/2019,TFI International Inc,"439,547,250","219,773,625",2
BF296493 Corp-20190201,2/1/2019,Campus Energy Partners LP,"91,731,600","45,865,800",2
BF659406 Corp-20190201,2/1/2019,TFI International Inc,"929,094,500","929,094,500",2
BF523144 Corp-20190207,2/7/2019,Noverco Inc,"676,059,300","225,353,100",1
BF296020 Corp-20190212,2/12/2019,Sune Solar Spirit LP,"55,112,366","55,112,366",2
BF051572 Corp-20190213,2/13/2019,TVA Group Inc,"153,696,624","76,848,312",2
BF239671 Corp-20190214,2/14/2019,2208768 Canada Inc,"113,808,977","54,404,488",3
BF298676 Corp-20190221,2/21/2019,Saputo Foods Ltd,"1,649,231,100","824,615,550",3
BF296009 Corp-20190226,2/26/2019,Syntax Systems Ltd,"300,000,000","300,000,000",2
BF295767 Corp-20190311,3/11/2019,Goldcorp Inc,"400,000,000","400,000,000",1
LN424215 Corp-20190313,3/13/2019,Mattr Corp,"500,000,000","250,000,000",2
BF273674 Corp-20190313,3/13/2019,IPL Plastics PLC,"101,725,200","50,862,600",1
BF295803 Corp-20190313,3/13/2019,Fengate Core Infrastructure Fund III LP,"142,632,430","142,632,430",1
BF195850 Corp-20190314,3/14/2019,Stream Asset Financial Brunswick LP,"22,841,398","22,841,398",1
BF299677 Corp-20190325,3/25/2019,Raymond Chabot Grant Thornton Administration SENC,"111,793,950","55,896,975",1
BF186154 Corp-20190329,3/29/2019,Tidewater Midstream and Infrastructure Ltd,"18,703,325","18,703,325",1
BF308620 Corp-20190329,3/29/2019,Mevotech LP,"62,600,000","62,600,000",2
BF130690 Corp-20190329,3/29/2019,Kelt Exploration Ltd,"235,661,895","235,661,895",2
BF051566 Corp-20190401,4/1/2019,Energir Inc,"600,496,800","200,165,600",1
BF812429 Corp-20190410,4/10/2019,Bombardier Inc,"758,000,000","151,600,000",2
BF047166 Corp-20190415,4/15/2019,GDI Integrated Facility Services Inc,"164,687,380","164,687,380",2
BF273764 Corp-20190418,4/18/2019,Savaria Corp,"119,512,320","119,512,320",2
BF256528 Corp-20190429,4/29/2019,Secure Waste Infrastructure Corp,"446,335,800","223,167,901",2
BF046038 Corp-20190430,4/30/2019,Lallemand Inc,"170,000,000","170,000,000",3
BF052808 Corp-20190430,4/30/2019,Groupe Robert Inc,"85,748,945","85,748,945",1
BF252819 Corp-20190501,5/1/2019,APP Group Canada Inc,"18,619,675","9,309,837",1
BF273668 Corp-20190506,5/6/2019,1212771 BC Ltd,"100,000,000","100,000,000",1
BF261150 Corp-20190507,5/7/2019,Exceldor Cooperative,"167,027,400","167,027,400",2
BF175509 Corp-20190508,5/8/2019,Bull Creek Wind Power LP,"75,146,730","74,404,100",3
BF179082 Corp-20190510,5/10/2019,Westbrick Energy Ltd,"130,317,950","130,317,950",2
BF100016 Corp-20190513,5/13/2019,Teine Energy Ltd,"352,480,875","352,480,875",2
BF033120 Corp-20190513,5/13/2019,Eldorado Gold Corp,"450,000,000","150,000,000",2
BF300736 Corp-20190515,5/15/2019,Artis Exploration Ltd,"133,934,040","133,934,040",2
BF296519 Corp-20190516,5/16/2019,Fengate Core Infrastructure Fund III International LP,"138,250,000","138,250,000",1
BF300640 Corp-20190524,5/24/2019,Jolina Capital Inc,"100,440,135","50,220,068",1
BF247086 Corp-20190524,5/24/2019,CMLS Financial Ltd,"70,680,095","70,680,095",1
BF804757 Corp-20190528,5/28/2019,Whitecap Resources Inc,"871,058,050","871,058,050",2
BF136429 Corp-20190530,5/30/2019,Corex Resources Ltd,"118,544,800","118,544,800",2
BF194226 Corp-20190530,5/30/2019,Kruger Trois-Rivieres LP,"14,818,100","7,409,050",1
BF237620 Corp-20190530,5/30/2019,Screo I Calgary Office LP,"81,499,550","40,749,775",2
LN327526 Corp-20190531,5/31/2019,Cascades Inc,"554,586,000","277,293,000",2
BF308236 Corp-20190531,5/31/2019,Glass US Acquisico Inc,"125,000,000","125,000,000",3
BF224487 Corp-20190603,6/3/2019,Hydro One Inc,"1,707,554,500","284,592,416",2
BF652145 Corp-20190604,6/4/2019,Bellatrix Exploration Ltd,"67,124,070","67,124,070",2
BF308620 Corp-20190604,6/4/2019,Mevotech LP,"50,000,000","72,600,000",2
BF138353 Corp-20190611,6/11/2019,Tamarack Valley Energy Ltd,"263,319,350","263,319,350",2
BF308685 Corp-20190612,6/12/2019,Homer Street Office Properties Inc,"191,578,695","191,578,695",2
BF252838 Corp-20190613,6/13/2019,Enercapita Energy Ltd,"90,069,840","90,069,840",2
BF232264 Corp-20190627,6/27/2019,TFI International Inc,"438,864,150","219,432,075",2
BF659406 Corp-20190627,6/27/2019,TFI International Inc,"927,728,300","927,728,300",2
BF199729 Corp-20190627,6/27/2019,Boralex Inc,"389,253,420","389,253,420",2
BF819053 Corp-20190628,6/28/2019,Surge Energy Inc,"381,870,500","381,870,500",2
BF262102 Corp-20190628,6/28/2019,Deschenes Group Inc,"240,578,415","120,289,207",2
BF309515 Corp-20190629,6/29/2019,Estruxture Data Centers Inc,"91,329,720","45,664,860",1
BF311283 Corp-20190703,7/3/2019,Hypertec Group Inc,"165,262,032","82,631,016",3
BF174244 Corp-20190708,7/8/2019,Boulder Energy Ltd,"91,688,760","91,688,760",2
BF275937 Corp-20190709,7/9/2019,Northland Power Inc,"76,176,000","76,176,000",1
BF069771 Corp-20190717,7/17/2019,Romspen Mortgage LP,"306,724,800","306,724,800",1
BF174624 Corp-20190717,7/17/2019,Aspenleaf Energy Ltd,"287,554,500","143,777,250",2
BF273236 Corp-20190717,7/17/2019,Intertape Polymer Group Inc,"590,000,000","118,000,000",2
BF175532 Corp-20190722,7/22/2019,Stingray Group Inc,"228,825,000","228,825,000",1
LN469833 Corp-20190723,7/23/2019,Enbridge Pipelines Inc,"2,283,906,000","761,302,000",1
BF137436 Corp-20190723,7/23/2019,Cominar Real Estate Investment Trust,"304,520,800","152,260,400",1
BF317485 Corp-20190724,7/24/2019,Noverco Inc,"1,522,766,000","507,588,667",1
BF318641 Corp-20190725,7/25/2019,AtkinsRealis Group Inc,"228,007,800","45,601,560",1
BF195850 Corp-20190730,7/30/2019,Stream Asset Financial Brunswick LP,"21,563,836","21,563,836",1
BF312128 Corp-20190801,8/1/2019,NCP CSV Holdings LP,"250,276,950","83,425,650",3
BF284356 Corp-20190802,8/2/2019,NFI Group Inc,"1,250,000,000","416,666,667",1
BF315778 Corp-20190813,8/13/2019,Inter Pipeline Ltd,"378,030,500","189,015,250",1
BF180307 Corp-20190815,8/15/2019,Penfund Capital Fund V LP,"112,544,550","112,544,550",1
BF112164 Corp-20190815,8/15/2019,Penfund Capital Fund IV LP,"18,757,425","18,757,425",1
BF317935 Corp-20190826,8/26/2019,140 Yorkville Corp,"75,395,700","37,697,850",2
BF318640 Corp-20190828,8/28/2019,Allied Energy Corp/CA,"56,424,525","28,212,262",2
BF843371 Corp-20190830,8/30/2019,Sollio Groupe Cooperatif,"751,801,000","375,900,500",1
BF281247 Corp-20190830,8/30/2019,Triple Flag Precious Metals Corp,"200,000,000","100,000,000",1
BF328526 Corp-20190830,8/30/2019,Sollio Groupe Cooperatif,"150,360,200","75,180,100",1
BF315992 Corp-20190905,9/5/2019,1185-9576 Quebec Inc,"124,665,255","124,665,255",2
BF300640 Corp-20190910,9/10/2019,Jolina Capital Inc,"76,108,400","38,054,200",1
BF843395 Corp-20190919,9/19/2019,Kruger Products LP,"188,701,250","188,701,250",1
BF159825 Corp-20190919,9/19/2019,OR Royalties Inc,"400,000,000","400,000,000",1
BF295803 Corp-20190919,9/19/2019,Fengate Core Infrastructure Fund III LP,"143,412,950","143,412,950",1
BF273881 Corp-20190920,9/20/2019,Maverix Metals Inc,"45,000,000","22,500,000",1
BF317069 Corp-20190920,9/20/2019,Cominar Real Estate Investment Trust,"226,029,600","113,014,800",1
BF223093 Corp-20190923,9/23/2019,MTY Food Group Inc,"527,336,600","263,668,300",1
BF143087 Corp-20190926,9/26/2019,CAGB Properties Montreal Ltd,"150,688,000","150,688,000",1
BF163120 Corp-20190926,9/26/2019,Veresen Midstream LP,"2,095,768,704","261,971,088",2
BF255762 Corp-20190927,9/27/2019,Cie D'arrimage de Quebec Ltee,"75,407,100","75,407,100",1
BF320748 Corp-20190927,9/27/2019,Wesdome Gold Mines Ltd,"33,933,195","33,933,195",1
BF318206 Corp-20190927,9/27/2019,SAF Crossbow LP,"17,494,447","17,494,447",1
BF118281 Corp-20190930,9/30/2019,New Look Vision Group Inc /old,"95,156,460","95,156,460",2
BF229561 Corp-20190930,9/30/2019,Metro Supply Chain Group Inc,"11,328,150","11,328,150",1
BF247354 Corp-20191001,10/1/2019,AGF Steel Inc,"132,390,126","132,390,126",3
BF195693 Corp-20191007,10/7/2019,First Nations Finance Authority,"165,259,380","165,259,380",1
BF186154 Corp-20191010,10/10/2019,Tidewater Midstream and Infrastructure Ltd,"451,691,400","225,845,700",2
BF038822 Corp-20191010,10/10/2019,Metro Inc/CN,"451,691,400","112,922,850",1
BF255753 Corp-20191011,10/11/2019,CDP Financial Inc,"4,000,000,000","1,000,000,000",2
BF231872 Corp-20191016,10/16/2019,ECN Capital Corp,"1,000,000,000","333,333,333",1
BF468461 Corp-20191017,10/17/2019,Mobilinx Hurontario GP,"371,334,319","92,833,580",1
BF247086 Corp-20191022,10/22/2019,CMLS Financial Ltd,"45,861,060","45,861,060",1
BF199729 Corp-20191022,10/22/2019,Boralex Inc,"76,435,100","76,435,100",1
BF323203 Corp-20191025,10/25/2019,Wataynikaneyap Power LP,"520,215,640","104,043,128",1
BF261150 Corp-20191028,10/28/2019,Exceldor Cooperative,"26,810,490","26,810,490",2
BF046533 Corp-20191030,10/30/2019,Alimentation Couche-Tard Inc,"2,525,000,000","2,525,000,000",1
BF284610 Corp-20191031,10/31/2019,Meridian Onecap Credit Corp,"54,701,280","54,701,280",1
BF118536 Corp-20191105,11/5/2019,LifeWorks Inc,"75,986,400","75,986,400",1
LN353690 Corp-20191105,11/5/2019,CGI Inc,"1,139,796,000","227,959,200",1
BF321098 Corp-20191105,11/5/2019,Exchange Income Corp,"985,850,400","328,616,800",2
BF130690 Corp-20191107,11/7/2019,Kelt Exploration Ltd,"26,562,340","26,562,340",1
BF071730 Corp-20191112,11/12/2019,Saputo Inc,"1,000,000,000","500,000,000",1
BF142331 Corp-20191122,11/22/2019,Niobec Inc,"375,000,000","187,500,000",1
BF260824 Corp-20191122,11/22/2019,Park Lawn Corp,"188,013,750","188,013,750",1
BF801514 Corp-20191126,11/26/2019,Intact Financial Corp,"564,895,500","188,298,500",1
BF325689 Corp-20191127,11/27/2019,EXFO Inc,"52,694,950","52,694,950",1
BF174244 Corp-20191202,12/2/2019,Boulder Energy Ltd,"90,234,000","90,234,000",2
LN454189 Corp-20191205,12/5/2019,Heroux-Devtek Inc,"189,731,750","189,731,750",1
BF324112 Corp-20191206,12/6/2019,South Kent Wind LP,"728,518,523","364,259,261",3
BF324414 Corp-20191206,12/6/2019,Grand Renewable Wind LP,"348,002,490","116,000,830",4
BF655993 Corp-20191206,12/6/2019,Cogeco Communications Inc,"565,653,750","188,551,250",1
BF046583 Corp-20191210,12/10/2019,Alliance Pipeline LP/United States,"250,000,000","125,000,000",2
BF046563 Corp-20191210,12/10/2019,Alliance Pipeline LP/Canada,"226,661,400","113,330,700",1
BF110856 Corp-20191211,12/11/2019,Element Fleet Management Corp,"2,250,000,000","281,250,000",1
LN395350 Corp-20191211,12/11/2019,Keyera Partnership,"1,137,466,500","379,155,500",1
BF285258 Corp-20191212,12/12/2019,Pipestone Energy Corp,"170,656,200","170,656,200",3
BF300736 Corp-20191212,12/12/2019,Artis Exploration Ltd,"37,923,600","37,923,600",1
LN425108 Corp-20191213,12/13/2019,Constellation Software Inc/Canada,"700,000,000","233,333,333",1
BF247759 Corp-20191218,12/18/2019,Groupe Lou-Tec Inc,"95,290,375","95,290,375",1
BF281267 Corp-20191220,12/20/2019,Biron Health Group Inc,"27,346,572","7,596,270",1
BF327480 Corp-20191223,12/23/2019,Brookfield Power US Holding America Co,"114,033,300","38,011,100",1
BF232264 Corp-20191227,12/27/2019,TFI International Inc,"26,775,700","13,387,850",1
BF327840 Corp-20191230,12/30/2019,St Columban Wind GP Inc,"115,962,340","115,962,340",3
BF327178 Corp-20200106,1/6/2020,Sollio Groupe Cooperatif,"154,256,200","77,128,100",1
BF843371 Corp-20200106,1/6/2020,Sollio Groupe Cooperatif,"269,948,350","134,974,175",1
BF047166 Corp-20200115,1/15/2020,GDI Integrated Facility Services Inc,"71,019,340","71,019,340",2
BF334408 Corp-20200116,1/16/2020,Sagen MI Canada Inc,"230,034,000","46,006,800",1
BF260809 Corp-20200120,1/20/2020,Steel Reef Infrastructure Corp,"344,811,600","114,937,200",3
BF652137 Corp-20200130,1/30/2020,MCAP Service Corp,"680,835,600","340,417,800",2
BF060994 Corp-20200131,1/31/2020,WSP Global Inc,"1,800,000,000","600,000,001",4
