Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF265017 Corp-20180201,2/1/2018,Granite REIT Holdings LP,"406,853,000","406,853,000",2
BF248202 Corp-20180201,2/1/2018,US Anesthesia Partners Inc,"190,000,000","27,142,857",1
BF500168 Corp-20180201,2/1/2018,Linamar Corp,"1,912,209,100","637,403,033",2
BF196338 Corp-20180202,2/2/2018,Excel Fitness Holdings Inc,"114,200,000","57,100,000",3
BF255172 Corp-20180206,2/6/2018,TerraForm Power Operating LLC,"150,000,000","25,000,000",1
BF263714 Corp-20180207,2/7/2018,Resonetics LLC,"87,000,000","21,750,000",2
BF056552 Corp-20180207,2/7/2018,Air Lease Corp,"25,000,000","1,666,667",1
BF184539 Corp-20180208,2/8/2018,Anywhere Real Estate Group LLC,"750,000,000","53,571,429",1
LN324746 Corp-20180208,2/8/2018,Anywhere Real Estate Group LLC,"2,480,000,000","177,142,857",2
BF265030 Corp-20180208,2/8/2018,Red Card Holdings LLC,"150,000,000","50,000,000",2
BF264466 Corp-20180208,2/8/2018,Colas Canada Inc,"1,100,000,000","220,000,000",2
BF229752 Corp-20180209,2/9/2018,Mastronardi Produce Ltd,"7,500,000","2,500,000",1
BF099761 Corp-20180214,2/14/2018,Spin Holdco Inc,"1,558,170,000","311,634,000",1
BF169231 Corp-20180215,2/15/2018,JR Technology Group LLC,"231,800,000","77,266,666",4
BF180223 Corp-20180215,2/15/2018,Ichor Systems Inc,"300,000,000","100,000,000",2
BF274863 Corp-20180215,2/15/2018,Cary Senior Housing I Propco LLC,"70,000,000","70,000,000",1
BF141884 Corp-20180215,2/15/2018,Enven Energy Ventures LLC,"95,000,000","95,000,000",1
BF267068 Corp-20180215,2/15/2018,Petronas Energy Canada Ltd,"39,971,050","19,985,525",2
BF172052 Corp-20180216,2/16/2018,Horizon Global Corp,"385,000,000","96,250,000",1
BF273920 Corp-20180221,2/21/2018,Trinity Partners LLC,"45,000,000","22,500,000",2
BF199844 Corp-20180221,2/21/2018,Argonaut Gold Inc,"50,000,000","50,000,000",1
BF137378 Corp-20180221,2/21/2018,Ebix Inc,"650,000,000","216,666,666",2
BF267283 Corp-20180222,2/22/2018,12008831 Canada Inc,"64,000,000","64,000,000",3
BF249806 Corp-20180222,2/22/2018,Project Silverback Holdings Corp,"239,400,000","59,850,000",1
BF118656 Corp-20180223,2/23/2018,CorePower Yoga LLC,"107,300,000","53,650,000",3
BF070252 Corp-20180226,2/26/2018,CPM Acquisition Corp,"381,844,388","190,922,194",2
BF126276 Corp-20180226,2/26/2018,Flexera Software LLC,"125,000,000","41,666,667",1
BF093311 Corp-20180227,2/27/2018,Wheaton Precious Metals Corp,"2,000,000,000","1,000,000,000",1
BF266063 Corp-20180227,2/27/2018,Ferroglobe PLC,"250,000,000","83,333,333",1
BF110715 Corp-20180228,2/28/2018,Agellan Commercial Real Estate Investment Trust,"109,270,000","109,270,000",3
BF242284 Corp-20180301,3/1/2018,AI Fire LLC,"116,980,000","38,993,333",4
BF244255 Corp-20180301,3/1/2018,AAC Holdings Inc,"65,000,000","21,666,667",1
BF128689 Corp-20180302,3/2/2018,Momentive Performance Materials USA LLC,"300,000,000","33,333,334",2
BF126680 Corp-20180302,3/2/2018,CURT Manufacturing LLC,"15,000,000","7,500,000",1
BF226010 Corp-20180302,3/2/2018,Polycor Inc,"32,040,000","10,680,000",2
BF178745 Corp-20180305,3/5/2018,Kronos Acquisition Holdings Inc,"804,375,000","160,875,000",1
BF263273 Corp-20180306,3/6/2018,Gopher Resource LLC,"515,000,000","171,666,666",2
BF265714 Corp-20180306,3/6/2018,Ontario Gaming GTA LP,"814,041,900","271,347,300",2
BF233873 Corp-20180306,3/6/2018,Global Medical REIT LP,"90,000,000","30,000,000",1
BF095025 Corp-20180306,3/6/2018,Anglo American Capital PLC,"4,500,000,000","187,500,000",1
BF220392 Corp-20180307,3/7/2018,Paramount Resources Ltd,"385,368,500","385,368,500",1
BF325880 Corp-20180312,3/12/2018,Endeavor Energy Resources LP,"500,000,000","125,000,000",1
BF228686 Corp-20180312,3/12/2018,AI Aqua Merger Sub Inc,"741,137,500","185,284,375",3
BF237648 Corp-20180313,3/13/2018,Gateway Casinos & Entertainment Ltd,"450,944,750","50,104,972",2
BF265965 Corp-20180313,3/13/2018,Learning Care Group US No 2 Inc,"625,000,000","125,000,000",2
BF264538 Corp-20180313,3/13/2018,Learning Care Group US No 2 Inc,"160,000,000","32,000,000",1
BF267523 Corp-20180315,3/15/2018,BHC Liquidating Corp,"177,500,000","88,750,000",2
BF792755 Corp-20180315,3/15/2018,Canadian National Railway Co,"1,380,056,400","460,018,800",2
BF215237 Corp-20180316,3/16/2018,Gildan Activewear Inc,"300,000,000","300,000,000",1
LN395230 Corp-20180316,3/16/2018,Gildan Activewear Inc,"1,000,000,000","333,333,333",1
BF196433 Corp-20180320,3/20/2018,Burgerbusters Inc,"123,750,000","61,875,000",3
BF316118 Corp-20180320,3/20/2018,XPLOR T1 LLC,"187,500,000","62,500,000",3
LN352276 Corp-20180321,3/21/2018,Allison Transmission Inc,"1,175,681,318","146,960,165",1
BF119869 Corp-20180321,3/21/2018,AtkinsRealis Group Inc,"2,007,296,200","223,032,911",2
BF170400 Corp-20180322,3/22/2018,Life Time Inc,"200,000,000","16,666,667",1
BF222371 Corp-20180322,3/22/2018,Xplore Inc/CA,"410,560,969","136,853,656",1
BF234126 Corp-20180323,3/23/2018,Brazos Valley Longhorn LLC,"1,050,000,000","525,000,000",1
BF215737 Corp-20180327,3/27/2018,Terra Energy Partners LLC,"575,000,000","191,666,667",1
BF237128 Corp-20180328,3/28/2018,DuBois Chemicals Inc,"472,500,000","118,125,000",2
BF265139 Corp-20180328,3/28/2018,"Husky Injection Molding Systems Ltd,Titan Acquisition Ltd/Canada","2,350,000,000","470,000,000",2
BF648674 Corp-20180329,3/29/2018,WEI Sales LLC,"125,000,000","62,500,000",1
BF092840 Corp-20180329,3/29/2018,CCL Industries Inc,"1,200,000,000","400,000,000",1
BF266555 Corp-20180329,3/29/2018,Glencore PLC,"9,085,000,000","302,833,333",2
BF230053 Corp-20180329,3/29/2018,Chemtrade Logistics Inc,"1,050,000,000","1,050,000,000",2
BF265009 Corp-20180329,3/29/2018,WEI Sales LLC,"175,000,000","175,000,000",1
BF271724 Corp-20180329,3/29/2018,Vesta Energy Corp,"271,286,400","135,643,200",1
BF778941 Corp-20180329,3/29/2018,Acadia Healthcare Co Inc,"880,000,000","146,666,666",2
BF274566 Corp-20180329,3/29/2018,CCL Industries Inc,"414,000,000","138,000,000",1
LN409168 Corp-20180330,3/30/2018,Ares Capital Corp,"1,654,500,000","327,153,750",3
BF281350 Corp-20180330,3/30/2018,California Psychcare Inc,"55,000,000","55,000,000",3
BF273505 Corp-20180330,3/30/2018,WMC Holdings LP,"150,000,000","150,000,000",2
BF266420 Corp-20180330,3/30/2018,CHG PPC Parent LLC,"115,000,000","38,333,333",1
BF265012 Corp-20180330,3/30/2018,CHG PPC Parent LLC,"800,000,000","266,666,667",2
BF261105 Corp-20180401,4/1/2018,Saputo Foods Ltd,"1,001,651,300","500,825,650",3
BF222646 Corp-20180402,4/2/2018,CUA Opco LLC,"42,485,000","14,161,667",1
BF237973 Corp-20180403,4/3/2018,Arch Resources Inc,"298,000,000","42,571,429",1
BF193760 Corp-20180403,4/3/2018,AJC Inc,"130,000,000","130,000,000",1
BF252950 Corp-20180403,4/3/2018,Trident TPI Holdings Inc,"126,000,000","42,000,000",2
BF247236 Corp-20180403,4/3/2018,Chartwell Master Care LP,"234,513,300","117,256,650",1
BF247256 Corp-20180403,4/3/2018,Chartwell Master Care LP,"78,171,100","39,085,550",1
BF308289 Corp-20180405,4/5/2018,Lassonde Industries Inc,"136,985,800","136,985,800",1
BF051566 Corp-20180406,4/6/2018,Energir Inc,"627,305,600","209,101,867",1
BF270337 Corp-20180406,4/6/2018,PXO Holdings III Corp,"120,000,000","60,000,000",3
BF703844 Corp-20180406,4/6/2018,Valener Inc/old,"156,826,400","156,826,400",1
BF133273 Corp-20180406,4/6/2018,Flutter Group Holdings BV,"2,783,785,000","695,946,250",2
LN396554 Corp-20180406,4/6/2018,Breitburn Operating LP,"400,000,000","66,666,667",2
BF268046 Corp-20180410,4/10/2018,Nutrien Ltd,"4,500,000,000","900,000,000",1
BF235272 Corp-20180411,4/11/2018,Peabody Energy Corp,"400,000,000","80,000,000",1
BF273367 Corp-20180413,4/13/2018,Entrust Corp,"150,000,000","75,000,000",1
BF269772 Corp-20180413,4/13/2018,Adtalem Global Education Inc,"600,000,000","150,000,000",2
BF177941 Corp-20180413,4/13/2018,AssuredPartners Inc,"1,518,000,000","216,857,143",2
BF269746 Corp-20180419,4/19/2018,Dufresne Spencer Group LLC/The,"120,500,000","60,250,000",1
BF269172 Corp-20180420,4/20/2018,Freeport-McMoRan Inc,"3,500,000,000","350,000,000",1
BF271069 Corp-20180420,4/20/2018,True Value Co LLC,"500,000,000","166,666,667",2
BF567727 Corp-20180420,4/20/2018,Samuel Son & Co Ltd,"100,000,000","100,000,000",1
BF270639 Corp-20180420,4/20/2018,At World Properties LLC,"95,500,000","47,750,000",2
BF163120 Corp-20180420,4/20/2018,Veresen Midstream LP,"2,158,810,500","269,851,313",2
BF274871 Corp-20180424,4/24/2018,1600 E 53rd Street LLC,"59,550,000","59,550,000",1
BF111122 Corp-20180425,4/25/2018,HUB International Ltd,"3,210,000,000","401,250,000",1
BF276636 Corp-20180425,4/25/2018,"HUB International Ltd,HUB International Canada West ULC","501,014,420","62,626,802",2
BF273773 Corp-20180426,4/26/2018,Student Transportation of America Holdings Inc,"512,500,000","512,500,000",2
BF273890 Corp-20180426,4/26/2018,Worldwide Facilities LLC,"169,000,000","84,500,000",3
BF270287 Corp-20180426,4/26/2018,American Finance Operating Partnership LP,"415,000,000","138,333,333",1
BF086841 Corp-20180427,4/27/2018,TORC Oil & Gas Ltd,"311,187,200","155,593,600",2
BF269599 Corp-20180427,4/27/2018,J M Smucker Co/The,"1,500,000,000","375,000,000",1
BF267930 Corp-20180430,4/30/2018,Heartland Dental LLC,"1,285,000,000","257,000,000",3
BF126073 Corp-20180430,4/30/2018,Thunder Energy Trust,"77,972,400","77,972,400",2
BF269676 Corp-20180430,4/30/2018,ADMI Corp,"945,000,000","189,000,000",2
BF139923 Corp-20180430,4/30/2018,Web.com Group Inc,"800,000,000","88,888,888",2
BF119869 Corp-20180430,4/30/2018,AtkinsRealis Group Inc,"389,862,000","129,954,000",1
BF171539 Corp-20180430,4/30/2018,Black Knight InfoServ LLC,"2,000,000,000","250,000,000",2
BF073021 Corp-20180501,5/1/2018,FCStone Merchant Services LLC,"232,500,000","232,500,000",2
BF274972 Corp-20180501,5/1/2018,AAG FH LP,"222,429,853","111,214,927",4
BF271424 Corp-20180501,5/1/2018,Extreme Networks Inc,"230,000,000","76,666,666",2
BF229752 Corp-20180501,5/1/2018,Mastronardi Produce Ltd,"350,000,000","116,666,667",1
BF267210 Corp-20180501,5/1/2018,Pre-Paid Legal Services Inc,"150,000,000","30,000,000",1
BF267203 Corp-20180501,5/1/2018,Pre-Paid Legal Services Inc,"600,000,000","120,000,000",2
BF224636 Corp-20180502,5/2/2018,CORA Health Services Inc,"125,400,000","62,700,000",3
LN271481 Corp-20180502,5/2/2018,Jolina Capital Inc,"143,895,590","71,947,795",1
BF195962 Corp-20180502,5/2/2018,Forefront Management Holdings LLC,"228,500,000","76,166,667",3
BF114251 Corp-20180504,5/4/2018,Greenway Health LLC,"556,000,000","278,000,000",2
BF213446 Corp-20180504,5/4/2018,RioCan Real Estate Investment Trust,"778,510,000","259,503,334",2
BF274899 Corp-20180504,5/4/2018,RB-Tpg San Jose LLC,"55,000,000","55,000,000",1
BF133853 Corp-20180504,5/4/2018,Hawkwood Energy LLC,"410,000,000","102,500,000",1
BF253981 Corp-20180507,5/7/2018,Perpetual Energy Inc,"46,697,340","46,697,340",1
BF270397 Corp-20180507,5/7/2018,TELUS Corp,"1,751,150,250","350,230,050",1
BF220042 Corp-20180509,5/9/2018,ABC Technologies Inc/New York,"470,000,000","117,500,000",2
BF273554 Corp-20180510,5/10/2018,Metro Inc/CN,"391,348,000","130,449,333",3
BF235673 Corp-20180511,5/11/2018,Crown Eagle Energy LP,"500,000,000","71,428,571",1
BF255415 Corp-20180511,5/11/2018,TerraForm Power Operating LLC,"349,125,000","58,187,500",1
BF232795 Corp-20180515,5/15/2018,AltaGas Ltd,"300,000,000","100,000,000",1
BF652205 Corp-20180515,5/15/2018,AltaGas Ltd,"1,088,617,600","362,872,533",1
BF114387 Corp-20180516,5/16/2018,Jones Lang LaSalle Finance BV,"2,750,000,000","1,375,000,000",1
BF245079 Corp-20180516,5/16/2018,Modern Resources Inc,"93,765,360","93,765,360",2
BF274114 Corp-20180517,5/17/2018,Duluth Holdings Inc,"130,000,000","130,000,000",2
BF121538 Corp-20180517,5/17/2018,Southwire Co,"1,000,000,000","250,000,000",1
BF121536 Corp-20180517,5/17/2018,Southwire Co LLC,"500,000,000","100,000,000",1
BF126394 Corp-20180517,5/17/2018,River Cree Enterprises LP,"137,540,022","68,770,012",3
BF104529 Corp-20180518,5/18/2018,Microchip Technology Inc,"3,844,262,500","274,590,179",4
BF249125 Corp-20180518,5/18/2018,Telecon Inc,"54,324,200","54,324,200",2
BF169219 Corp-20180518,5/18/2018,Edge Fitness LLC,"79,600,000","39,800,000",3
BF215081 Corp-20180521,5/21/2018,Child Development Schools Inc,"105,775,000","105,775,000",2
BF274902 Corp-20180522,5/22/2018,Grand Bohemian Charlotte LLC,"62,000,000","62,000,000",1
BF050706 Corp-20180523,5/23/2018,EP Energy LLC,"629,420,912","78,677,614",1
BF081199 Corp-20180523,5/23/2018,IG Investments Holdings LLC,"1,084,000,000","180,666,666",2
LN274708 Corp-20180523,5/23/2018,Bombardier Recreational Products Inc,"1,346,208,625","336,552,156",2
BF133591 Corp-20180524,5/24/2018,Defenders Inc,"99,000,000","24,750,000",1
BF246305 Corp-20180524,5/24/2018,Peterson Farms Inc,"20,000,000","20,000,000",1
BF179810 Corp-20180524,5/24/2018,La Maison Simons Inc,"124,131,520","62,065,760",3
BF274645 Corp-20180525,5/25/2018,Brookfield Capital Partners V CR LP,"600,000,000","300,000,000",1
BF274394 Corp-20180525,5/25/2018,Rahr Corp,"235,000,000","235,000,000",2
BF578108 Corp-20180528,5/28/2018,Lantic Inc,"203,736,505","101,868,253",1
BF201240 Corp-20180529,5/29/2018,Premium Brands Operating LP,"537,386,500","537,386,500",1
BF104529 Corp-20180529,5/29/2018,Microchip Technology Inc,"3,000,000,000","214,285,714",1
BF116208 Corp-20180530,5/30/2018,Open Text Corp,"1,000,000,000","71,428,571",1
BF056552 Corp-20180531,5/31/2018,Air Lease Corp,"4,020,000,000","274,666,666",2
BF269864 Corp-20180531,5/31/2018,Renaissance Holdings Corp,"310,000,000","62,000,000",1
BF224241 Corp-20180531,5/31/2018,GFL Environmental Inc,"905,000,000","226,250,000",2
BF269860 Corp-20180531,5/31/2018,Renaissance Holdings Corp,"810,000,000","162,000,000",2
BF098501 Corp-20180531,5/31/2018,Luxlas Fund LP,"313,500,000","78,375,000",3
BF796889 Corp-20180531,5/31/2018,JBS USA LUX SA,"500,000,000","100,000,000",1
BF187275 Corp-20180531,5/31/2018,ON Semiconductor Corp,"2,205,000,000","400,833,333",2
BF227779 Corp-20180601,6/1/2018,Accuride Corp,"135,000,000","45,000,000",1
BF250672 Corp-20180604,6/4/2018,Pi Lux Finco Sarl,"50,000,000","10,000,000",1
BF249834 Corp-20180604,6/4/2018,"Paysafe II Ltd,Pi Lux Finco Sarl,Pi US Mergerco Inc","848,766,500","141,461,083",3
BF275316 Corp-20180606,6/6/2018,New Milani Group LLC,"50,000,000","16,666,667",1
BF275304 Corp-20180606,6/6/2018,New Milani Group LLC,"170,000,000","56,666,667",2
BF239652 Corp-20180608,6/8/2018,Blue River Petcare Group LLC,"152,000,000","152,000,000",3
BF274175 Corp-20180608,6/8/2018,Wheatland Tube LLC,"400,000,000","133,333,333",1
BF141762 Corp-20180608,6/8/2018,Canadian Pacific Railway Co,"1,000,000,000","500,000,000",1
BF077610 Corp-20180612,6/12/2018,Monogram Food Solutions LLC,"10,000,000","10,000,000",1
BF273236 Corp-20180614,6/14/2018,Intertape Polymer Group Inc,"600,000,000","120,000,000",2
BF268832 Corp-20180615,6/15/2018,Blackhawk Network Holdings Inc,"400,000,000","33,333,333",1
BF268828 Corp-20180615,6/15/2018,Blackhawk Network Holdings Inc,"1,750,000,000","145,833,333",2
BF252950 Corp-20180618,6/18/2018,Trident TPI Holdings Inc,"90,000,000","30,000,000",1
BF234576 Corp-20180618,6/18/2018,Summit Industrial Income REIT,"22,674,270","22,674,270",2
BF178745 Corp-20180619,6/19/2018,KIK Custom Products Inc,"115,000,000","23,000,000",1
BF133433 Corp-20180620,6/20/2018,Alberici Corp,"140,000,000","140,000,000",2
BF121061 Corp-20180621,6/21/2018,Recipe Acquisition Corp,"186,000,000","93,000,000",1
BF107704 Corp-20180622,6/22/2018,Maple Leaf Sports & Entertainment Ltd,"195,204,620","65,068,207",1
BF274325 Corp-20180622,6/22/2018,Primo Water Operations Inc,"220,000,000","55,000,000",2
BF797742 Corp-20180622,6/22/2018,US Foods Inc,"2,162,000,000","180,166,667",1
BF100716 Corp-20180622,6/22/2018,Worldpay LLC,"6,505,115,044","433,674,337",4
BF332960 Corp-20180622,6/22/2018,Peoples Trust Co,"225,236,100","112,618,050",1
BF275345 Corp-20180626,6/26/2018,WPT Industrial LP,"300,000,000","50,000,000",2
LN427421 Corp-20180627,6/27/2018,Credit Acceptance Corp,"350,000,000","87,500,000",1
BF086841 Corp-20180627,6/27/2018,TORC Oil & Gas Ltd,"75,125,300","37,562,650",1
BF775922 Corp-20180627,6/27/2018,LTC Properties Inc,"600,000,000","200,000,000",1
BF651817 Corp-20180627,6/27/2018,Municipal Enterprises Ltd,"375,626,500","93,906,625",1
BF049230 Corp-20180627,6/27/2018,Velvet Energy Ltd,"180,300,720","60,100,240",2
BF228162 Corp-20180628,6/28/2018,Innovation Ventures LLC,"1,000,000,000","125,000,000",3
BF246194 Corp-20180628,6/28/2018,Ascent Resources Utica Holdings LLC,"1,000,000,000","262,500,000",1
BF275390 Corp-20180629,6/29/2018,Revolution Vsc LP,"418,397,100","139,465,700",1
BF242720 Corp-20180629,6/29/2018,Focus Financial Partners LLC,"650,000,000","130,000,000",1
BF239658 Corp-20180629,6/29/2018,Superior Industries International Inc,"384,800,000","192,400,000",1
BF275746 Corp-20180629,6/29/2018,Chefs' Warehouse Parent LLC,"150,000,000","75,000,000",1
BF134884 Corp-20180629,6/29/2018,Anesthesia Consulting & Management LP,"75,000,000","75,000,000",2
BF040208 Corp-20180629,6/29/2018,Goldcorp Inc,"3,000,000,000","750,000,000",1
BF087169 Corp-20180629,6/29/2018,Sirius XM Radio LLC,"1,750,000,000","125,000,000",1
BF050914 Corp-20180630,6/30/2018,CTO Realty Growth Inc,"20,000,000","20,000,000",1
BF237402 Corp-20180701,7/1/2018,Aveanna Healthcare LLC,"221,000,000","110,500,000",2
BF250480 Corp-20180702,7/2/2018,Global Net Lease Operating Partnership LP,"192,139,981","36,423,330",2
BF276564 Corp-20180702,7/2/2018,Myers Emergency Power Systems LLC,"85,500,000","28,500,000",2
BF282158 Corp-20180702,7/2/2018,MNX Global Logistics Corp,"89,600,000","44,800,000",3
BF276065 Corp-20180703,7/3/2018,SW Ingredients Holdings LLC,"245,000,000","81,666,667",2
BF174247 Corp-20180703,7/3/2018,Formercs US Intermediate Holdings Inc,"95,000,000","11,875,000",1
BF275785 Corp-20180703,7/3/2018,Minto Apartment LP,"113,933,250","56,966,625",1
BF179565 Corp-20180705,7/5/2018,RioCan-HBC LP,"274,345,200","91,448,400",2
BF281697 Corp-20180706,7/6/2018,Match Holdings Corp,"67,000,000","67,000,000",3
BF223503 Corp-20180710,7/10/2018,Ridgeback Resources Inc,"19,043,775","3,808,755",1
BF276009 Corp-20180710,7/10/2018,Cal-Maine Foods Inc,"100,000,000","100,000,000",1
BF276210 Corp-20180710,7/10/2018,Flutter Group Holdings BV,"5,272,313,500","753,187,643",3
BF289492 Corp-20180710,7/10/2018,Moneris Solutions Corp,"158,444,208","79,222,103",2
BF444766 Corp-20180718,7/18/2018,De La Chaudiere Residence Pour,"50,071,692","50,071,692",1
BF228686 Corp-20180719,7/19/2018,AI Aqua Merger Sub Inc,"230,000,000","46,000,000",1
BF529283 Corp-20180720,7/20/2018,Pilgrim's Pride Corp,"1,250,000,000","250,000,000",2
LN413539 Corp-20180724,7/24/2018,Irving Oil Ltd,"1,575,000,000","525,000,000",2
BF279949 Corp-20180725,7/25/2018,"Sealy Industrial Partners LP,Sealy Industrial Partners III OP LP","150,000,000","75,000,000",2
BF047379 Corp-20180726,7/26/2018,ACCO Brands Corp,"100,000,000","20,000,000",1
BF126505 Corp-20180727,7/27/2018,Apothecary Products LLC,"83,000,000","27,666,667",2
BF279522 Corp-20180727,7/27/2018,21 Clark Street Property Owner LLC,"200,000,000","100,000,000",1
BF172052 Corp-20180731,7/31/2018,Horizon Global Corp,"50,000,000","16,666,667",1
BF277914 Corp-20180731,7/31/2018,Dayton Parts LLC,"110,150,000","55,075,000",2
BF277725 Corp-20180731,7/31/2018,Cavendish Farms Ltd,"242,330,468","121,165,234",4
BF276173 Corp-20180801,8/1/2018,Alera Group Intermediate Holdings Inc,"530,000,000","176,666,667",2
BF275775 Corp-20180801,8/1/2018,WEC US Holdings Inc,"2,930,000,000","418,571,429",2
BF272791 Corp-20180801,8/1/2018,GC EOS Buyer Inc,"180,000,000","45,000,000",1
BF274863 Corp-20180801,8/1/2018,Cary Senior Housing I Propco LLC,"7,350,000","7,350,000",1
BF279438 Corp-20180801,8/1/2018,Bio-Techne Corp,"850,000,000","425,000,000",2
BF755213 Corp-20180801,8/1/2018,Strategic Education Inc,"250,000,000","62,500,000",1
BF275942 Corp-20180801,8/1/2018,WEC US Holdings Inc,"200,000,000","28,571,429",1
BF272788 Corp-20180801,8/1/2018,GC EOS Buyer Inc,"620,000,000","155,000,000",1
BF069183 Corp-20180801,8/1/2018,Healthcare Realty Holdings LP,"200,000,000","50,000,000",1
BF275778 Corp-20180801,8/1/2018,WEC US Holdings Inc,"325,000,000","46,428,571",1
BF272801 Corp-20180801,8/1/2018,GC EOS Buyer Inc,"100,000,000","25,000,000",1
BF227992 Corp-20180802,8/2/2018,Cumming Management Group Inc,"13,500,000","6,750,000",1
BF281172 Corp-20180802,8/2/2018,GFL Environmental Inc,"346,191,680","346,191,680",3
BF048508 Corp-20180803,8/3/2018,Enbridge Inc,"1,150,000,000","287,500,000",1
BF139687 Corp-20180807,8/7/2018,Physicians Realty LP,"1,100,000,000","366,666,666",2
BF233873 Corp-20180807,8/7/2018,Global Medical REIT LP,"350,000,000","87,500,000",2
BF278546 Corp-20180809,8/9/2018,FS KKR Capital Corp,"3,435,000,000","858,750,000",1
BF029495 Corp-20180810,8/10/2018,Graybar Electric Co Inc,"750,000,000","107,142,857",1
BF281387 Corp-20180814,8/14/2018,BluSky Restoration Holdings LLC,"75,000,000","75,000,000",2
BF267768 Corp-20180814,8/14/2018,Comstock Resources Inc,"700,000,000","700,000,000",1
BF278927 Corp-20180815,8/15/2018,Sable Permian Resources LLC,"500,000,000","55,555,556",1
BF278930 Corp-20180815,8/15/2018,Bighorn Asset Co LLC,"500,000,000","55,555,556",1
BF282133 Corp-20180816,8/16/2018,Phynet Dermatology LLC,"274,300,000","274,300,000",3
BF277228 Corp-20180816,8/16/2018,FS Specialty Lending Fund,"585,000,000","195,000,000",2
BF683622 Corp-20180817,8/17/2018,Lower Mattagami Energy LP,"305,658,400","152,829,200",2
BF222635 Corp-20180821,8/21/2018,Arrowhead Gulf Coast Holdings LLC,"150,000,000","75,000,000",1
BF245196 Corp-20180821,8/21/2018,Canam Construction Inc/Canada,"316,800,000","158,400,000",1
BF276971 Corp-20180824,8/24/2018,KC Culinarte Intermediate LLC,"71,500,000","35,750,000",1
BF238752 Corp-20180824,8/24/2018,Mauser Packaging Solutions Holding Co,"400,000,000","100,000,000",1
BF276967 Corp-20180824,8/24/2018,KC Culinarte Intermediate LLC,"316,000,000","158,000,000",2
BF281724 Corp-20180828,8/28/2018,Aramsco Inc,"230,000,000","46,000,000",2
BF141590 Corp-20180829,8/29/2018,Ryan Specialty LLC,"850,000,000","283,333,333",3
BF120821 Corp-20180829,8/29/2018,Arden Group Inc,"221,500,000","44,300,000",2
BF274312 Corp-20180829,8/29/2018,Aurora Cannabis Inc,"154,825,200","154,825,200",2
BF273920 Corp-20180830,8/30/2018,Trinity Partners LLC,"36,500,000","18,250,000",1
BF223904 Corp-20180831,8/31/2018,OAC Holdings III Corp,"62,000,000","31,000,000",2
BF123274 Corp-20180831,8/31/2018,Colabor Group Inc,"107,193,380","107,193,380",1
BF085536 Corp-20180831,8/31/2018,CCD LP,"141,016,720","47,005,573",3
BF236534 Corp-20180831,8/31/2018,Centerspace LP,"395,000,000","131,666,666",3
BF196916 Corp-20180901,9/1/2018,BBD Opco LLC,"49,000,000","49,000,000",2
BF281532 Corp-20180904,9/4/2018,Gastro Health Holdco LLC,"170,000,000","85,000,000",3
BF093419 Corp-20180905,9/5/2018,Detour Gold Corp,"300,000,000","60,000,000",1
BF286438 Corp-20180906,9/6/2018,HSREP VII Holding LLC,"150,000,000","150,000,000",1
BF201240 Corp-20180906,9/6/2018,Premium Brands Operating LP,"150,000,000","150,000,000",1
BF245533 Corp-20180911,9/11/2018,Nevco Sports LLC,"5,500,000","5,500,000",2
