"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"LNW","LIGHT & WONDER INC","COM","80874P109","44,952","0.2%","767,100","",""
"PAYX","PAYCHEX INC","COM","704326107","44,581","0.2%","385,788","",""
"GDXJ","VANECK ETF TRUST","JUNIOR GOLD MINE","92189F791","44,562","0.2%","1,250,000","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","44,176","0.2%","500,697","",""
"KHC","KRAFT HEINZ CO","COM","500754106","43,722","0.2%","1,074,000","",""
"K.TO","KINROSS GOLD CORP","COM","496902404","43,485","0.2%","10,632,200","",""
"INTU","INTUIT","COM","461202103","43,136","0.2%","110,827","",""
"PBF","PBF ENERGY INC","CL A","69318G106","42,390","0.2%","1,039,500","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","41,462","0.2%","167,115","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","40,850","0.2%","492,000","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","40,668","0.2%","531,272","",""
"DXCM","DEXCOM INC","COM","252131107","40,265","0.2%","355,577","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","40,111","0.2%","550,000","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","40,038","0.2%","362,998","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","39,275","0.2%","334,320","",""
"CG","CARLYLE GROUP INC","COM","14316J108","39,012","0.2%","1,307,400","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","38,207","0.2%","458,893","",""
"KO","COCA COLA CO","COM","191216100","38,120","0.2%","599,279","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","37,900","0.2%","1,000,000","","put"
"JNJ","JOHNSON & JOHNSON","COM","478160104","36,670","0.2%","207,587","",""
"MMM","3M CO","COM","88579Y101","35,976","0.2%","300,000","",""
"SPLK","SPLUNK INC","COM","848637104","35,800","0.2%","415,851","",""
"INTC","INTEL CORP","COM","458140100","35,618","0.2%","1,347,653","",""
"PSX","PHILLIPS 66","COM","718546104","34,963","0.2%","335,931","",""
"PCAR","PACCAR INC","COM","693718108","34,707","0.2%","350,685","",""
"CAT","CATERPILLAR INC","COM","149123101","34,551","0.2%","144,228","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","34,465","0.2%","260,000","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","34,413","0.2%","290,000","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","34,263","0.2%","62,220","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","33,836","0.2%","400,000","",""
"ENPH","ENPHASE ENERGY INC","COM","29355A107","33,772","0.2%","127,464","",""
"IYR","ISHARES TR","U.S. REAL ES ETF","464287739","33,676","0.2%","400,000","",""
"CZR","CAESARS ENTERTAINMENT INC NE","COM","12769G100","33,630","0.2%","808,418","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","33,061","0.2%","425,386","",""
"EVOP","EVO PMTS INC","CL A COM","26927E104","32,925","0.2%","972,986","",""
"SPAB","SPDR SER TR","PORTFOLIO AGRGTE","78464A649","32,669","0.2%","1,300,000","",""
"CB","CHUBB LIMITED","COM","H1467J104","31,987","0.2%","145,000","",""
"SEDG","SOLAREDGE TECHNOLOGIES INC","COM","83417M104","31,899","0.2%","112,610","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","31,520","0.2%","800,000","",""
"BZ","KANZHUN LIMITED","SPONSORED ADS","48553T106","31,430","0.2%","1,543,000","",""
"BHC","BAUSCH HEALTH COS INC","COM","071734107","31,400","0.2%","5,000,000","",""
"TEL","TE CONNECTIVITY LTD","SHS","H84989104","31,218","0.2%","271,938","",""
"HSY","HERSHEY CO","COM","427866108","31,065","0.2%","134,153","",""
"AIMC","ALTRA INDL MOTION CORP","COM","02208R106","30,777","0.2%","515,100","",""
"ORLY","OREILLY AUTOMOTIVE INC","COM","67103H107","30,651","0.1%","36,316","",""
"KKR","KKR & CO INC","COM","48251W104","29,787","0.1%","641,700","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","29,295","0.1%","124,408","",""
"XLE","SELECT SECTOR SPDR TR","ENERGY","81369Y506","29,079","0.1%","332,450","",""
"NEE","NEXTERA ENERGY INC","COM","65339F101","28,821","0.1%","344,754","",""
"CSX","CSX CORP","COM","126408103","28,509","0.1%","920,263","",""
"MNTV","MOMENTIVE GLOBAL INC","COM","60878Y108","28,388","0.1%","4,055,500","",""
"MCO","MOODYS CORP","COM","615369105","27,862","0.1%","100,000","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","27,767","0.1%","69,210","",""
"DHT","DHT HOLDINGS INC","SHS NEW","Y2065G121","27,446","0.1%","3,090,800","",""
"FTS.TO","FORTIS INC","COM","349553107","26,791","0.1%","670,234","",""
"PPH","VANECK ETF TRUST","PHARMACEUTCL ETF","92189F692","26,742","0.1%","344,000","",""
"LHCG","LHC GROUP INC","COM","50187A107","26,628","0.1%","164,691","",""
"EWC","ISHARES INC","MSCI CDA ETF","464286509","26,184","0.1%","800,000","",""
"PFE","PFIZER INC","COM","717081103","26,135","0.1%","510,056","",""
"VMW","VMWARE INC","CL A COM","928563402","26,037","0.1%","212,101","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","26,035","0.1%","303,265","",""
"TD","TORONTO DOMINION BK ONT","COM NEW","891160509","25,872","0.1%","400,000","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","25,327","0.1%","880,000","",""
"MPWR","MONOLITHIC PWR SYS INC","COM","609839105","24,734","0.1%","69,949","",""
"COOP","MR COOPER GROUP INC","COM","62482R107","24,647","0.1%","614,200","",""
"VXX","BARCLAYS BANK PLC","IPTH SR B S&P","06747R477","24,519","0.1%","1,736,500","","put"
"LMT","LOCKHEED MARTIN CORP","COM","539830109","24,513","0.1%","50,389","",""
"DASH","DOORDASH INC","CL A","25809K105","24,410","0.1%","500,000","",""
"TMUS","T-MOBILE US INC","COM","872590104","23,799","0.1%","169,999","",""
"FAF","FIRST AMERN FINL CORP","COM","31847R102","23,783","0.1%","454,400","",""
"FOLD","AMICUS THERAPEUTICS INC","COM","03152W109","23,672","0.1%","1,938,800","",""
"EXTR","EXTREME NETWORKS","COM","30226D106","23,663","0.1%","1,292,407","",""
"SJI","SOUTH JERSEY INDS INC","COM","838518108","23,414","0.1%","659,000","",""
"BAP","CREDICORP LTD","COM","G2519Y108","23,347","0.1%","172,100","",""
"XLB","SELECT SECTOR SPDR TR","SBI MATERIALS","81369Y100","23,304","0.1%","300,000","",""
"IWP","ISHARES TR","RUS MD CP GR ETF","464287481","23,157","0.1%","277,000","",""
"SCHH","SCHWAB STRATEGIC TR","US REIT ETF","808524847","23,148","0.1%","1,200,000","",""
"ALKS","ALKERMES PLC","SHS","G01767105","22,450","0.1%","859,200","",""
"CASH","PATHWARD FINANCIAL INC","COM","59100U108","22,213","0.1%","516,000","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","21,994","0.1%","246,138","",""
"STNG","SCORPIO TANKERS INC","SHS","Y7542C130","21,889","0.1%","407,100","",""
"CCO.TO","CAMECO CORP","COM","13321L108","21,375","0.1%","944,016","",""
"IYT","ISHARES TR","US TRSPRTION","464287192","21,355","0.1%","100,000","",""
"MRK","MERCK & CO INC","COM","58933Y105","21,302","0.1%","192,000","",""
"CRWD","CROWDSTRIKE HLDGS INC","CL A","22788C105","21,127","0.1%","200,664","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","20,482","0.1%","275,001","",""
"RE","EVEREST RE GROUP LTD","COM","G3223R108","20,475","0.1%","61,808","",""
"LSXMK","LIBERTY MEDIA CORP DEL","COM C SIRIUSXM","531229607","20,257","0.1%","517,700","",""
"CAR","AVIS BUDGET GROUP","COM","053774105","19,999","0.1%","122,000","",""
"MET","METLIFE INC","COM","59156R108","19,974","0.1%","276,000","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","19,743","0.1%","586,369","",""
"T.TO","TELUS CORPORATION","COM","87971M103","19,705","0.1%","1,022,132","",""
"ZM","ZOOM VIDEO COMMUNICATIONS IN","CL A","98980L101","19,698","0.1%","290,800","",""
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","19,684","0.1%","212,000","",""
"FTI","TECHNIPFMC PLC","COM","G87110105","19,621","0.1%","1,609,600","",""
"ENTG","ENTEGRIS INC","COM","29362U104","19,408","0.1%","295,900","",""
"AGG","ISHARES TR","CORE US AGGBD ET","464287226","19,398","0.1%","200,000","",""
"KRE","SPDR SER TR","S&P REGL BKG","78464A698","19,384","0.1%","330,000","","put"
"","IMAGO BIOSCIENCES INC","COM","45250K107","19,197","0.1%","534,000","",""
"ARCH","ARCH RESOURCES INC","CL A","03940R107","19,076","0.1%","133,600","",""
"FSLR","FIRST SOLAR INC","COM","336433107","18,894","0.1%","126,139","",""
"RCM","R1 RCM INC","COM","77634L105","18,790","0.1%","1,716,000","",""
"CSCO","CISCO SYS INC","COM","17275R102","18,763","0.1%","393,854","",""
"PCY","INVESCO EXCH TRADED FD TR II","EMRNG MKT SVRG","46138E784","18,670","0.1%","1,000,000","",""
"SGFY","SIGNIFY HEALTH INC","CL A COM","82671G100","18,657","0.1%","651,006","",""
"","UPSTART HLDGS INC","NOTE 0.250% 8/1","91680MAB3","18,550","0.1%","","35,000,000",""
"STOR","STORE CAP CORP","COM","862121100","18,512","0.1%","577,440","",""
"BFH","BREAD FINANCIAL HOLDINGS INC","COM","018581108","18,510","0.1%","491,508","",""
"TVTX","TRAVERE THERAPEUTICS INC","COM","89422G107","18,443","0.1%","877,000","",""
"FXE","INVESCO CURRENCYSHARES EURO","EURO SHS","46138K103","18,278","0.1%","185,000","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","18,213","0.1%","167,000","",""
"AMZN","AMAZON COM INC","COM","023135106","17,664","0.1%","210,289","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","17,586","0.1%","166,811","",""
"ECL","ECOLAB INC","COM","278865100","17,541","0.1%","120,509","",""
"PFG","PRINCIPAL FINANCIAL GROUP IN","COM","74251V102","17,371","0.1%","207,000","",""
"FDMT","4D MOLECULAR THERAPEUTICS IN","COM","35104E100","17,181","0.1%","773,600","",""
"CPRT","COPART INC","COM","217204106","17,175","0.1%","282,076","",""
"RRX","REGAL REXNORD CORPORATION","COM","758750103","17,091","0.1%","142,456","",""
"QGEN","QIAGEN NV","SHS NEW","N72482123","16,905","0.1%","339,000","",""
"ALB","ALBEMARLE CORP","COM","012653101","16,835","0.1%","77,632","",""
"IT","GARTNER INC","COM","366651107","16,726","0.1%","49,762","",""
"EXR","EXTRA SPACE STORAGE INC","COM","30225T102","16,608","0.1%","112,846","",""
"QCOM","QUALCOMM INC","COM","747525103","16,607","0.1%","151,061","",""
"ACAD","ACADIA PHARMACEUTICALS INC","COM","004225108","16,388","0.1%","1,029,400","",""
"ON","ON SEMICONDUCTOR CORP","COM","682189105","16,029","0.1%","257,014","",""
"CEIX","CONSOL ENERGY INC NEW","COM","20854L108","15,970","0.1%","245,700","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","15,968","0.1%","36,957","",""
"WAL","WESTERN ALLIANCE BANCORP","COM","957638109","15,853","0.1%","266,181","",""
"TSLA","TESLA INC","COM","88160R101","15,825","0.1%","128,476","",""
"LEN-B","LENNAR CORP","CL B","526057302","15,709","0.1%","210,077","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","15,471","0.1%","93,362","",""
"EDR","ENDEAVOR GROUP HLDGS INC","CL A COM","29260Y109","15,228","0.1%","675,600","",""
"FHI","FEDERATED HERMES INC","CL B","314211103","15,141","0.1%","417,000","",""
"HIG","HARTFORD FINL SVCS GROUP INC","COM","416515104","15,121","0.1%","199,416","",""
"PSA","PUBLIC STORAGE","COM","74460D109","15,026","0.1%","53,628","",""
"GHIXU","GORES HOLDINGS IX INC","UNIT 01/14/2029","38287A200","14,940","0.1%","1,500,000","",""
"LPLA","LPL FINL HLDGS INC","COM","50212V100","14,652","0.1%","67,780","",""
"WTFC","WINTRUST FINL CORP","COM","97650W108","14,628","0.1%","173,073","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","14,607","0.1%","617,674","",""
"NTSX","WISDOMTREE TR","US EFFICIENT COR","97717Y790","14,602","0.1%","450,000","",""
"JKS","JINKOSOLAR HLDG CO LTD","SPONSORED ADR","47759T100","14,536","0.1%","355,600","",""
"PFFD","GLOBAL X FDS","US PFD ETF","37954Y657","14,527","0.1%","750,000","",""
"NBHC","NATIONAL BK HLDGS CORP","CL A","633707104","14,207","0.1%","337,700","",""
"IYH","ISHARES TR","US HLTHCARE ETF","464287762","14,185","0.1%","50,000","",""
"HEI-A","HEICO CORP NEW","CL A","422806208","14,037","0.1%","117,128","",""
"AFL","AFLAC INC","COM","001055102","13,956","0.1%","194,000","",""
"ZTS","ZOETIS INC","CL A","98978V103","13,878","0.1%","94,701","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","13,750","0.1%","90,727","",""
"CDAY","CERIDIAN HCM HLDG INC","COM","15677J108","13,535","0.1%","211,000","",""
"SYK","STRYKER CORPORATION","COM","863667101","13,446","0.1%","55,000","",""
"TA","TRAVELCENTERS OF AMERICA INC","COM NEW","89421B109","13,434","0.1%","300,000","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","13,385","0.1%","35,000","","put"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","13,385","0.1%","35,000","","call"
"QQQ","INVESCO QQQ TR","UNIT SER 1","46090E103","13,314","0.1%","50,000","","put"
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","13,251","0.1%","82,492","",""
"FHN","FIRST HORIZON CORPORATION","COM","320517105","13,145","0.1%","536,569","",""
"PENN","PENN ENTERTAINMENT INC","COM","707569109","12,998","0.1%","437,667","",""
"PLUG","PLUG POWER INC","COM NEW","72919P202","12,926","0.1%","1,044,953","",""
"SCRMU","SCREAMING EAGLE ACQUISITN CO","UNIT 01/05/2027","G79407113","12,900","0.1%","1,287,460","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","12,830","0.1%","129,000","",""
"AKRO","AKERO THERAPEUTICS INC","COM","00973Y108","12,823","0.1%","234,000","",""
"LBRDK","LIBERTY BROADBAND CORP","COM SER C","530307305","12,680","0.1%","166,262","",""
"META","META PLATFORMS INC","CL A","30303M102","12,613","0.1%","104,816","",""
"DNAD","SOCIAL CAP SUVRETTA HLDS CP","CLASS A ORD SHS","G8253Y105","12,562","0.1%","1,250,000","",""
"ADI","ANALOG DEVICES INC","COM","032654105","12,526","0.1%","76,370","",""
"WABC","WESTAMERICA BANCORPORATION","COM","957090103","12,485","0.1%","211,582","",""
"CALM","CAL MAINE FOODS INC","COM NEW","128030202","12,474","0.1%","229,100","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","12,434","0.1%","107,923","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","12,414","0.1%","725,000","",""
"DHR","DANAHER CORPORATION","COM","235851102","12,367","0.1%","46,597","",""
"RYT","INVESCO EXCHANGE TRADED FD T","S&P500 EQL TEC","46137V282","12,149","0.1%","50,000","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","12,115","0.1%","680,000","",""
"AVGO","BROADCOM INC","COM","11135F101","12,109","0.1%","21,658","",""
"EQIX","EQUINIX INC","COM","29444U700","12,012","0.1%","18,339","",""
"ED","CONSOLIDATED EDISON INC","COM","209115104","11,997","0.1%","125,883","",""
"JRVR","JAMES RIV GROUP LTD","COM","G5005R107","11,958","0.1%","571,900","",""
"YTPG","TPG PACE BENEFICIAL II CORP","COMMON STOCK","G89826104","11,847","0.1%","1,205,900","",""
"BRO","BROWN & BROWN INC","COM","115236101","11,686","0.1%","205,141","",""
"FIVN","FIVE9 INC","COM","338307101","11,671","0.1%","172,000","",""
"EIX","EDISON INTL","COM","281020107","11,639","0.1%","182,950","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","11,466","0.1%","44,518","",""
"RIVN","RIVIAN AUTOMOTIVE INC","COM CL A","76954A103","11,318","0.1%","614,139","",""
"TNK","TEEKAY TANKERS LTD","CL A","Y8565N300","11,282","0.1%","366,200","",""
"NOVA","SUNNOVA ENERGY INTL INC.","COM","86745K104","11,274","0.1%","626,039","",""
"MIDD","MIDDLEBY CORP","COM","596278101","11,274","0.1%","84,200","",""
"MYOV","MYOVANT SCIENCES LTD","COM","G637AM102","11,218","0.1%","416,100","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","11,191","0.1%","32,309","",""
"CTVA","CORTEVA INC","COM","22052L104","11,123","0.1%","189,248","",""
"FDX","FEDEX CORP","COM","31428X106","11,084","0.1%","64,000","",""
"IDXX","IDEXX LABS INC","COM","45168D104","11,043","0.1%","27,069","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","11,011","0.1%","20,769","",""
"PNM","PNM RES INC","COM","69349H107","10,997","0.1%","225,400","",""
"FDN","FIRST TR EXCHANGE-TRADED FD","DJ INTERNT IDX","33733E302","10,837","0.1%","88,000","",""
"SKGRU","SK GROWTH OPPORTUNITIES CORP","UNIT 06/28/2029","G8192N129","10,685","0.1%","1,000,000","",""
"","DAQO NEW ENERGY CORP","SPNSRD ADS NEW","23703Q203","10,652","0.1%","275,900","",""
"AHRN","AHREN ACQUISITION CORP","CLASS A ORD SHS","G01322109","10,609","0.1%","1,030,000","",""
"XLRE","SELECT SECTOR SPDR TR","RL EST SEL SEC","81369Y860","10,547","0.1%","285,603","",""
"VIVO","MERIDIAN BIOSCIENCE INC","COM","589584101","10,457","0.1%","314,900","",""
"BIP","BROOKFIELD INFRAST PARTNERS","LP INT UNIT","G16252101","10,365","0.1%","335,000","",""
"ETWO","E2OPEN PARENT HOLDINGS INC","COM CL A","29788T103","10,363","0.1%","1,765,500","",""
"EB","EVENTBRITE INC","COM CL A","29975E109","10,263","0.1%","1,751,500","",""
"SM","SM ENERGY CO","COM","78454L100","10,170","0.0%","292,000","",""
"RNA","AVIDITY BIOSCIENCES INC","COM","05370A108","10,151","0.0%","457,500","",""
"ORCL","ORACLE CORP","COM","68389X105","10,094","0.0%","123,500","",""
"PTVE","PACTIV EVERGREEN INC","COM","69526K105","10,089","0.0%","888,200","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","10,082","0.0%","148,596","",""
"THCP","THUNDER BRDG CAP PRTNRS IV I","CLASS A COM","88605L107","10,040","0.0%","1,000,000","",""
"MSCI","MSCI INC","COM","55354G100","10,025","0.0%","21,553","",""
"CORS","CORSAIR PARTNERING CORP","SHS CL A","G2540H108","10,024","0.0%","999,999","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","10,005","0.0%","214,000","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","9,970","0.0%","32,345","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","9,936","0.0%","1,409,400","",""
"ACRO","ACROPOLIS INFRASTRUCTURE ACQ","CL A","005029103","9,929","0.0%","999,999","",""
"GLNG","GOLAR LNG LTD","SHS","G9456A100","9,893","0.0%","434,100","",""
"CSTM","CONSTELLIUM SE","CL A SHS","F21107101","9,883","0.0%","835,500","",""
"LITT","LOGISTICS INNOVTN TECHNLGS C","CLASS A COM","54141L100","9,848","0.0%","975,114","",""
"RUN","SUNRUN INC","COM","86771W105","9,829","0.0%","409,232","",""
"AAWW","ATLAS AIR WORLDWIDE HLDGS IN","COM NEW","049164205","9,828","0.0%","97,500","",""
"IWM","ISHARES TR","RUSSELL 2000 ETF","464287655","9,589","0.0%","55,000","","put"
"CWEN","CLEARWAY ENERGY INC","CL C","18539C204","9,488","0.0%","297,718","",""
"POSH","POSHMARK INC","COM CL A","73739W104","9,467","0.0%","529,500","",""
"DLCA","DEEP LAKE CAPITAL ACQUSTN CO","CL A SHS","G27029100","9,383","0.0%","930,000","",""
"VIST","VISTA ENERGY S.A.B. DE C.V.","SPONSORED ADS","92837L109","9,275","0.0%","592,300","",""
"SLF.TO","SUN LIFE FINANCIAL INC.","COM","866796105","9,274","0.0%","200,000","",""
"KIE","SPDR SER TR","S&P INS ETF","78464A789","9,172","0.0%","224,000","",""
"MGI","MONEYGRAM INTL INC","COM NEW","60935Y208","9,172","0.0%","842,300","",""
"BIL","SPDR SER TR","BLOOMBERG 1-3 MO","78468R663","9,147","0.0%","100,000","",""
