"Manager","Report Date","Value ($000)","Shares","Option Type"
"MORGAN STANLEY","12/31/2018","78,210","2,039,406",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2018","71,319","1,861,767",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2018","67,623","1,764,501",""
"JPMORGAN CHASE & CO","12/31/2018","63,312","1,650,884",""
"BANK OF AMERICA CORP /DE/","12/31/2018","62,008","1,616,905",""
"MCDONALD CAPITAL INVESTORS INC/CA","12/31/2018","60,737","1,583,747",""
"Horizon Kinetics LLC","12/31/2018","59,487","1,551,152",""
"NEW SOUTH CAPITAL MANAGEMENT INC","12/31/2018","56,481","1,472,784",""
"Bank of New York Mellon Corp","12/31/2018","53,337","1,390,785",""
"Addenda Capital Inc.","12/31/2018","52,860","1,379,901",""
"CANNELL PETER B & CO INC","12/31/2018","50,263","1,310,648",""
"St. James Investment Company, LLC","12/31/2018","49,261","1,284,511",""
"PCJ Investment Counsel Ltd.","12/31/2018","48,125","1,256,246",""
"FMR LLC","12/31/2018","47,195","1,231,381",""
"EdgePoint Investment Group Inc.","12/31/2018","46,855","1,222,617",""
"BRUNI J V & CO /CO","12/31/2018","45,220","1,179,145",""
"Her Majesty the Queen in Right of the Province of Alberta as represented by Alberta Investment Management Corp","12/31/2018","61,033","1,166,540",""
"WELLS FARGO & COMPANY/MN","12/31/2018","44,602","1,163,029",""
"CIBC Private Wealth Group, LLC","12/31/2018","44,306","1,155,297",""
"OSTERWEIS CAPITAL MANAGEMENT INC","12/31/2018","43,995","1,147,209",""
"GOLDMAN SACHS GROUP INC","12/31/2018","43,834","1,143,010",""
"Greystone Managed Investments Inc.","12/31/2018","42,385","1,106,447",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2018","56,861","1,089,299",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2018","38,913","1,015,808",""
"CREDIT SUISSE AG/","12/31/2018","35,560","927,275",""
"Cumberland Partners Ltd","12/31/2018","34,976","912,369",""
"MUFG Securities EMEA plc","12/31/2018","33,442","872,030",""
"Public Sector Pension Investment Board","12/31/2018","32,671","852,880",""
"AGF INVESTMENTS INC.","12/31/2018","32,631","851,456",""
"CONFLUENCE INVESTMENT MANAGEMENT LLC","12/31/2018","29,302","764,058",""
"ARAVT GLOBAL LLC","12/31/2018","29,146","760,000",""
"BECK MACK & OLIVER LLC","12/31/2018","28,914","753,949",""
"STIFEL FINANCIAL CORP","12/31/2018","27,213","708,270",""
"State of Tennessee, Treasury Department","12/31/2018","26,382","688,403",""
"DEUTSCHE BANK AG\","12/31/2018","25,817","673,326",""
"AVIVA PLC","12/31/2018","25,726","670,313",""
"UBS Group AG","12/31/2018","25,184","656,678",""
"SCHWARTZ INVESTMENT COUNSEL INC","12/31/2018","24,747","645,300",""
"River Road Asset Management, LLC","12/31/2018","24,586","641,102",""
"NORTHERN TRUST CORP","12/31/2018","23,801","620,625",""
"Manitou Investment Management Ltd.","12/31/2018","25,461","608,002",""
"BARR E S & CO","12/31/2018","22,378","583,526",""
"PRIVATE MANAGEMENT GROUP INC","12/31/2018","22,173","578,167",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2018","21,199","552,175",""
"GREENLEA LANE CAPITAL MANAGEMENT, LLC","12/31/2018","21,129","550,950",""
"BAMCO INC /NY/","12/31/2018","20,934","545,878",""
"Select Equity Group, L.P.","12/31/2018","20,856","543,856",""
"TORONTO DOMINION BANK","12/31/2018","20,305","529,100",""
"Baskin Financial Services Inc.","12/31/2018","20,046","522,913",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2018","18,940","493,871",""
"Sather Financial Group Inc","12/31/2018","18,930","493,630",""
"CAPITAL ADVISORS INC/OK","12/31/2018","18,928","493,554",""
"Moerus Capital Management LLC","12/31/2018","18,811","490,513",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2018","17,349","452,906",""
"NORTHERN TRUST CORP","12/31/2018","15,759","410,918",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2018","15,228","397,055",""
"LGT CAPITAL PARTNERS LTD.","12/31/2018","15,019","392,020",""
"Compagnie Lombard Odier SCmA","12/31/2018","14,902","389,000",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2018","20,734","385,925",""
"Korea Investment CORP","12/31/2018","14,718","384,220",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2018","14,605","380,870",""
"RAYMOND JAMES & ASSOCIATES","12/31/2018","14,106","371,318",""
"FIRST FOUNDATION ADVISORS","12/31/2018","13,867","361,585",""
"Credential Qtrade Securities Inc.","12/31/2018","13,713","358,662",""
"BARCLAYS PLC","12/31/2018","13,435","350,319",""
"D. E. Shaw & Co., Inc.","12/31/2018","13,416","349,691",""
"Bridgewater Associates, LP","12/31/2018","13,184","344,154",""
"AXA","12/31/2018","13,120","342,098",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2018","13,019","339,493",""
"GREYSTONE INVESTMENT MANAGEMENT LLC","12/31/2018","12,817","337,374",""
"America First Investment Advisors, LLC","12/31/2018","12,762","332,769",""
"BOGLE INVESTMENT MANAGEMENT L P /DE/","12/31/2018","12,523","326,554",""
"Parametric Portfolio Associates LLC","12/31/2018","12,507","326,127",""
"PICTET ASSET MANAGEMENT LTD","12/31/2018","10,754","280,743",""
"TORONTO DOMINION BANK","12/31/2018","10,761","280,402",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2018","10,517","274,245",""
"CITADEL ADVISORS LLC","12/31/2018","10,195","265,822",""
"KARPAS STRATEGIES, LLC","12/31/2018","10,189","265,685",""
"HSBC HOLDINGS PLC","12/31/2018","10,155","264,632",""
"Russell Investments Group, Ltd.","12/31/2018","9,915","259,154",""
"Callahan Advisors, LLC","12/31/2018","9,614","250,687",""
"CITIGROUP INC","12/31/2018","9,531","248,835",""
"LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE","12/31/2018","9,409","245,356",""
"Vision Capital Corp","12/31/2018","9,190","239,641",""
"AMP Capital Investors Ltd","12/31/2018","9,071","238,671",""
"Aristotle Capital Management, LLC","12/31/2018","9,055","236,124",""
"JANUS HENDERSON GROUP PLC","12/31/2018","8,657","225,929",""
"Highstreet Asset Management Inc.","12/31/2018","8,373","218,471",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2018","7,802","203,440",""
"Nuveen Asset Management, LLC","12/31/2018","7,569","197,376",""
"ALPS ADVISORS INC","12/31/2018","7,091","184,900",""
"Smith, Salley & Associates","12/31/2018","6,684","174,311",""
"DAVIS-REA LTD.","12/31/2018","6,405","167,087",""
"LINCLUDEN MANAGEMENT LTD","12/31/2018","6,303","164,477",""
"CEDAR HILL ASSOCIATES, LLC","12/31/2018","6,039","157,478",""
"Timber Creek Capital Management LLC","12/31/2018","5,882","153,395",""
"LEE DANNER & BASS INC","12/31/2018","5,814","151,600",""
"JCIC Asset Management Inc.","12/31/2018","5,643","147,072",""
"Gratus Capital LLC","12/31/2018","5,488","143,093",""
"Mn Services Vermogensbeheer B.V.","12/31/2018","4,793","143,042",""
"Candriam Luxembourg S.C.A.","12/31/2018","5,459","142,506",""
"Sandy Spring Bank","12/31/2018","5,224","136,210",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2018","6,959","133,000",""
"OPPENHEIMER & CO INC","12/31/2018","5,082","132,508",""
"BB&T SECURITIES, LLC","12/31/2018","4,939","128,801",""
"Fosun International Ltd","12/31/2018","4,901","128,500",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2018","4,927","128,480",""
"NN Investment Partners Holdings N.V.","12/31/2018","4,844","126,300",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2018","4,748","123,805",""
"Raymond James Financial Services Advisors, Inc.","12/31/2018","4,696","123,600",""
"NORTHERN CAPITAL MANAGEMENT LLC","12/31/2018","4,666","121,666",""
"PNC Financial Services Group, Inc.","12/31/2018","4,441","115,794",""
"Cubist Systematic Strategies, LLC","12/31/2018","4,391","114,493",""
"Moon Capital Management, LLC","12/31/2018","4,348","113,386",""
"Adalta Capital Management LLC","12/31/2018","4,288","111,821",""
"Weather Gauge Advisory, LLC","12/31/2018","4,239","110,523",""
"Creative Planning","12/31/2018","4,113","107,244",""
"Lipe & Dalton","12/31/2018","3,950","103,000",""
"Rathbone Brothers plc","12/31/2018","3,943","102,914",""
"BROWN ADVISORY INC","12/31/2018","3,894","101,528",""
"State of New Jersey Common Pension Fund D","12/31/2018","3,619","94,369",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2018","3,618","94,349",""
"Parkside Investments, LLC","12/31/2018","3,616","94,312",""
"Man Group plc","12/31/2018","3,572","93,163",""
"AMERICAN CENTURY COMPANIES INC","12/31/2018","3,569","93,138",""
"ALLIANCEBERNSTEIN L.P.","12/31/2018","3,553","92,648",""
"Eaton Vance Management","12/31/2018","3,416","89,070",""
"GRAYBILL BARTZ & ASSOC LTD","12/31/2018","3,414","89,025",""
"Crossmark Global Holdings, Inc.","12/31/2018","3,359","87,590",""
"DekaBank Deutsche Girozentrale","12/31/2018","3,285","86,102",""
"CPWM, LLC","12/31/2018","3,230","84,212",""
"Castle Hook Partners LP","12/31/2018","3,155","82,258",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2018","3,009","78,509",""
"CULBERTSON A N & CO INC","12/31/2018","3,006","78,379",""
"Veritable, L.P.","12/31/2018","2,912","75,935",""
"MAD RIVER INVESTORS","12/31/2018","2,905","75,744",""
"Hillsdale Investment Management Inc.","12/31/2018","2,805","73,100",""
"Baird Financial Group, Inc.","12/31/2018","2,652","69,165",""
"Steinberg Global Asset Management","12/31/2018","2,630","68,572",""
"PECAUT & CO.","12/31/2018","2,624","68,425",""
"LOEB PARTNERS CORP","12/31/2018","2,592","67,573",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2018","2,502","65,253",""
"SHELL ASSET MANAGEMENT CO","12/31/2018","2,460","64,214",""
"COMERICA BANK","12/31/2018","2,567","61,098",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2018","2,280","59,464",""
"MEAG MUNICH ERGO KAPITALANLAGEGESELLSCHAFT MBH","12/31/2018","2,232","58,440",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","2,197","57,300","put"
"AMERIPRISE FINANCIAL INC","12/31/2018","2,187","57,025",""
"TORONTO DOMINION BANK","12/31/2018","2,149","56,000",""
"Radnor Capital Management, LLC","12/31/2018","2,147","55,986",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","2,121","55,304",""
"Taylor Hoffman Wealth Management","12/31/2018","2,056","53,613",""
"AQR CAPITAL MANAGEMENT LLC","12/31/2018","2,026","52,901",""
"SYNOVUS FINANCIAL CORP","12/31/2018","2,018","52,639",""
"KAYNE ANDERSON CAPITAL ADVISORS LP","12/31/2018","1,951","50,900",""
"Oak Grove Capital LLC","12/31/2018","1,937","50,500",""
"ArrowMark Colorado Holdings LLC","12/31/2018","1,898","49,500",""
"APPLETON PARTNERS INC/MA","12/31/2018","1,881","49,051",""
"BESSEMER GROUP INC","12/31/2018","1,726","45,000",""
"STEVENS CAPITAL MANAGEMENT LP","12/31/2018","1,701","44,356",""
"Marshall Wace North America L.P.","12/31/2018","1,679","43,865",""
"ROYAL BANK OF CANADA","12/31/2018","1,649","43,000","put"
"NATIXIS ADVISORS, L.P.","12/31/2018","1,630","42,506",""
"CADINHA & CO LLC","12/31/2018","1,606","41,880",""
"Twin Tree Management, LP","12/31/2018","1,595","41,600","call"
"HighTower Advisors, LLC","12/31/2018","1,584","41,246",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","2,114","40,748",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","2,114","40,748",""
"NORDEA INVESTMENT MANAGEMENT AB","12/31/2018","2,114","40,748",""
"GABELLI FUNDS LLC","12/31/2018","1,496","39,000",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2018","1,420","37,377",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2018","1,410","36,771",""
"Azimuth Capital Management LLC","12/31/2018","1,353","35,290",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2018","1,343","35,026",""
"Steward Partners Investment Advisory, LLC","12/31/2018","1,324","34,877",""
"FRONTIER INVESTMENT MGMT CO","12/31/2018","1,316","34,325",""
"Princeton Global Asset Management LLC","12/31/2018","1,309","34,135",""
"JANE STREET GROUP, LLC","12/31/2018","1,279","33,360",""
"Blue Fin Capital, Inc.","12/31/2018","1,228","32,027",""
"Blue Fin Capital, Inc.","12/31/2018","1,228","32,027",""
"Neuberger Berman Group LLC","12/31/2018","1,214","31,543",""
"Citizens Business Bank","12/31/2018","1,204","31,400",""
"Delta Investment Management, LLC","12/31/2018","1,201","31,337",""
"Nexus Investment Management Inc.","12/31/2018","1,153","30,071",""
"KLINGENSTEIN FIELDS & CO LLC","12/31/2018","1,147","29,900",""
"ExodusPoint Capital Management, LP","12/31/2018","1,129","29,433",""
"US BANCORP \DE\","12/31/2018","1,085","28,303",""
"Ancora Advisors, LLC","12/31/2018","1,083","28,233",""
"Walleye Trading LLC","12/31/2018","1,047","27,300","call"
"Janney Montgomery Scott LLC","12/31/2018","1,029","26,842",""
"LPL Financial LLC","12/31/2018","1,015","26,456",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2018","986","25,700",""
"Williams Jones & Associates LLC","12/31/2018","982","25,605",""
"Advisor Group, Inc.","12/31/2018","956","24,917",""
"Texas Yale Capital Corp.","12/31/2018","936","24,410",""
"IRIDIAN ASSET MANAGEMENT LLC/CT","12/31/2018","930","24,260",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2018","929","24,221",""
"COMMERZBANK AKTIENGESELLSCHAFT /FI","12/31/2018","904","23,563",""
"Legacy Financial Advisors, Inc.","12/31/2018","882","23,010",""
"Heritage Wealth Advisors","12/31/2018","867","22,610",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2018","865","22,556",""
"BRADLEY FOSTER & SARGENT INC/CT","12/31/2018","852","22,223",""
"Zurich Insurance Group Ltd/FI","12/31/2018","843","21,996",""
"BNP PARIBAS ASSET MANAGEMENT Holding S.A.","12/31/2018","831","21,876",""
"Rockefeller Capital Management L.P.","12/31/2018","833","21,728",""
"Sterling Capital Management LLC","12/31/2018","813","21,194",""
"Mraz, Amerine & Associates, Inc.","12/31/2018","811","21,151",""
"PenderFund Capital Management Ltd.","12/31/2018","1,163","20,894",""
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.","12/31/2018","775","20,221",""
"Knowledge Leaders Capital, LLC","12/31/2018","752","19,599",""
"Brown Advisory Securities, LLC","12/31/2018","742","19,548",""
"CAPITAL INSIGHT PARTNERS, LLC","12/31/2018","742","19,349",""
"Neuburgh Advisers LLC","12/31/2018","735","18,802",""
"FIFTH THIRD BANCORP","12/31/2018","709","18,477",""
"CITADEL ADVISORS LLC","12/31/2018","706","18,400","put"
"BRIDGES INVESTMENT MANAGEMENT INC","12/31/2018","696","18,170",""
"Sarasin & Partners LLP","12/31/2018","690","18,000",""
"Parsec Financial Management, Inc.","12/31/2018","684","17,844",""
"Doyle Wealth Management","12/31/2018","676","17,618",""
"ATRIA INVESTMENTS LLC","12/31/2018","664","17,304",""
"Dean Capital Investments Management, LLC","12/31/2018","650","16,960",""
"Lester Murray Antman dba SimplyRich","12/31/2018","627","16,506",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2018","627","16,360",""
"Anson Funds Management LP","12/31/2018","614","16,000",""
"SUNTRUST BANKS INC","12/31/2018","613","15,983",""
"Gulf International Bank (UK) Ltd","12/31/2018","609","15,875",""
"Advisory Services Network, LLC","12/31/2018","597","15,571",""
"Flinton Capital Management LLC","12/31/2018","606","15,484",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2018","579","15,091",""
"SEARLE & CO.","12/31/2018","575","15,000",""
"BOENNING & SCATTERGOOD, INC.","12/31/2018","575","15,000",""
"BLUESTEIN R H & CO","12/31/2018","575","15,000",""
"World Asset Management Inc","12/31/2018","575","14,994",""
"CONNING INC.","12/31/2018","566","14,749",""
"Vivaldi Capital Management, LLC","12/31/2018","556","14,499",""
"Jackson Hole Capital Partners, LLC","12/31/2018","533","13,897",""
"RIVERHEAD CAPITAL MANAGEMENT LLC","12/31/2018","540","13,800",""
"Schneider Downs Wealth Management Advisors, LP","12/31/2018","527","13,750",""
"ARMSTRONG SHAW ASSOCIATES INC/CT","12/31/2018","523","13,650",""
"Dynamic Advisor Solutions LLC","12/31/2018","571","13,641",""
"Verition Fund Management LLC","12/31/2018","522","13,622",""
"TIAA, FSB","12/31/2018","516","13,466",""
"LEVIN CAPITAL STRATEGIES, L.P.","12/31/2018","509","13,275",""
"Essex Financial Services, Inc.","12/31/2018","507","13,219",""
"BLAIR WILLIAM & CO/IL","12/31/2018","658","13,159",""
"Giverny Capital Inc.","12/31/2018","496","12,938",""
"RMB Capital Management, LLC","12/31/2018","486","12,657",""
"United Income, Inc.","12/31/2018","481","12,550",""
"Oakworth Capital, Inc.","12/31/2018","480","12,516",""
"Bienville Capital Management, LLC","12/31/2018","479","12,500",""
"Russell Investments Group, Ltd.","12/31/2018","475","12,368",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2018","469","12,220",""
"Cambridge Investment Research Advisors, Inc.","12/31/2018","468","12,202",""
"Tyers Asset Management LLC","12/31/2018","476","12,166",""
"CIGNA INVESTMENTS INC /NEW","12/31/2018","461","12,011",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","460","12,000","call"
"Mirae Asset Global Investments Co., Ltd.","12/31/2018","441","11,502",""
"CITADEL ADVISORS LLC","12/31/2018","441","11,500","call"
"Walleye Trading LLC","12/31/2018","422","11,000","put"
"Mariner, LLC","12/31/2018","421","10,987",""
"BARCLAYS PLC","12/31/2018","418","10,900","put"
"CIDEL ASSET MANAGEMENT INC","12/31/2018","412","10,750",""
"Harbour Capital Advisors, LLC","12/31/2018","412","10,750",""
"Red Cedar Capital, LLC","12/31/2018","403","10,500",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2018","400","10,421",""
"CRA Financial Services, LLC","12/31/2018","384","10,000",""
"ROYAL BANK OF CANADA","12/31/2018","384","10,000","call"
"BOOTHBAY FUND MANAGEMENT, LLC","12/31/2018","380","9,900",""
"Paloma Partners Management Co","12/31/2018","376","9,794",""
"Visionary Asset Management, Inc.","12/31/2018","371","9,663",""
"TWO SIGMA SECURITIES, LLC","12/31/2018","364","9,500","put"
"GLENMEDE TRUST CO NA","12/31/2018","363","9,469",""
"Geneos Wealth Management Inc.","12/31/2018","347","9,141",""
"MERITAGE PORTFOLIO MANAGEMENT","12/31/2018","345","9,000",""
"Glen Harbor Capital Management LLC","12/31/2018","346","8,848",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2018","459","8,769",""
"AlphaCrest Capital Management LLC","12/31/2018","335","8,743",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","323","8,440",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","323","8,440",""
"LVW Advisors, LLC","12/31/2018","307","7,998",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2018","306","7,961",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2018","305","7,953",""
"Gideon Capital Advisors, Inc.","12/31/2018","304","7,914",""
"Arcus Capital Partners, LLC","12/31/2018","302","7,873",""
"M&T Bank Corp","12/31/2018","294","7,666",""
"STEPHENS INC /AR/","12/31/2018","292","7,626",""
"BREWIN DOLPHIN Ltd","12/31/2018","292","7,621",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2018","287","7,500",""
"QS Investors, LLC","12/31/2018","284","7,404",""
"REGIONS FINANCIAL CORP","12/31/2018","277","7,222",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2018","276","7,200",""
"MANNING & NAPIER GROUP, LLC","12/31/2018","268","7,000",""
"ADVISOR PARTNERS LLC","12/31/2018","268","6,993",""
"MILLENNIUM MANAGEMENT LLC","12/31/2018","265","6,898",""
"Covington Capital Management","12/31/2018","263","6,861",""
"BOKF, NA","12/31/2018","262","6,843",""
"Aull & Monroe Investment Management Corp","12/31/2018","260","6,832",""
"Prospera Financial Services Inc","12/31/2018","259","6,750",""
"GARRISON POINT ADVISORS, LLC","12/31/2018","259","6,750",""
"People's United Financial, Inc.","12/31/2018","258","6,730",""
"MARSHALL WACE, LLP","12/31/2018","257","6,700",""
"WHITTIER TRUST CO","12/31/2018","255","6,644",""
"Segment Wealth Management, LLC","12/31/2018","249","6,497",""
"WOLVERINE TRADING, LLC","12/31/2018","242","6,380",""
"SIMPLEX TRADING, LLC","12/31/2018","243","6,340",""
"Gilbert & Cook, Inc.","12/31/2018","243","6,330",""
"WITTENBERG INVESTMENT MANAGEMENT, INC.","12/31/2018","242","6,300",""
"Chicago Partners Investment Group LLC","12/31/2018","256","6,292",""
"Evercore Wealth Management, LLC","12/31/2018","241","6,277",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2018","241","6,277",""
"Fisher Asset Management, LLC","12/31/2018","238","6,217",""
"QUADRANT CAPITAL GROUP LLC","12/31/2018","236","6,192",""
"Laurel Wealth Advisors, Inc.","12/31/2018","237","6,187",""
"Lourd Capital, LLC","12/31/2018","228","5,939",""
"Virginia National Bank","12/31/2018","221","5,771",""
"TWO SIGMA SECURITIES, LLC","12/31/2018","221","5,766",""
"COLONY GROUP LLC","12/31/2018","217","5,665",""
"Simmons Bank","12/31/2018","216","5,625",""
"ARTHUR M. COHEN & ASSOCIATES, LLC","12/31/2018","248","5,574",""
"FIRST MERCANTILE TRUST CO","12/31/2018","213","5,560",""
"SKBA CAPITAL MANAGEMENT LLC","12/31/2018","212","5,525",""
"Douglas Lane & Associates, LLC","12/31/2018","211","5,500",""
"Atlantic Trust, LLC","12/31/2018","210","5,481",""
"Dynamic Technology Lab Private Ltd","12/31/2018","209","5,448",""
"WSFS CAPITAL MANAGEMENT, LLC","12/31/2018","209","5,442",""
"USCA RIA LLC","12/31/2018","208","5,432",""
"LETKO, BROSSEAU & ASSOCIATES INC","12/31/2018","207","5,409",""
"Checchi Capital Advisers, LLC","12/31/2018","207","5,387",""
"CORTLAND ASSOCIATES INC/MO","12/31/2018","206","5,377",""
"Enlightenment Research, LLC","12/31/2018","203","5,300",""
"Capital Bank & Trust Co","12/31/2018","201","5,250",""
"BRONFMAN E.L. ROTHSCHILD, L.P.","12/31/2018","200","5,208",""
"PEAK6 Investments LLC","12/31/2018","192","5,000","put"
"BARCLAYS PLC","12/31/2018","192","5,000","call"
"FTB Advisors, Inc.","12/31/2018","188","4,911",""
"Squar Milner Financial Services LLC","12/31/2018","187","4,880",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2018","187","4,877",""
"PEAK6 Investments LLC","12/31/2018","180","4,700","call"
"NEXT Financial Group, Inc","12/31/2018","176","4,592",""
"We Are One Seven, LLC","12/31/2018","162","4,238",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2018","213","4,079",""
"IFP Advisors, Inc","12/31/2018","137","3,597",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2018","134","3,500",""
"First Personal Financial Services","12/31/2018","131","3,417",""
"Walleye Trading LLC","12/31/2018","129","3,368",""
"Veritas Investment Management (UK) Ltd","12/31/2018","151","2,884",""
"Valeo Financial Advisors, LLC","12/31/2018","96","2,491",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","95","2,481",""
"ATHENA CAPITAL ADVISORS LLC","12/31/2018","92","2,400",""
"Burt Wealth Advisors","12/31/2018","91","2,380",""
"PIN OAK INVESTMENT ADVISORS INC","12/31/2018","91","2,366",""
"Fortis Advisors, LLC","12/31/2018","90","2,350",""
"Signet Investment Advisory Group, Inc.","12/31/2018","88","2,300",""
