Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF264023 Corp-20180208,2/8/2018,Cornerstone Building Brands Inc,"415,000,000","103,750,000",1
BF256366 Corp-20180208,2/8/2018,Lux Velvet Holding Sarl,"514,461,250","257,230,625",4
BF199546 Corp-20180208,2/8/2018,Canyon Valor Cos Inc,"1,412,904,356","470,968,119",3
BF126876 Corp-20180209,2/9/2018,Dropbox Inc,"125,000,000","17,857,143",1
BF265022 Corp-20180212,2/12/2018,Victory Capital Holdings Inc,"410,000,000","205,000,000",2
BF262811 Corp-20180212,2/12/2018,GrafTech Finance Inc,"1,750,000,000","350,000,000",2
BF244686 Corp-20180212,2/12/2018,Flash Charm Inc,"522,400,000","261,200,000",1
BF262744 Corp-20180214,2/14/2018,Exactech Inc,"285,000,000","57,000,000",2
BF261931 Corp-20180215,2/15/2018,Imagine Learning LLC/AZ,"355,000,000","177,500,000",2
BF236072 Corp-20180215,2/15/2018,New Arclin US Holding Corp,"558,000,000","279,000,000",2
BF191209 Corp-20180216,2/16/2018,Shenandoah Telecommunications Co,"960,000,000","480,000,000",3
BF098282 Corp-20180216,2/16/2018,Hydro-Quebec,"2,000,000,000","500,000,000",1
LN416246 Corp-20180216,2/16/2018,Greystar Student Housing Growth and Income OP LP,"600,000,000","100,000,000",1
BF226984 Corp-20180220,2/20/2018,Vistra Operations Co LLC,"990,000,000","141,428,571",1
BF738127 Corp-20180221,2/21/2018,Schurz Communications Inc,"250,000,000","125,000,000",2
BF707012 Corp-20180222,2/22/2018,TransDigm Inc,"1,809,905,000","180,990,500",1
BF242950 Corp-20180222,2/22/2018,ProPetro Services Inc,"50,000,000","10,000,000",1
BF240393 Corp-20180223,2/23/2018,Archrock Partners Operating LLC,"150,000,000","21,428,571",1
BF052520 Corp-20180223,2/23/2018,Infor US LLC,"120,000,000","15,000,000",1
BF091290 Corp-20180223,2/23/2018,Apex Tool Group LLC,"1,083,537,500","154,791,071",2
BF054965 Corp-20180226,2/26/2018,Zayo Group LLC,"150,000,000","21,428,571",1
BF805907 Corp-20180226,2/26/2018,Raycom TV Broadcasting LLC,"598,500,000","99,750,000",1
BF185698 Corp-20180227,2/27/2018,Western Digital Corp,"7,271,875,000","661,079,546",2
BF049264 Corp-20180227,2/27/2018,Flying Fortress Holdings LLC,"750,000,000","375,000,000",1
BF257676 Corp-20180228,2/28/2018,Accudyne Industries Borrower SCA,"822,937,500","137,156,250",1
BF290499 Corp-20180228,2/28/2018,Graham Construction Fund,"117,075,000","117,075,000",1
BF262187 Corp-20180301,3/1/2018,Phoenix Services International LLC,"530,000,000","132,500,000",2
BF228967 Corp-20180301,3/1/2018,Genesys Cloud Services Holdings II LLC,"2,225,469,485","556,367,371",2
BF241536 Corp-20180301,3/1/2018,DiversiTech Holdings Inc,"348,400,000","87,100,000",2
BF266833 Corp-20180301,3/1/2018,Kingsett Senior Mortgage Fund LP,"77,688,000","38,844,000",1
BF221454 Corp-20180302,3/2/2018,Polyconcept North America Holdings Inc,"479,000,000","159,666,667",2
BF259204 Corp-20180302,3/2/2018,Canadian Derivatives Clearing Corp,"310,086,000","310,086,000",1
BF259186 Corp-20180302,3/2/2018,Northwest Healthcare Properties Real Estate Investment Trust,"113,956,605","113,956,605",2
BF274255 Corp-20180304,3/4/2018,BGL Group Ltd,"415,380,000","83,076,000",1
BF095025 Corp-20180306,3/6/2018,Anglo American Capital PLC,"4,500,000,000","187,500,000",1
BF263012 Corp-20180307,3/7/2018,"Flora Food Management US Corp,Flora Food Management BV","4,327,217,000","332,862,846",3
LN408079 Corp-20180307,3/7/2018,TECO Finance Inc,"200,000,000","40,000,000",2
BF092574 Corp-20180307,3/7/2018,Franco-Nevada Corp,"1,000,000,000","500,000,000",1
BF124005 Corp-20180307,3/7/2018,Delos Finance Sarl,"1,500,000,000","250,000,000",1
BF263584 Corp-20180307,3/7/2018,Westrock Co,"3,800,000,000","271,428,571",3
BF264546 Corp-20180308,3/8/2018,Gem Acquisitions Inc,"415,000,000","83,000,000",2
BF264550 Corp-20180308,3/8/2018,Gem Acquisitions Inc,"120,000,000","24,000,000",1
BF263781 Corp-20180309,3/9/2018,Vectra Co,"475,000,000","158,333,334",2
BF263785 Corp-20180309,3/9/2018,Vectra Co,"140,000,000","46,666,667",1
BF228686 Corp-20180312,3/12/2018,AI Aqua Merger Sub Inc,"741,137,500","185,284,375",3
BF783742 Corp-20180313,3/13/2018,National Grid Electricity Distribution West Midlands PLC,"419,142,000","52,392,750",1
BF141137 Corp-20180313,3/13/2018,National Grid Electricity Distribution East Midlands PLC,"419,142,000","52,392,750",1
BF512814 Corp-20180313,3/13/2018,Honda Canada Finance Inc,"1,236,744,000","618,372,000",2
BF266471 Corp-20180314,3/14/2018,Apache Corp,"4,000,000,000","400,000,000",1
BF141780 Corp-20180314,3/14/2018,Tyson Foods Inc,"1,750,000,000","250,000,000",1
BF264490 Corp-20180314,3/14/2018,Zest Acquisition Corp,"115,000,000","28,750,000",1
BF264486 Corp-20180314,3/14/2018,Zest Acquisition Corp,"315,000,000","78,750,000",2
BF264974 Corp-20180316,3/16/2018,General Dynamics Corp,"7,500,000,000","1,875,000,000",1
BF174073 Corp-20180316,3/16/2018,Prime Security Services Borrower LLC,"350,000,000","87,500,000",1
BF267711 Corp-20180316,3/16/2018,Meritage Midstream Services II LLC,"500,000,000","125,000,000",1
BF061236 Corp-20180319,3/19/2018,Tank Holding Corp,"432,000,000","216,000,000",2
BF136960 Corp-20180320,3/20/2018,NVA Holdings Inc,"140,000,000","35,000,000",1
BF290504 Corp-20180320,3/20/2018,Lakeview Community Partners Ltd,"141,106,891","141,106,891",1
BF048438 Corp-20180321,3/21/2018,National Grid Electricity Distribution South West PLC,"344,950,200","43,118,775",1
BF270988 Corp-20180321,3/21/2018,IPI IM Holdings LLC,"350,000,000","116,666,667",2
BF221524 Corp-20180321,3/21/2018,Husky Midstream LP,"941,885,140","313,961,713",3
BF046230 Corp-20180321,3/21/2018,Prestige Brands Inc,"975,000,000","195,000,000",1
BF119869 Corp-20180321,3/21/2018,AtkinsRealis Group Inc,"2,007,296,200","223,032,911",2
BF170400 Corp-20180322,3/22/2018,Life Time Inc,"200,000,000","16,666,667",1
BF238551 Corp-20180322,3/22/2018,Select Medical Corp,"1,591,375,000","198,921,875",2
BF228000 Corp-20180322,3/22/2018,Wolf Pipeline Inc,"1,178,007,600","294,501,900",2
BF197989 Corp-20180322,3/22/2018,MFS Funds/USA,"1,250,000,000","312,500,000",2
BF220271 Corp-20180322,3/22/2018,Starz Capital Holdings LLC,"2,250,000,000","281,250,000",2
BF174003 Corp-20180323,3/23/2018,Getty Realty Corp,"300,000,000","75,000,000",2
BF174398 Corp-20180327,3/27/2018,Stellantis NV,"7,758,437,500","517,229,166",2
BF244869 Corp-20180328,3/28/2018,Hoya Midco LLC,"522,375,000","130,593,750",1
BF290510 Corp-20180328,3/28/2018,Seaton TFPM Inc,"166,696,426","166,696,426",1
LN422451 Corp-20180328,3/28/2018,Ovintiv Canada ULC,"2,500,000,000","833,333,333",1
BF176302 Corp-20180328,3/28/2018,Spectrum Brands Inc,"100,000,000","25,000,000",1
BF266555 Corp-20180329,3/29/2018,Glencore PLC,"9,085,000,000","302,833,333",2
BF267763 Corp-20180329,3/29/2018,American Tower Corp,"1,500,000,000","500,000,000",1
BF271724 Corp-20180329,3/29/2018,Vesta Energy Corp,"271,286,400","135,643,200",1
BF241378 Corp-20180329,3/29/2018,Ruby Pipeline LLC,"187,500,000","187,500,000",1
LN185605 Corp-20180329,3/29/2018,Mediacom Illinois LLC,"1,150,000,000","95,833,333",2
LN293769 Corp-20180329,3/29/2018,Cinemark USA Inc,"659,517,000","131,903,400",1
BF267651 Corp-20180329,3/29/2018,CyrusOne LP,"3,000,000,000","600,000,000",4
BF271145 Corp-20180330,3/30/2018,Longwood Energy Partners LLC,"40,000,000","13,333,333",1
BF105388 Corp-20180331,3/31/2018,Gibson Energy Inc,"433,607,440","433,607,440",1
BF517712 Corp-20180402,4/2/2018,USA Compression Partners LP,"1,600,000,000","320,000,000",1
BF242720 Corp-20180402,4/2/2018,Focus Financial Partners LLC,"200,000,000","100,000,000",1
BF129249 Corp-20180402,4/2/2018,"Civeo US Holdings LLC,Civeo Canada Inc,Civeo Corp","524,537,610","524,537,610",4
BF254196 Corp-20180403,4/3/2018,Cast & Crew LLC,"494,000,000","98,800,000",1
BF171738 Corp-20180403,4/3/2018,Chemours Co/The,"2,129,327,500","266,165,938",3
BF098813 Corp-20180403,4/3/2018,CDW LLC,"1,464,342,562","146,434,256",1
BF267935 Corp-20180403,4/3/2018,CHS/Community Health Systems Inc,"1,000,000,000","166,666,667",1
BF178899 Corp-20180405,4/5/2018,Osmose Holdings Inc,"96,000,000","48,000,000",1
BF182432 Corp-20180405,4/5/2018,Coty Inc,"9,180,172,550","834,561,140",5
BF096411 Corp-20180406,4/6/2018,Enable Midstream Partners LP,"1,750,000,000","350,000,000",1
BF232911 Corp-20180406,4/6/2018,Modern Niagara Group Inc,"78,413,200","78,413,200",1
BF268046 Corp-20180410,4/10/2018,Nutrien Ltd,"4,500,000,000","900,000,000",1
BF265826 Corp-20180412,4/12/2018,Cornerstone Building Brands Inc,"1,870,000,000","155,833,333",2
BF268907 Corp-20180412,4/12/2018,Cornerstone Building Brands Inc,"360,000,000","30,000,000",1
BF273359 Corp-20180413,4/13/2018,HOCHTIEF AG,"22,442,510,960","831,204,110",2
BF177941 Corp-20180413,4/13/2018,AssuredPartners Inc,"1,518,000,000","216,857,143",2
BF265929 Corp-20180416,4/16/2018,Vyaire Medical Inc,"485,000,000","121,250,000",2
BF268568 Corp-20180416,4/16/2018,PG&E Corp,"350,000,000","116,666,667",1
BF252698 Corp-20180416,4/16/2018,West Technology Group LLC,"700,000,000","87,500,000",1
BF177560 Corp-20180416,4/16/2018,"SS&C Technologies Inc,SS&C European Holdings Sarl","6,845,794,684","977,970,669",2
BF269110 Corp-20180418,4/18/2018,Employbridge LLC,"485,000,000","161,666,667",1
BF130930 Corp-20180418,4/18/2018,Employbridge LLC,"250,000,000","250,000,000",1
BF262446 Corp-20180418,4/18/2018,"EG America LLC,EG Finco Ltd","2,066,830,250","205,319,389",3
BF268498 Corp-20180418,4/18/2018,General Motors Co,"2,000,000,000","100,000,000",1
BF075043 Corp-20180418,4/18/2018,General Motors Co,"10,500,000,000","500,000,000",1
BF083867 Corp-20180418,4/18/2018,General Motors Co,"4,000,000,000","200,000,000",1
BF268956 Corp-20180419,4/19/2018,Dollar Tree Inc,"2,032,000,000","338,666,666",2
BF560502 Corp-20180419,4/19/2018,AltaLink LP,"593,110,500","296,555,250",1
BF197040 Corp-20180419,4/19/2018,APLP Holdings LP,"710,000,000","118,333,333",2
BF232793 Corp-20180419,4/19/2018,AltaLink LP,"395,407,000","197,703,500",1
BF626478 Corp-20180419,4/19/2018,CoreSite LP,"850,000,000","170,000,000",4
BF024496 Corp-20180419,4/19/2018,Bausch Health Americas Inc,"60,000,000","6,250,000",1
BF123540 Corp-20180419,4/19/2018,CoreSite LP,"200,000,000","50,000,000",1
BF251554 Corp-20180420,4/20/2018,TGP Holdings III LLC,"340,725,000","85,181,250",3
BF251345 Corp-20180420,4/20/2018,Helix Acquisition Holdings Inc,"383,000,000","383,000,000",2
BF249286 Corp-20180420,4/20/2018,ClubCorp Holdings Inc,"1,150,640,000","191,773,333",1
BF265254 Corp-20180420,4/20/2018,"EG America LLC,EG Finco Ltd","489,916,348","44,537,850",2
BF163120 Corp-20180420,4/20/2018,Veresen Midstream LP,"2,158,810,500","269,851,313",2
BF177095 Corp-20180423,4/23/2018,Cable One Inc,"496,300,000","124,075,000",1
BF269344 Corp-20180426,4/26/2018,Southwestern Energy Co,"2,000,000,000","285,714,286",1
LN303225 Corp-20180426,4/26/2018,Ford Motor Co,"13,400,000,000","744,444,444",2
BF274163 Corp-20180430,4/30/2018,Liberty Market Tower Inc,"129,005,336","129,005,336",1
BF257809 Corp-20180430,4/30/2018,Serafina Energy Ltd,"77,972,400","77,972,400",1
BF270143 Corp-20180430,4/30/2018,DNOW Inc,"750,000,000","250,000,000",1
BF247767 Corp-20180430,4/30/2018,MidAmerican Energy Co,"900,000,000","112,500,000",1
BF269676 Corp-20180430,4/30/2018,ADMI Corp,"945,000,000","189,000,000",2
BF106066 Corp-20180430,4/30/2018,New Trident Holdcorp Inc,"216,000,000","72,000,000",1
BF228821 Corp-20180501,5/1/2018,Proampac PG Borrower LLC,"275,000,000","137,500,000",2
BF264751 Corp-20180501,5/1/2018,Guidehouse LLP,"365,000,000","91,250,000",2
BF116161 Corp-20180501,5/1/2018,One Call Corp,"1,012,339,522","168,723,254",2
BF267210 Corp-20180501,5/1/2018,Pre-Paid Legal Services Inc,"150,000,000","30,000,000",1
BF267203 Corp-20180501,5/1/2018,Pre-Paid Legal Services Inc,"600,000,000","120,000,000",2
BF264759 Corp-20180501,5/1/2018,Guidehouse LLP,"105,000,000","26,250,000",1
BF277602 Corp-20180501,5/1/2018,Kinder Morgan Cochin ULC,"388,964,500","194,482,250",1
BF270010 Corp-20180502,5/2/2018,PBF Holding Co LLC,"3,400,000,000","340,000,000",1
BF274567 Corp-20180502,5/2/2018,THQ-XcL Holdings I LLC,"75,000,000","37,500,000",1
BF655901 Corp-20180502,5/2/2018,Midcontinent Communications,"380,700,000","76,140,000",1
BF270781 Corp-20180502,5/2/2018,Viterra Finance BV,"3,975,000,000","305,769,231",2
BF199879 Corp-20180502,5/2/2018,Essent Group Ltd,"125,000,000","41,666,666",2
BF129798 Corp-20180502,5/2/2018,Tapstone Energy Predecessor LLC,"1,000,000,000","111,111,111",1
BF290507 Corp-20180503,5/3/2018,Mosaic Transit Partners GP,"475,797,594","95,159,519",1
BF714904 Corp-20180503,5/3/2018,CACI International Inc,"2,038,393,555","226,488,173",2
BF265022 Corp-20180503,5/3/2018,Victory Capital Holdings Inc,"50,000,000","25,000,000",1
BF274166 Corp-20180504,5/4/2018,BID Group Holdings Ltd,"42,818,050","42,818,050",2
BF213446 Corp-20180504,5/4/2018,RioCan Real Estate Investment Trust,"778,510,000","259,503,334",2
BF268730 Corp-20180504,5/4/2018,Amneal Pharmaceuticals LLC,"500,000,000","166,666,667",1
BF264938 Corp-20180504,5/4/2018,Amneal Pharmaceuticals LLC,"2,700,000,000","900,000,000",1
BF270397 Corp-20180507,5/7/2018,TELUS Corp,"1,751,150,250","350,230,050",1
LN339155 Corp-20180507,5/7/2018,NRG Energy Inc,"169,000,000","11,266,667",1
BF268413 Corp-20180508,5/8/2018,KeyW Corp/The,"75,000,000","18,750,000",1
BF268336 Corp-20180508,5/8/2018,Mavenir Systems Inc,"610,000,000","152,500,000",2
BF270406 Corp-20180508,5/8/2018,"KeyW Holding Corp/The,KeyW Corp/The","265,000,000","66,250,000",2
BF290516 Corp-20180509,5/9/2018,AltaGas Ltd,"3,013,537,853","1,004,512,618",2
BF232264 Corp-20180509,5/9/2018,TFI International Inc,"389,132,500","194,566,250",2
BF260469 Corp-20180510,5/10/2018,McDermott Technology Americas Inc,"4,960,000,000","826,666,668",4
BF270421 Corp-20180510,5/10/2018,Atlantica Sustainable Infrastructure Ltd,"215,000,000","30,714,286",1
BF270569 Corp-20180510,5/10/2018,Array Digital Infrastructure Inc,"300,000,000","50,000,000",1
BF178074 Corp-20180510,5/10/2018,Alliant Holdings Intermediate LLC,"2,286,217,951","228,621,795",3
BF882772 Corp-20180510,5/10/2018,Service Properties Trust,"1,400,000,000","350,000,000",2
BF270382 Corp-20180510,5/10/2018,Zephyr Bidco Ltd,"1,212,123,500","173,160,501",3
BF270618 Corp-20180510,5/10/2018,Zephyr Bidco Ltd,"242,982,000","34,711,714",1
BF243302 Corp-20180510,5/10/2018,Obsidian Energy Ltd,"344,386,240","172,193,120",1
BF270487 Corp-20180510,5/10/2018,Telephone and Data Systems Inc,"400,000,000","66,666,667",1
BF264618 Corp-20180511,5/11/2018,CD&R Firefly Bidco PLC,"2,004,235,206","209,909,781",4
BF235673 Corp-20180511,5/11/2018,Crown Eagle Energy LP,"500,000,000","71,428,571",1
BF255415 Corp-20180511,5/11/2018,TerraForm Power Operating LLC,"349,125,000","58,187,500",1
BF202747 Corp-20180514,5/14/2018,"Apleona Ltd,Apleona GmbH","949,505,100","118,688,138",3
BF269225 Corp-20180515,5/15/2018,BW NHHC Holdco Inc,"740,000,000","148,000,000",2
BF232795 Corp-20180515,5/15/2018,AltaGas Ltd,"300,000,000","100,000,000",1
BF652205 Corp-20180515,5/15/2018,AltaGas Ltd,"1,088,617,600","362,872,533",1
BF174208 Corp-20180515,5/15/2018,Big Jack Holdings LP,"275,000,000","137,500,000",2
BF274346 Corp-20180515,5/15/2018,Flex Intermediate Holdco LLC,"2,415,000,000","172,500,000",3
BF185698 Corp-20180515,5/15/2018,Western Digital Corp,"2,455,205,969","491,041,194",1
BF269230 Corp-20180515,5/15/2018,BW NHHC Holdco Inc,"195,000,000","39,000,000",1
BF241144 Corp-20180515,5/15/2018,Deliver Buyer Inc,"200,000,000","40,000,000",1
BF272244 Corp-20180516,5/16/2018,ERAC USA Finance LLC,"1,000,000,000","166,666,667",1
BF124891 Corp-20180518,5/18/2018,William Morris Endeavor Entertainment LLC,"2,975,000,000","330,555,555",2
BF271233 Corp-20180518,5/18/2018,Quest Software US Holdings Inc,"1,565,000,000","313,000,000",2
LN215651 Corp-20180518,5/18/2018,Ontario Power Generation Inc,"776,060,000","388,030,000",2
BF269668 Corp-20180518,5/18/2018,Quest Software US Holdings Inc,"330,000,000","66,000,000",1
BF246827 Corp-20180518,5/18/2018,Enterprise Holdings Inc,"2,500,000,000","416,666,667",1
BF104529 Corp-20180518,5/18/2018,Microchip Technology Inc,"3,844,262,500","274,590,179",4
BF229489 Corp-20180518,5/18/2018,BroadStreet Partners Inc,"593,993,388","197,997,796",2
BF123197 Corp-20180521,5/21/2018,Global Atlantic Financial Co,"1,000,000,000","333,333,333",1
BF317722 Corp-20180522,5/22/2018,Autokiniton US Holdings Inc,"75,000,000","15,000,000",1
BF269628 Corp-20180522,5/22/2018,Autokiniton US Holdings Inc,"450,000,000","90,000,000",1
BF269631 Corp-20180522,5/22/2018,L&W Inc,"75,000,000","18,750,000",1
BF048121 Corp-20180522,5/22/2018,Summit Materials LLC,"634,000,000","105,666,667",1
BF173498 Corp-20180522,5/22/2018,Cheniere Corpus Christi Holdings LLC,"6,137,411,726","236,054,297",2
BF351130 Corp-20180522,5/22/2018,Westboro Mortgage Investment Corp,"54,687,080","27,343,540",2
BF235064 Corp-20180522,5/22/2018,Navico Group Americas LLC,"90,000,000","90,000,000",1
BF050706 Corp-20180523,5/23/2018,EP Energy LLC,"629,420,912","78,677,614",1
BF081199 Corp-20180523,5/23/2018,IG Investments Holdings LLC,"1,084,000,000","180,666,666",2
LN274708 Corp-20180523,5/23/2018,Bombardier Recreational Products Inc,"1,346,208,625","336,552,156",2
BF178255 Corp-20180524,5/24/2018,First National Financial LP,"969,777,500","484,888,750",2
BF274171 Corp-20180524,5/24/2018,Piret CA Owner A LP,"1,043,480,590","521,740,295",2
BF706084 Corp-20180524,5/24/2018,Telenet Financing USD LLC,"1,600,000,000","133,333,333",1
BF269184 Corp-20180524,5/24/2018,SRS Distribution Inc,"1,330,000,000","190,000,000",1
BF271559 Corp-20180524,5/24/2018,NMI Holdings Inc,"235,000,000","78,333,333",2
BF269237 Corp-20180525,5/25/2018,H-Food Holdings LLC,"1,295,000,000","185,000,000",2
BF169144 Corp-20180525,5/25/2018,Hyundai Capital America,"4,000,000,000","363,636,364",1
BF195826 Corp-20180525,5/25/2018,CenterPoint Energy Inc,"1,600,000,000","228,571,429",1
BF491788 Corp-20180529,5/29/2018,Capital Power LP,"537,386,500","268,693,250",1
BF254239 Corp-20180529,5/29/2018,Capital Power LP,"230,308,500","115,154,250",1
BF269494 Corp-20180529,5/29/2018,Brazos Delaware II LLC,"950,000,000","475,000,000",2
BF104529 Corp-20180529,5/29/2018,Microchip Technology Inc,"3,000,000,000","214,285,714",1
BF707012 Corp-20180530,5/30/2018,TransDigm Inc,"6,432,764,693","584,796,791",4
BF116208 Corp-20180530,5/30/2018,Open Text Corp,"1,000,000,000","71,428,571",1
BF087624 Corp-20180530,5/30/2018,Athabasca Oil Corp,"93,296,280","46,648,140",2
BF278936 Corp-20180531,5/31/2018,Toys R Us Canada Ltd,"169,802,820","56,600,940",2
BF056552 Corp-20180531,5/31/2018,Air Lease Corp,"4,020,000,000","274,666,666",2
BF268512 Corp-20180531,5/31/2018,Perspecta Inc,"3,100,000,000","620,000,000",4
BF270334 Corp-20180531,5/31/2018,24 Hour Fitness Worldwide Inc,"970,000,000","194,000,000",2
BF266249 Corp-20180531,5/31/2018,BI-LO LLC,"600,000,000","195,833,333",2
BF274105 Corp-20180531,5/31/2018,Interior Logic Group Inc,"130,000,000","26,000,000",2
BF224241 Corp-20180531,5/31/2018,GFL Environmental Inc,"905,000,000","226,250,000",2
BF273484 Corp-20180531,5/31/2018,APA Infrastructure Ltd,"756,575,000","75,657,500",2
BF265859 Corp-20180531,5/31/2018,BI-LO LLC,"475,000,000","118,750,000",1
BF796889 Corp-20180531,5/31/2018,JBS USA LUX SA,"500,000,000","100,000,000",1
BF024496 Corp-20180601,6/1/2018,Bausch Health Americas Inc,"5,790,027,633","723,753,454",2
BF260092 Corp-20180601,6/1/2018,Mattel Inc,"1,600,000,000","266,666,667",2
BF227779 Corp-20180601,6/1/2018,Accuride Corp,"135,000,000","45,000,000",1
BF249834 Corp-20180604,6/4/2018,"Paysafe II Ltd,Pi Lux Finco Sarl,Pi US Mergerco Inc","848,766,500","141,461,083",3
BF305172 Corp-20180605,6/5/2018,Champion Home Builders Inc,"100,000,000","20,000,000",1
BF175670 Corp-20180607,6/7/2018,Jazz Securities DAC,"2,267,700,000","323,957,143",2
BF176577 Corp-20180607,6/7/2018,Alexion Pharmaceuticals Inc/MA,"3,612,500,000","451,562,500",3
BF141762 Corp-20180608,6/8/2018,Canadian Pacific Railway Co,"1,000,000,000","500,000,000",1
BF117388 Corp-20180608,6/8/2018,Brightview Landscapes LLC,"35,357,143","3,928,571",1
BF228366 Corp-20180611,6/11/2018,Hoffmaster Group Inc,"385,125,000","385,125,000",1
BF070305 Corp-20180612,6/12/2018,Brookfield Corp,"730,000,000","182,500,000",1
BF220470 Corp-20180613,6/13/2018,Uber Technologies Inc,"1,132,750,000","113,275,000",1
BF184797 Corp-20180613,6/13/2018,Tennessee Valley Authority,"1,000,000,000","1,000,000,000",1
BF255247 Corp-20180613,6/13/2018,Lyons Magnus Inc,"210,000,000","210,000,000",2
BF482913 Corp-20180613,6/13/2018,Putnam U.S. Holdings I LLC,"500,000,000","500,000,000",1
BF099830 Corp-20180614,6/14/2018,JV Driver Corp Inc,"45,882,420","45,882,420",1
BF192902 Corp-20180614,6/14/2018,Crown Castle Inc,"6,650,000,000","950,000,000",2
BF273157 Corp-20180614,6/14/2018,Trans Mountain Pipeline LP,"763,236,300","381,618,150",2
BF226984 Corp-20180614,6/14/2018,Vistra Operations Co LLC,"7,364,000,000","800,916,667",3
BF273236 Corp-20180614,6/14/2018,Intertape Polymer Group Inc,"600,000,000","120,000,000",2
BF122104 Corp-20180615,6/15/2018,BDF Acquisition Corp,"271,700,000","155,850,000",2
BF268832 Corp-20180615,6/15/2018,Blackhawk Network Holdings Inc,"400,000,000","33,333,333",1
BF221204 Corp-20180615,6/15/2018,Diamond Resorts International Inc,"889,500,000","177,900,000",1
BF262811 Corp-20180615,6/15/2018,GrafTech Finance Inc,"750,000,000","150,000,000",1
BF268828 Corp-20180615,6/15/2018,Blackhawk Network Holdings Inc,"1,750,000,000","145,833,333",2
BF561183 Corp-20180618,6/18/2018,Enviri Corp,"644,510,312","92,072,902",2
