Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF669770 Corp-20180927,9/27/2018,WLC Fleet Services LP,"95,978,125","95,978,125",1
BF722045 Corp-20180927,9/27/2018,Alamos Gold Inc,"400,000,000","133,333,333",1
LN422190 Corp-20180927,9/27/2018,Callon Petroleum Co,"200,000,000","50,000,000",1
BF282272 Corp-20180928,9/28/2018,3319014 Nova Scotia Ltd,"463,698,000","231,849,000",2
BF771625 Corp-20180928,9/28/2018,Alexandria Real Estate Equities Inc,"350,000,000","116,666,667",1
BF282441 Corp-20180928,9/28/2018,BAC North LP,"285,947,100","71,486,775",3
BF283481 Corp-20181001,10/1/2018,Northriver Midstream Finance LP,"312,375,600","52,062,600",1
BF279442 Corp-20181001,10/1/2018,Northriver Midstream Finance LP,"1,000,000,000","166,666,667",1
BF283806 Corp-20181005,10/5/2018,"Devon Energy Corp,Devon Canada Corp","3,000,000,000","432,142,857",2
BF255172 Corp-20181005,10/5/2018,TerraForm Power Operating LLC,"600,000,000","100,000,000",1
BF284392 Corp-20181005,10/5/2018,Concord Block 12 LP,"150,295,207","150,295,207",1
BF291242 Corp-20181007,10/7/2018,Millicom International Cellular SA,"1,000,000,000","250,000,000",1
BF089254 Corp-20181010,10/10/2018,Edmonton Oilers Hockey Corp,"19,236,900","19,236,900",1
BF226010 Corp-20181010,10/10/2018,Polycor Inc,"75,540,000","25,180,000",2
BF289483 Corp-20181010,10/10/2018,Qualico Developments Vancouver Inc,"43,467,699","43,467,699",2
BF283841 Corp-20181012,10/12/2018,Magna International Inc,"300,000,000","75,000,000",1
LN342235 Corp-20181016,10/16/2018,Wajax Ltd,"309,519,600","154,759,800",2
BF284155 Corp-20181016,10/16/2018,Enercare Finance Inc,"657,729,150","219,243,050",2
BF647382 Corp-20181017,10/17/2018,American Electric Power Co Inc,"4,000,000,000","500,000,000",1
LN468895 Corp-20181017,10/17/2018,BCE Inc,"3,076,604,000","615,320,800",3
BF054583 Corp-20181018,10/18/2018,Marathon Oil Corp,"3,393,000,000","678,600,000",1
LN341967 Corp-20181022,10/22/2018,Lundin Mining Corp,"550,000,000","275,000,000",1
BF284750 Corp-20181023,10/23/2018,AngloGold Ashanti Holdings PLC,"1,400,000,000","116,666,667",1
BF193892 Corp-20181024,10/24/2018,Digital Realty Trust LP,"2,350,000,000","335,714,286",1
BF287147 Corp-20181024,10/24/2018,Ingram Micro Inc,"1,350,000,000","225,000,000",1
BF284205 Corp-20181025,10/25/2018,Digital Realty Trust LP,"104,000,000","14,857,143",1
BF284356 Corp-20181025,10/25/2018,NFI Group Inc,"1,000,000,000","333,333,333",1
BF193455 Corp-20181025,10/25/2018,Digital Realty Trust LP,"812,000,000","116,000,000",2
BF255922 Corp-20181026,10/26/2018,Sagen MI Canada Inc,"229,264,800","229,264,800",1
BF322546 Corp-20181030,10/30/2018,Solius AcquireCo Inc,"100,000,000","100,000,000",1
BF284378 Corp-20181030,10/30/2018,OMERS Realty Corp,"171,109,985","171,109,985",2
BF138024 Corp-20181030,10/30/2018,New Gold Inc,"400,000,000","200,000,000",1
BF284573 Corp-20181030,10/30/2018,Equinox Gold Corp,"100,000,000","100,000,000",1
LN475963 Corp-20181031,10/31/2018,Crombie LP,"304,006,800","304,006,800",1
LN396068 Corp-20181031,10/31/2018,Nova Scotia Power Inc,"456,010,200","456,010,200",1
BF167927 Corp-20181031,10/31/2018,Emera Brunswick Pipeline Co Ltd,"190,004,250","190,004,250",1
BF062726 Corp-20181031,10/31/2018,EQM Midstream Partners LP,"3,000,000,000","333,333,333",1
BF257673 Corp-20181101,11/1/2018,Chicago Mercantile Exchange Inc,"7,000,000,000","437,500,000",1
LN418334 Corp-20181101,11/1/2018,Hecla Mining Co,"50,000,000","16,666,667",1
BF272855 Corp-20181102,11/2/2018,Reliance Industries Ltd,"2,632,000,000","119,636,363",3
LN318116 Corp-20181105,11/5/2018,Great Canadian Gaming Corp,"572,071,500","190,690,500",2
BF275981 Corp-20181105,11/5/2018,Broadcom Inc,"23,000,000,000","1,533,333,333",3
BF139801 Corp-20181108,11/8/2018,Canadian Energy Services LP,"41,956,860","41,956,860",1
BF289391 Corp-20181108,11/8/2018,10024829 Manitoba Inc,"111,658,647","111,658,647",4
BF160096 Corp-20181108,11/8/2018,AmTrust International Insurance Ltd,"621,846,250","310,923,125",1
BF284906 Corp-20181109,11/9/2018,Kinetik Holdings LP,"800,000,000","114,285,714",1
BF285520 Corp-20181109,11/9/2018,Ascot Bermuda Ltd,"250,000,000","83,333,333",1
BF548899 Corp-20181113,11/13/2018,Cineplex Entertainment LP,"604,101,600","604,101,600",2
BF285635 Corp-20181113,11/13/2018,Helmerich & Payne Inc,"750,000,000","150,000,000",1
BF289432 Corp-20181113,11/13/2018,Qualico Mitchell Williams LLP,"74,011,828","74,011,828",2
BF272057 Corp-20181114,11/14/2018,Celestica Inc,"250,000,000","41,666,667",1
BF224241 Corp-20181114,11/14/2018,GFL Environmental Inc,"1,710,000,000","427,500,000",1
BF285616 Corp-20181116,11/16/2018,Internacional de Ceramica SAB de CV,"190,000,000","190,000,000",2
BF287142 Corp-20181116,11/16/2018,Kinder Morgan Inc,"500,000,000","45,454,545",1
BF287226 Corp-20181116,11/16/2018,Kinder Morgan Inc,"4,000,000,000","363,636,364",1
BF286119 Corp-20181116,11/16/2018,Zona Franca Multimodal Caucedo SA,"285,000,000","142,500,000",1
BF286739 Corp-20181119,11/19/2018,ONEOK Inc,"1,500,000,000","187,500,000",1
BF175967 Corp-20181123,11/23/2018,Teck Resources Ltd,"600,000,000","120,000,000",1
BF144439 Corp-20181126,11/26/2018,Copec SA,"500,000,000","125,000,000",1
BF286702 Corp-20181128,11/28/2018,Murphy Oil Corp,"1,600,000,000","228,571,429",1
BF034906 Corp-20181128,11/28/2018,National Rural Utilities Cooperative Finance Corp,"1,535,000,000","307,000,000",1
BF188085 Corp-20181130,11/30/2018,Thames Water Utilities Finance PLC,"1,767,718,260","135,978,327",2
BF142331 Corp-20181130,11/30/2018,Niobec Inc,"375,000,000","187,500,000",1
BF041057 Corp-20181203,12/3/2018,Cogeco Inc,"75,800,600","75,800,600",1
BF048175 Corp-20181204,12/4/2018,Sandstorm Gold Ltd,"225,000,000","112,500,000",1
BF034218 Corp-20181205,12/5/2018,Trican Well Service Ltd,"205,762,150","205,762,150",1
BF103453 Corp-20181205,12/5/2018,Sobeys Inc,"486,346,900","486,346,900",1
BF288481 Corp-20181205,12/5/2018,Sobeys Inc,"299,290,400","299,290,400",1
BF292508 Corp-20181205,12/5/2018,Monette Farms Ltd,"109,989,222","109,989,222",5
LN351598 Corp-20181205,12/5/2018,Empire Co Ltd,"187,056,500","187,056,500",1
BF283139 Corp-20181207,12/7/2018,Forest City Enterprises LLC,"1,650,000,000","165,000,000",2
BF273450 Corp-20181211,12/11/2018,Automotive Properties LP,"54,822,749","54,822,749",2
BF288333 Corp-20181212,12/12/2018,Empresas Publicas de Medellin ESP,"750,000,000","250,000,000",1
BF290280 Corp-20181212,12/12/2018,Smoky Mountain Holdings LLC,"190,000,000","190,000,000",1
BF289151 Corp-20181213,12/13/2018,Fortuna Mining Corp,"150,000,000","150,000,000",2
BF288636 Corp-20181213,12/13/2018,ERO Copper Corp,"109,924,160","109,924,160",2
BF232793 Corp-20181214,12/14/2018,AltaLink LP,"373,911,500","186,955,750",1
BF840019 Corp-20181214,12/14/2018,Arrow Electronics Inc,"2,000,000,000","250,000,000",1
BF560502 Corp-20181214,12/14/2018,AltaLink LP,"560,867,250","280,433,625",1
BF223503 Corp-20181214,12/14/2018,Ridgeback Resources Inc,"317,824,775","63,564,955",2
BF647322 Corp-20181214,12/14/2018,Agnico Eagle Mines Ltd,"1,200,000,000","600,000,000",1
BF025299 Corp-20181214,12/14/2018,Finning International Inc,"972,169,900","324,056,633",1
LN417452 Corp-20181214,12/14/2018,AltaLink Investments LP,"224,346,900","112,173,450",1
BF243302 Corp-20181214,12/14/2018,Obsidian Energy Ltd,"63,564,955","31,782,478",1
BF290436 Corp-20181217,12/17/2018,Inversiones Educa SA,"83,733,440","41,866,720",1
BF282668 Corp-20181218,12/18/2018,Pretium Resources Inc,"480,000,000","160,000,000",2
BF289400 Corp-20181219,12/19/2018,Boston Scientific Corp,"2,000,000,000","400,000,000",2
BF316209 Corp-20181219,12/19/2018,San Mateo Midstream LLC,"250,000,000","250,000,000",1
BF293787 Corp-20181220,12/20/2018,Glpl Finco Inc,"80,875,070","20,218,768",2
BF729745 Corp-20181220,12/20/2018,Fairfax Financial Holdings Ltd,"2,000,000,000","1,000,000,000",1
BF290426 Corp-20181220,12/20/2018,MPT Finco Inc,"113,915,494","28,478,873",2
BF134005 Corp-20181220,12/20/2018,Anadarko Petroleum Corp,"3,000,000,000","375,000,000",1
BF229132 Corp-20181220,12/20/2018,Trimlite ULC,"5,000,000","5,000,000",1
