Facility ID,Deal Effective Date,Issuer Name,Deal Size (USD),League Credit (USD),Tranches
BF266471 Corp-20180314,3/14/2018,Apache Corp,"4,000,000,000","400,000,000",1
BF038633 Corp-20180315,3/15/2018,Stella-Jones Inc,"325,000,000","162,500,000",1
BF268651 Corp-20180316,3/16/2018,Koole Terminals Subholding II BV,"627,973,010","78,496,625",3
BF268036 Corp-20180320,3/20/2018,Specialized Desanders Inc,"80,304,735","80,304,735",2
BF270988 Corp-20180321,3/21/2018,IPI IM Holdings LLC,"350,000,000","116,666,667",2
BF119869 Corp-20180321,3/21/2018,AtkinsRealis Group Inc,"2,007,296,200","223,032,911",2
BF267705 Corp-20180322,3/22/2018,Excel Paralubes LLC,"350,000,000","116,666,667",2
BF228000 Corp-20180322,3/22/2018,Wolf Pipeline Inc,"1,178,007,600","294,501,900",2
LN283478 Corp-20180326,3/26/2018,Charles River Laboratories International Inc,"2,300,000,000","460,000,000",2
LN422451 Corp-20180328,3/28/2018,Ovintiv Canada ULC,"2,500,000,000","833,333,333",1
BF268626 Corp-20180329,3/29/2018,BCE-Mach LLC,"500,000,000","500,000,000",1
BF267763 Corp-20180329,3/29/2018,American Tower Corp,"1,500,000,000","500,000,000",1
BF266555 Corp-20180329,3/29/2018,Glencore PLC,"9,085,000,000","302,833,333",2
LN185605 Corp-20180329,3/29/2018,Mediacom Illinois LLC,"1,150,000,000","95,833,333",2
BF267651 Corp-20180329,3/29/2018,CyrusOne LP,"3,000,000,000","600,000,000",4
BF813293 Corp-20180330,3/30/2018,Colonial Pipeline Co,"500,000,000","125,000,000",1
BF268824 Corp-20180330,3/30/2018,Aurea Software Inc,"210,000,000","105,000,000",2
BF139781 Corp-20180402,4/2/2018,Conterra Ultra Broadband Holdings Inc,"245,000,000","245,000,000",2
BF247236 Corp-20180403,4/3/2018,Chartwell Master Care LP,"234,513,300","117,256,650",1
BF247256 Corp-20180403,4/3/2018,Chartwell Master Care LP,"78,171,100","39,085,550",1
BF174624 Corp-20180404,4/4/2018,Aspenleaf Energy Ltd,"101,606,960","50,803,480",2
BF270349 Corp-20180406,4/6/2018,Sigma Systems Canada LP,"43,127,260","21,563,630",2
BF273978 Corp-20180406,4/6/2018,Harley-Davidson Inc,"780,000,000","195,000,000",1
BF268508 Corp-20180409,4/9/2018,Continental Resources Inc/OK,"1,500,000,000","375,000,000",1
BF268046 Corp-20180410,4/10/2018,Nutrien Ltd,"4,500,000,000","900,000,000",1
BF580532 Corp-20180411,4/11/2018,SBA Senior Finance II LLC,"3,650,000,000","521,428,572",2
BF130529 Corp-20180418,4/18/2018,Compass Group Diversified Holdings LLC,"1,100,000,000","366,666,667",2
BF268498 Corp-20180418,4/18/2018,General Motors Co,"2,000,000,000","100,000,000",1
BF075043 Corp-20180418,4/18/2018,General Motors Co,"10,500,000,000","500,000,000",1
BF269761 Corp-20180418,4/18/2018,NaviSite LLC,"70,000,000","23,333,333",2
BF083867 Corp-20180418,4/18/2018,General Motors Co,"4,000,000,000","200,000,000",1
BF123540 Corp-20180419,4/19/2018,CoreSite LP,"200,000,000","50,000,000",1
BF626478 Corp-20180419,4/19/2018,CoreSite LP,"850,000,000","170,000,000",4
BF174173 Corp-20180419,4/19/2018,"Cooperatie CMN Netherlands Holdco UA,Colliers International Holdings USA Inc,Colliers International Holdings Australia Ltd,Globestar Ltd,Colliers International Group Inc","1,000,000,000","1,000,000,000",5
BF163120 Corp-20180420,4/20/2018,Veresen Midstream LP,"2,158,810,500","269,851,313",2
BF269202 Corp-20180423,4/23/2018,Total System Services Inc,"1,750,000,000","218,750,000",1
BF177095 Corp-20180423,4/23/2018,Cable One Inc,"496,300,000","124,075,000",1
BF806103 Corp-20180424,4/24/2018,Enerflex Ltd,"604,130,325","302,065,162",3
BF195303 Corp-20180424,4/24/2018,Dream Office LP,"448,225,725","448,225,725",1
BF244810 Corp-20180427,4/27/2018,Golf Town Ltd,"27,228,880","27,228,880",1
BF086841 Corp-20180427,4/27/2018,TORC Oil & Gas Ltd,"311,187,200","155,593,600",2
BF221801 Corp-20180427,4/27/2018,Amazon.com Inc,"7,000,000,000","636,363,636",1
BF118303 Corp-20180430,4/30/2018,Brookfield Place Calgary LP,"448,341,300","112,085,325",1
BF189632 Corp-20180430,4/30/2018,Hammerhead Resources Inc,"58,479,300","58,479,300",1
BF267930 Corp-20180430,4/30/2018,Heartland Dental LLC,"1,285,000,000","257,000,000",3
BF274972 Corp-20180501,5/1/2018,AAG FH LP,"222,429,853","111,214,927",4
BF277602 Corp-20180501,5/1/2018,Kinder Morgan Cochin ULC,"388,964,500","194,482,250",1
LN358484 Corp-20180502,5/2/2018,Crew Energy Inc,"182,786,290","182,786,290",2
BF655901 Corp-20180502,5/2/2018,Midcontinent Communications,"380,700,000","76,140,000",1
BF290507 Corp-20180503,5/3/2018,Mosaic Transit Partners GP,"475,797,594","95,159,519",1
LN387681 Corp-20180503,5/3/2018,Integra LifeSciences Holdings Corp,"2,200,000,000","169,230,769",2
BF213446 Corp-20180504,5/4/2018,RioCan Real Estate Investment Trust,"778,510,000","259,503,334",2
BF162665 Corp-20180504,5/4/2018,Demoulas Super Markets Inc,"550,000,000","110,000,000",2
BF264426 Corp-20180504,5/4/2018,Choice Properties Real Estate Investment Trust,"622,808,000","622,808,000",2
LN460781 Corp-20180507,5/7/2018,"EIIF Management USA Inc,Exchange Income Corp","790,483,105","790,483,105",2
BF270397 Corp-20180507,5/7/2018,TELUS Corp,"1,751,150,250","350,230,050",1
BF173939 Corp-20180508,5/8/2018,Painted Pony Energy Ltd,"308,665,600","154,332,800",1
LN432146 Corp-20180508,5/8/2018,Superior General Partner Inc,"478,431,680","239,215,840",3
BF264426 Corp-20180508,5/8/2018,Choice Properties Real Estate Investment Trust,"1,157,496,000","1,157,496,000",1
BF163534 Corp-20180509,5/9/2018,Canadian Non-Operated Resources LP,"58,369,875","58,369,875",1
BF220042 Corp-20180509,5/9/2018,ABC Technologies Inc/New York,"470,000,000","117,500,000",2
BF290516 Corp-20180509,5/9/2018,AltaGas Ltd,"3,013,537,853","1,004,512,618",2
BF270569 Corp-20180510,5/10/2018,Array Digital Infrastructure Inc,"300,000,000","50,000,000",1
BF271390 Corp-20180510,5/10/2018,Talos Production Inc,"600,000,000","200,000,000",1
BF270487 Corp-20180510,5/10/2018,Telephone and Data Systems Inc,"400,000,000","66,666,667",1
BF104530 Corp-20180514,5/14/2018,Softchoice Corp,"200,000,000","200,000,000",2
BF829369 Corp-20180514,5/14/2018,"Cona Resources Ltd,Strathcona Resources Ltd","234,926,400","234,926,400",2
BF272462 Corp-20180515,5/15/2018,PrairieSky Royalty Ltd,"174,956,400","174,956,400",1
BF232795 Corp-20180515,5/15/2018,AltaGas Ltd,"300,000,000","100,000,000",1
BF652205 Corp-20180515,5/15/2018,AltaGas Ltd,"1,088,617,600","362,872,533",1
BF270765 Corp-20180517,5/17/2018,TD Ameritrade Clearing Inc,"850,000,000","141,666,667",1
BF126394 Corp-20180517,5/17/2018,River Cree Enterprises LP,"137,540,022","68,770,012",3
BF139011 Corp-20180517,5/17/2018,Petrus Resources Ltd,"93,771,960","93,771,960",1
LN215651 Corp-20180518,5/18/2018,Ontario Power Generation Inc,"776,060,000","388,030,000",2
BF882656 Corp-20180521,5/21/2018,ConocoPhillips Co,"6,000,000,000","600,000,000",1
BF351130 Corp-20180522,5/22/2018,Westboro Mortgage Investment Corp,"54,687,080","27,343,540",2
LN274708 Corp-20180523,5/23/2018,Bombardier Recreational Products Inc,"1,346,208,625","336,552,156",2
BF269535 Corp-20180524,5/24/2018,"BWXT Canada Ltd,BWX Technologies Inc","797,855,733","159,571,147",3
BF178255 Corp-20180524,5/24/2018,First National Financial LP,"969,777,500","484,888,750",2
BF201399 Corp-20180525,5/25/2018,CYM Toronto Acquisition LP,"86,296,896","43,148,448",1
BF169144 Corp-20180525,5/25/2018,Hyundai Capital America,"4,000,000,000","363,636,364",1
BF578108 Corp-20180528,5/28/2018,Lantic Inc,"203,736,505","101,868,253",1
LN393780 Corp-20180528,5/28/2018,Vermilion Energy Inc,"1,230,107,200","1,230,107,200",2
BF491788 Corp-20180529,5/29/2018,Capital Power LP,"537,386,500","268,693,250",1
BF254239 Corp-20180529,5/29/2018,Capital Power LP,"230,308,500","115,154,250",1
BF087624 Corp-20180530,5/30/2018,Athabasca Oil Corp,"93,296,280","46,648,140",2
BF273916 Corp-20180608,6/8/2018,Westinghouse Air Brake Technologies Corp,"1,950,000,000","325,000,000",3
BF273202 Corp-20180614,6/14/2018,Dominion Energy Inc,"500,000,000","500,000,000",1
BF192902 Corp-20180614,6/14/2018,Crown Castle Inc,"6,650,000,000","950,000,000",2
BF273157 Corp-20180614,6/14/2018,Trans Mountain Pipeline LP,"763,236,300","381,618,150",2
BF133543 Corp-20180618,6/18/2018,WestJet Airlines Ltd,"302,323,600","302,323,600",1
BF285644 Corp-20180621,6/21/2018,Ivanhoe Cambridge II Inc,"225,193,800","112,596,900",1
BF554162 Corp-20180622,6/22/2018,Pollard Banknote Ltd,"132,125,920","132,125,920",2
BF107704 Corp-20180622,6/22/2018,Maple Leaf Sports & Entertainment Ltd,"195,204,620","65,068,207",1
BF135850 Corp-20180626,6/26/2018,HFOTCO LLC,"600,000,000","300,000,000",1
BF275345 Corp-20180626,6/26/2018,WPT Industrial LP,"300,000,000","50,000,000",2
BF274958 Corp-20180626,6/26/2018,Elizabethtown Gas Co,"530,000,000","265,000,000",1
BF268180 Corp-20180627,6/27/2018,Ensono LLC,"520,000,000","130,000,000",2
BF086841 Corp-20180627,6/27/2018,TORC Oil & Gas Ltd,"75,125,300","37,562,650",1
BF223093 Corp-20180627,6/27/2018,MTY Food Group Inc,"146,494,335","146,494,335",1
BF268184 Corp-20180628,6/28/2018,Ensono LLC,"123,000,000","30,750,000",1
BF275350 Corp-20180628,6/28/2018,WEA Finance LLC,"3,000,000,000","600,000,000",1
BF242595 Corp-20180628,6/28/2018,Canadian Natural Resources Ltd,"2,150,390,550","2,150,390,550",1
BF200802 Corp-20180628,6/28/2018,Bruce Power LP,"607,843,729","303,921,865",2
BF040208 Corp-20180629,6/29/2018,Goldcorp Inc,"3,000,000,000","750,000,000",1
LN432146 Corp-20180629,6/29/2018,Superior General Partner Inc,"98,893,860","49,446,930",2
BF820630 Corp-20180629,6/29/2018,First Capital Real Estate Investment Trust,"608,577,600","304,288,800",1
BF174247 Corp-20180703,7/3/2018,Formercs US Intermediate Holdings Inc,"95,000,000","11,875,000",1
BF275785 Corp-20180703,7/3/2018,Minto Apartment LP,"113,933,250","56,966,625",1
BF226771 Corp-20180703,7/3/2018,Public Sector Pension Investment Board,"1,519,110,000","759,555,000",1
BF179565 Corp-20180705,7/5/2018,RioCan-HBC LP,"274,345,200","91,448,400",2
BF223503 Corp-20180710,7/10/2018,Ridgeback Resources Inc,"19,043,775","3,808,755",1
BF228423 Corp-20180718,7/18/2018,Intermedia Holdings Inc,"285,000,000","142,500,000",2
BF276596 Corp-20180723,7/23/2018,Mercedes-Benz Group AG,"12,869,340,000","476,642,222",1
LN372775 Corp-20180723,7/23/2018,Martinrea International Inc,"701,232,930","701,232,930",2
BF052674 Corp-20180724,7/24/2018,Ag Growth International Inc,"22,793,220","22,793,220",1
BF277468 Corp-20180724,7/24/2018,RELX UK Ltd,"3,000,000,000","150,000,000",2
LN413539 Corp-20180724,7/24/2018,Irving Oil Ltd,"1,575,000,000","525,000,000",2
LN469833 Corp-20180725,7/25/2018,Enbridge Pipelines Inc,"2,289,159,000","763,053,000",1
BF270848 Corp-20180725,7/25/2018,Flight Bidco Inc,"470,000,000","78,333,334",2
LN417484 Corp-20180725,7/25/2018,Enbridge Gas Inc,"763,053,000","381,526,500",1
BF270840 Corp-20180725,7/25/2018,Flight Bidco Inc,"90,000,000","15,000,000",1
LN374315 Corp-20180725,7/25/2018,Enbridge Inc,"1,106,426,850","276,606,712",1
BF841937 Corp-20180725,7/25/2018,Enbridge Inc,"1,575,704,445","525,234,815",1
BF141808 Corp-20180727,7/27/2018,Sunoco LP,"1,500,000,000","214,285,714",1
BF277656 Corp-20180730,7/30/2018,bcIMC Realty Corp,"1,200,000,000","400,000,000",1
BF380466 Corp-20180731,7/31/2018,159 Wellesley Street East Inc,"59,358,473","59,358,473",2
BF174624 Corp-20180731,7/31/2018,Aspenleaf Energy Ltd,"288,259,875","144,129,937",2
BF054386 Corp-20180731,7/31/2018,"Corix Infrastructure Services US Inc,Corix Infrastructure Inc","501,869,300","501,869,300",2
BF277424 Corp-20180731,7/31/2018,Noble Midstream Services LLC,"500,000,000","250,000,000",1
BF801514 Corp-20180801,8/1/2018,Intact Financial Corp,"576,566,250","192,188,750",1
BF278921 Corp-20180803,8/3/2018,Teranet Collateral Management Solutions Corp,"161,797,860","80,898,930",2
BF048508 Corp-20180803,8/3/2018,Enbridge Inc,"1,150,000,000","287,500,000",1
BF279368 Corp-20180808,8/8/2018,Mortgage Co of Canada Inc,"38,244,450","38,244,450",2
BF280068 Corp-20180814,8/14/2018,MCM Fund II 39 Niagara LP,"115,985,424","115,985,424",1
BF278927 Corp-20180815,8/15/2018,Sable Permian Resources LLC,"500,000,000","55,555,556",1
BF278930 Corp-20180815,8/15/2018,Bighorn Asset Co LLC,"500,000,000","55,555,556",1
BF142081 Corp-20180816,8/16/2018,SmartCentres Real Estate Investment Trust,"353,318,160","176,659,080",1
BF257831 Corp-20180816,8/16/2018,G City Ltd,"155,763,920","155,763,920",1
LN393780 Corp-20180830,8/30/2018,Vermilion Energy Inc,"154,039,200","154,039,200",2
BF280681 Corp-20180831,8/31/2018,Kinder Morgan Cochin ULC,"382,833,500","191,416,750",2
BF093419 Corp-20180905,9/5/2018,Detour Gold Corp,"300,000,000","60,000,000",1
BF281040 Corp-20180906,9/6/2018,Koda Energy Holdings LLC,"500,000,000","250,000,000",1
BF200333 Corp-20180912,9/12/2018,TMX Group Ltd,"384,782,500","128,260,833",1
BF280247 Corp-20180912,9/12/2018,Enterprise Products Operating LLC,"2,000,000,000","166,666,667",1
BF281028 Corp-20180914,9/14/2018,Constellation Brands Inc,"1,500,000,000","115,384,615",2
BF056427 Corp-20180914,9/14/2018,Constellation Brands Inc,"2,000,000,000","153,846,154",1
BF782030 Corp-20180914,9/14/2018,Canadian Power Holdings Inc,"99,835,537","49,917,769",1
BF180787 Corp-20180914,9/14/2018,Macro Enterprises Inc,"11,501,790","5,750,895",1
BF038822 Corp-20180919,9/19/2018,Metro Inc/CN,"463,809,600","115,952,400",1
BF069562 Corp-20180920,9/20/2018,Rogers Communications Inc,"2,478,515,200","1,239,257,600",2
BF182608 Corp-20180921,9/21/2018,Block Financial LLC,"2,000,000,000","400,000,000",1
BF282229 Corp-20180921,9/21/2018,Bridging North America GP,"454,092,190","90,818,438",1
BF722045 Corp-20180927,9/27/2018,Alamos Gold Inc,"400,000,000","133,333,333",1
LN440273 Corp-20180927,9/27/2018,IBI Group Inc,"99,817,250","99,817,250",1
BF065710 Corp-20180928,9/28/2018,Tennessee Valley Authority,"1,000,000,000","1,000,000,000",1
BF284910 Corp-20180928,9/28/2018,Plus Co Americas Inc,"104,332,050","104,332,050",1
BF282441 Corp-20180928,9/28/2018,BAC North LP,"285,947,100","71,486,775",3
BF284785 Corp-20181001,10/1/2018,Puget Energy Inc,"150,000,000","150,000,000",1
BF775674 Corp-20181003,10/3/2018,CI Financial Corp,"545,374,900","272,687,450",1
BF187073 Corp-20181004,10/4/2018,Corix Regulated Utilities US Inc,"80,000,000","80,000,000",1
BF283477 Corp-20181010,10/10/2018,Timbercreek Real Estate Finance US Holding LP,"150,000,000","150,000,000",1
BF296782 Corp-20181010,10/10/2018,Blackstone Real Estate Partners VIII LP,"1,220,000,000","152,500,000",1
BF039405 Corp-20181010,10/10/2018,USAA Capital Corp,"2,500,000,000","250,000,000",1
BF189060 Corp-20181012,10/12/2018,Roots Corp,"7,667,010","7,667,010",1
BF101364 Corp-20181015,10/15/2018,Penn Entertainment Inc,"1,558,974,375","184,117,438",2
BF284155 Corp-20181016,10/16/2018,Enercare Finance Inc,"657,729,150","219,243,050",2
LN408236 Corp-20181017,10/17/2018,Province of Quebec Canada,"3,400,000,000","1,133,333,333",1
BF526893 Corp-20181017,10/17/2018,Cenovus Energy Inc/CA,"3,461,179,500","1,730,589,750",2
LN468895 Corp-20181017,10/17/2018,BCE Inc,"3,076,604,000","615,320,800",3
LN257074 Corp-20181018,10/18/2018,W&T Offshore Inc,"750,000,000","250,000,000",1
BF828233 Corp-20181018,10/18/2018,Tafisa Canada Inc,"84,225,020","42,112,510",1
BF258646 Corp-20181019,10/19/2018,Energy Transfer LP,"5,000,000,000","384,615,385",1
BF258654 Corp-20181019,10/19/2018,Energy Transfer LP,"1,000,000,000","76,923,077",1
BF772949 Corp-20181022,10/22/2018,Triple M Metal LP,"266,831,250","133,415,625",1
BF193892 Corp-20181024,10/24/2018,Digital Realty Trust LP,"2,350,000,000","335,714,286",1
BF284950 Corp-20181024,10/24/2018,Innergex Cartier Energy LP,"307,924,400","153,962,200",1
BF284899 Corp-20181024,10/24/2018,Innergex Renewable Energy Inc,"184,754,640","92,377,320",1
BF284205 Corp-20181025,10/25/2018,Digital Realty Trust LP,"104,000,000","14,857,143",1
BF284118 Corp-20181025,10/25/2018,TriSummit Utilities Inc,"152,883,000","76,441,500",1
BF284125 Corp-20181025,10/25/2018,TriSummit Utilities Inc,"191,103,750","95,551,875",1
BF193455 Corp-20181025,10/25/2018,Digital Realty Trust LP,"812,000,000","116,000,000",2
BF230561 Corp-20181026,10/26/2018,MCAP Commercial LP,"38,210,800","38,210,800",1
BF102578 Corp-20181031,10/31/2018,Science Applications International Corp,"2,118,000,000","211,800,000",2
BF088561 Corp-20181031,10/31/2018,Arbor Memorial Services Inc,"221,164,947","110,582,474",2
BF257673 Corp-20181101,11/1/2018,Chicago Mercantile Exchange Inc,"7,000,000,000","437,500,000",1
BF285163 Corp-20181101,11/1/2018,Coast Capital Savings Federal Credit Union,"1,145,707,500","572,853,750",1
BF110856 Corp-20181106,11/6/2018,Element Fleet Management Corp,"3,000,000,000","333,333,333",1
BF163534 Corp-20181106,11/6/2018,Canadian Non-Operated Resources LP,"19,022,325","19,022,325",1
LN353690 Corp-20181106,11/6/2018,CGI Inc,"1,141,339,500","228,267,900",1
BF284906 Corp-20181109,11/9/2018,Kinetik Holdings LP,"800,000,000","114,285,714",1
BF189632 Corp-20181109,11/9/2018,Hammerhead Resources Inc,"264,720,400","264,720,400",1
BF048214 Corp-20181113,11/13/2018,Barrick Mining Corp,"3,000,000,000","1,000,000,000",1
BF129888 Corp-20181116,11/16/2018,Albertsons Cos Inc,"4,000,000,000","250,000,000",1
BF285644 Corp-20181116,11/16/2018,Ivanhoe Cambridge II Inc,"228,132,600","114,066,300",1
BF234354 Corp-20181116,11/16/2018,Ivanhoe Cambridge Inc,"532,309,400","266,154,700",1
BF053231 Corp-20181116,11/16/2018,Timbercreek Financial Corp,"380,221,000","380,221,000",1
BF286739 Corp-20181119,11/19/2018,ONEOK Inc,"1,500,000,000","187,500,000",1
BF231346 Corp-20181120,11/20/2018,Kite Realty Group LP,"200,000,000","50,000,000",1
BF048359 Corp-20181121,11/21/2018,Shaw Communications Inc,"1,130,284,500","1,130,284,500",1
BF175967 Corp-20181123,11/23/2018,Teck Resources Ltd,"600,000,000","120,000,000",1
BF557927 Corp-20181126,11/26/2018,Videotron Ltd,"1,133,175,000","377,725,000",1
BF049033 Corp-20181128,11/28/2018,American Tower Corp,"2,100,000,000","350,000,000",1
LN282027 Corp-20181128,11/28/2018,Black Press Group Ltd,"73,443,825","36,721,912",1
BF103554 Corp-20181128,11/28/2018,American Tower Corp,"2,850,000,000","316,666,667",1
BF179500 Corp-20181129,11/29/2018,Sleep Country Canada Holdings Inc,"158,204,550","158,204,550",1
BF274106 Corp-20181130,11/30/2018,MLN US Holdco LLC,"1,220,000,000","406,666,666",2
BF725078 Corp-20181130,11/30/2018,Whistler Mountain Resort LP,"225,495,300","225,495,300",1
BF233625 Corp-20181130,11/30/2018,One Vanderbilt Owner LLC,"1,750,000,000","350,000,000",1
BF274122 Corp-20181130,11/30/2018,MLN US Holdco LLC,"260,000,000","86,666,667",1
BF174910 Corp-20181130,11/30/2018,BOP NE Tower Lessee LLC,"1,350,000,000","337,500,000",1
BF109470 Corp-20181130,11/30/2018,QualityTech LP,"1,520,000,000","380,000,000",3
LN452524 Corp-20181203,12/3/2018,NOVA Chemicals Corp,"2,000,000,000","1,000,000,000",2
BF287548 Corp-20181203,12/3/2018,Flywheel Energy Operating LLC,"2,500,000,000","416,666,667",1
LN454277 Corp-20181205,12/5/2018,Inter Pipeline Ltd/AB,"1,122,339,000","561,169,500",1
BF283139 Corp-20181207,12/7/2018,Forest City Enterprises LLC,"1,650,000,000","165,000,000",2
BF228521 Corp-20181207,12/7/2018,Air Canada,"600,000,000","75,000,000",1
BF070277 Corp-20181208,12/8/2018,Eversource Energy,"1,450,000,000","181,250,000",1
BF288675 Corp-20181212,12/12/2018,Automotive Properties LP,"93,775,875","93,775,875",2
BF277656 Corp-20181212,12/12/2018,bcIMC Realty Corp,"300,000,000","100,000,000",1
BF291537 Corp-20181212,12/12/2018,Koole Terminals Subholding II BV,"113,767,000","28,441,750",1
LN395350 Corp-20181213,12/13/2018,Keyera Partnership,"1,123,578,000","374,526,000",1
BF163241 Corp-20181214,12/14/2018,GoodLife Fitness Centres Inc,"231,825,130","231,825,130",2
LN353868 Corp-20181214,12/14/2018,Inter Pipeline Corridor Inc,"1,159,125,650","1,159,125,650",1
BF223503 Corp-20181214,12/14/2018,Ridgeback Resources Inc,"317,824,775","63,564,955",2
BF647322 Corp-20181214,12/14/2018,Agnico Eagle Mines Ltd,"1,200,000,000","600,000,000",1
BF025299 Corp-20181214,12/14/2018,Finning International Inc,"972,169,900","324,056,633",1
BF288339 Corp-20181218,12/18/2018,Air Canada,"148,318,400","148,318,400",1
BF162384 Corp-20181218,12/18/2018,Cervus Equipment Corp,"88,991,040","88,991,040",1
BF484351 Corp-20181219,12/19/2018,Innergex Renewable Energy Inc,"520,508,100","173,502,700",3
BF596818 Corp-20181219,12/19/2018,South Coast British Columbia Transportation Authority,"371,791,500","371,791,500",1
BF293787 Corp-20181220,12/20/2018,Glpl Finco Inc,"80,875,070","20,218,768",2
BF290426 Corp-20181220,12/20/2018,MPT Finco Inc,"113,915,494","28,478,873",2
BF293794 Corp-20181220,12/20/2018,Glpl Finco 2 Inc,"40,437,534","10,109,383",2
BF288814 Corp-20181220,12/20/2018,CAE Inc,"400,000,000","400,000,000",4
BF232925 Corp-20181221,12/21/2018,Tervita Corp,"202,523,750","101,261,875",1
BF049277 Corp-20181221,12/21/2018,Bragg Communications Inc,"604,257,225","151,064,306",2
BF100427 Corp-20181227,12/27/2018,GCI LLC,"550,000,000","91,666,667",1
BF290492 Corp-20181228,12/28/2018,AltaGas Ltd,"1,200,000,000","400,000,000",1
BF686349 Corp-20181231,12/31/2018,QVC Inc,"3,650,000,000","192,105,264",2
BF115079 Corp-20190102,1/2/2019,Atrium Mortgage Investment Corp,"154,622,160","154,622,160",3
BF038633 Corp-20190114,1/14/2019,Stella-Jones Inc,"325,000,000","162,500,000",1
BF291557 Corp-20190114,1/14/2019,General Motors Co,"3,000,000,000","150,000,000",1
BF094222 Corp-20190115,1/15/2019,Pulse Seismic Inc,"33,881,985","33,881,985",2
BF195575 Corp-20190115,1/15/2019,Amphenol Corp,"500,000,000","100,000,000",1
BF293237 Corp-20190118,1/18/2019,Citizen Energy Operating LLC,"70,000,000","23,333,333",1
BF294132 Corp-20190118,1/18/2019,Walgreens Boots Alliance Inc,"2,000,000,000","200,000,000",1
BF179153 Corp-20190123,1/23/2019,Sheltair Aviation Services LLLP,"640,000,000","106,666,666",2
BF295254 Corp-20190124,1/24/2019,Vantage Data Centers Canada LP,"245,000,000","122,500,000",2
LN393780 Corp-20190129,1/29/2019,Vermilion Energy Inc,"1,582,528,500","1,582,528,500",1
BF233291 Corp-20190131,1/31/2019,Iovate Health Sciences International Inc,"32,000,000","16,000,000",1
LN389253 Corp-20190131,1/31/2019,Dream Asset Management Corp,"220,600,390","220,600,390",1
BF292714 Corp-20190131,1/31/2019,AT&T Inc,"2,850,000,000","712,500,000",1
BF177079 Corp-20190131,1/31/2019,Dream Asset Management Corp,"171,155,475","171,155,475",1
LN460781 Corp-20190201,2/1/2019,"EIIF Management USA Inc,Exchange Income Corp","777,386,350","777,386,350",2
LN417484 Corp-20190207,2/7/2019,Enbridge Gas Inc,"751,177,000","375,588,500",1
BF182328 Corp-20190207,2/7/2019,CSC Holdings LLC,"1,000,000,000","100,000,000",1
BF841937 Corp-20190207,2/7/2019,Enbridge Inc,"2,253,531,000","450,706,200",1
LN374315 Corp-20190207,2/7/2019,Enbridge Inc,"1,877,942,500","625,980,833",1
BF294654 Corp-20190208,2/8/2019,Oxyrock LP,"600,000,000","75,000,000",1
BF294473 Corp-20190208,2/8/2019,Certarus Ltd,"64,060,505","64,060,505",2
